,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
0,m02001167-459,"ע""י ב""כ עוה""ד",,0.9997107727169762,,,,,,,,,,,,,,,,,
1,m02001167-459,מזרחי ובן טולילה,,0.9990494003033933,,,,,,,,,,,,,,,,,
2,m02001167-459,נ  ג  ד,,0.9995019090435845,,,,,,,,,,,,,,,,,
3,m02001167-459,נ  ג  ד,,0.9995019090435845,,,,,,,,,,,,,,,,,
4,m02001167-459,אבי כהן ומיכל בכר,,0.9981942124268728,,,,,,,,,,,,,,,,,
5,m02001167-459,יעקב קדמי   על הראיות - חלק ראשון - הדין בראי הפסיקה,,0.999671039825675,,,,,,,,,,,,,,,,,
6,m02001167-459,"חוק העונשין, תשל""ז-1977: סע'  31, 144, 144(א), 144(ב2), 300(א)(2), 305(1), 454, 498",,0.9997832936762566,,,,,,,,,,,,,,,,,
7,m02001167-459,"פקודת הראיות [נוסח חדש], תשל""א-1971: סע'  10(א)א, 10א(ד), 12, 54א, 54א(א)",,0.9998028332174044,,,,,,,,,,,,,,,,,
8,m02001167-459,"חוק סדר הדין הפלילי [נוסח משולב], תשמ""ב-1982: סע'  184",,0.9997732289701539,,,,,,,,,,,,,,,,,
9,m02001167-459,"בתאריך 27.4.99, בראשון לציון, ארע פיצוץ ברכב מסוג הונדה לאחר שהוצמד לו מטען חבלה.",,2.1561298330526738e-05,3.760803296542535e-05,8.083212981614658e-08,0.009276973572297181,1.8748484486645813e-05,,,,,,,,,,,,,
10,m02001167-459,"באותה עת היו ברכב אשר אילוז ובנו בן השלוש – אביב אילוז ז""ל.",,0.010722215919414272,0.001508428604605197,0.6458406078819723,0.001528034791765285,1.912205551118388e-05,,,,,,,,,,,,,
11,m02001167-459,אין מחלוקת על כך שכתוצאה מהפיצוץ נהרג אביב אילוז ואשר אילוז (להלן – אילוז) נפצע קשה.,,0.00031424982477688514,0.0014245440868595536,1.768767292494204e-08,0.8993391763673487,1.9482642222743607e-05,,,,,,,,,,,,,
12,m02001167-459,"חקירת המשטרה את האירוע, שנערכה בשנת 1999, לא צלחה.",,0.9970294528479277,,,,,,,,,,,,,,,,,
13,m02001167-459,במהלך השנים 2001-2002 אירעו ביפו מעשי רצח וניסיונות רצח רבים.,,0.9984608875103362,,,,,,,,,,,,,,,,,
14,m02001167-459,"המשטרה, שגיששה באפילה, הקימה בימ""ר ת""א מחלק מיוחד לטיפול בנושא, ובראשו עמד סנ""צ אפרים ברכה, להלן – ברכה (ראו עדותו בעמ' 272 (333) לפרוטוקול).",,0.9983313483561589,,,,,,,,,,,,,,,,,
15,m02001167-459,בתאריך 5.6.02 אושפז הנאשם בבית-חולים לאחר שנורה במתחם משפחתו ביפו (להלן – המתחם).,,0.001778314404627145,0.00024268807549940037,0.03388382740902849,0.001280449377848135,1.996800190476295e-05,,,,,,,,,,,,,
16,m02001167-459,"לטענתו, אחיו כמאל טורק (להלן – כמאל) וסמי טורק (להלן – סמי) הם שירו בו וניסו לרצוח אותו (ראו תמליל קלטת המתעדת עימות בין הנאשם לכמאל מיום 9.7.02 -   ז/5).",,0.01595628674784826,0.001288900414789187,3.648656585654509e-08,0.0021552374934624714,1.856896293187759e-05,,,,,,,,,,,,,
17,m02001167-459,ברכה וחוקריו הגיעו לבית החולים על-מנת לתשאל את הנאשם.,,0.9987691914631721,,,,,,,,,,,,,,,,,
18,m02001167-459,"באותו היום (6.6.02) אישרה עו""ד פנינה גיא, ממונה בכירה לפרקליטת המחוז, כתוארה אז, ""הענקת מעמד עד מדינה"" לנאשם.",,0.9995920909251639,,,,,,,,,,,,,,,,,
19,m02001167-459,(ראו המסמך המצורף למסמך ז/1).,,0.9996504796533257,,,,,,,,,,,,,,,,,
