text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CONFESSION_LVL2,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע על יסוד הודאתו בעובדות כתב אישום מתוקן, שגובש במסגרת הסדר דיוני, בעבירה של נשיאה והובלת נשק, אביזר נשק ותחמושת, לפי סעיף 144 (ב) רישא וסיפא לחוק העונשין, התשל""ז-1977 [להלן: ""חוק העונשין""].",,,,,['כן'],,,,,,,,,,,,,,,,
"על פי עובדות כתב האישום המתוקן, שהה הנאשם, בשעת ערב, בטקס חינה לקראת חתונתם של בני זוג ביום 24/04/16.",,,,,,,,,,,,,,,,,,,,,
"כשהגיע לפינת רחוב סמוך, הרים את תת המקלע לכיוון השמיים, ביצע ""פריקה"" שלו בכך שדרך את תת המקלע, לחץ על הדק תת- המקלע וביצע נקירה.",,,,,,['תת-מקלע (סוג הנשק)'],,,,['על גופו'],,,"['ירי', 'ניסיון לירי']","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"מיד בהמשך, הלך הנאשם לכיוון צפון כשהוא נושא את תת המקלע בידו.",,,,,,['תת-מקלע (סוג הנשק)'],,,,['על גופו'],,,[],['נשק עם מחסנית בהכנס'],,,,,,,
"לאחר מכן, במהלך החינה, בשעה שאינה ידועה במדויק, פגש הנאשם בשכנו – רדואן סמארה (להלן: ""רדואן"") וביקש להתלוות לרדואן למכוניתו על מנת להגיע לביתו.",,,,,,,,,,,,,,['נשק עם מחסנית בהכנס'],[],,,,,,
"הנאשם ורדואן נכנסו למכונית, כאשר רדואן נהג ברכב והנאשם התיישב במושב שליד הנהג בעודו נושא עמו, בתוך תיק גב, את תת המקלע יחד עם שתי מחסניות ריקות וכפפה ובה 26 כדורים מסוג 9 מ""מ.",,,,,,"['תת מקלע (תמ""ק)']",,,,"['ברכב', 'על גופו', 'מוסלק - מוסתר']",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"רדואן החל בנסיעה על כביש מספר 24, באותה עת הבחינו שלושה שוטרים במכונית, והחלו בנסיעה אחריה בניידת משטרתית.",,,,,,,,,,,,,,,,,,,,,
"השוטרים כרזו למכונית לעצור, אך המכונית החלה להימלט מהניידת והנאשם זרק את התיק ובו תת המקלע, שתי המחסניות הריקות, הכפפה ו-26 כדורים מחוץ לחלון המכונית.",,,,,,['תת מקלע (תת-מקלע)'],,,,['ברכב'],,,['ניסיון לירי'],"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"מיד ובסמוך לאחר מכן, תפסו השוטרים את התיק והכפפה.",,,,,,,,,,,,,,,[],,,,,,
"בהתאם להסדר הדיוני, נשלח הנאשם לקבלת תסקיר בעניינו ממנו למדתי, כי המדובר בגבר כבן 24 שנים, אשר נישא כשבוע לפני מעצרו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
