text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ע""י ב""כ עוה""ד קרין שטרית- לשכת תביעות פתח תקווה",,,,,,,,,,,,,,,,,
"ע""י ב""כ עוה""ד אמיר ברכה",,,,,,,,,,,,,,,,,
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  144, 144(א)",,,,,,,,,,,,,,,,,
"על פי עובדות כתב האישום המתוקן, בתאריך 12.1.20 בשעה 11:30 או בסמוך לכך, החזיק הנאשם בביתו סם מסוכן מסוג קנאביס שהונח על שולחן בסלון הבית במשקל 101.81 גרם נטו וסם מסוכן מסוג קנאביס שהוחזק בארון המטבח בבית במשקל 17.25 גרם נטו.",,,,,,,,,,,,,,,,,
"בנוסף, במועד האמור ובנסיבות המתוארות, החזיק הנאשם באחד מחדרי הבית אביזר נשק בדמות 2 מחסניות M16, אשר בתוך אחת מהן  קליעים בקוטר 5.56 מ""מ.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['בבית'],,,[],['רובה סער (Assault Rifle)'],,,,,,,,
"בהתאם לעובדות כתב האישום בתיק המצורף, ביום 23.3.20 בשעה 15:15 הגיעו שוטרים לדירת הנאשם.",,,,,,,,,,,,,,,,,
"באותן הנסיבות החזיק הנאשם בדירה, על השולחן בסלון, סם מסוכן מסוג קנאביס בתוך צנצנת במשקל 14.01 גרם נטו.",,,,,,,,,,,,,,,,,
במטבח בארון תחתון סם מסוכן מסוג קנאביס בתוך צנצנת במסקל 115.92 גרם נטו.,,,,,,,,,,,,,,,,,
"במסגרת הסדר הטיעון, הופנה הנאשם לבקשת ההגנה לעריכת תסקיר שירות המבחן בעניינו ואילו המאשימה הצהירה כי עמדתה למאסר בדרך של עבודות שירות.",,,,,,,,,,,,,,,,,
"בתסקיר שהוגש מתאריך 6.7.22 מתואר כי הנאשם כבן 32, רווק, עובד בתחום שיווק דיגיטלי כעצמאי, סובל מבעיה רפואית מולדת ולו רישיון לשימוש בקנאביס רפואי אשר תוקפו פג בתאריך 18.12.21.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"מגיליון רישומו הפלילי עולה כי למעט העבירות נשוא תיקים אלו, לא פתוחים נגדו תיקים נוספים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,,,,
"כמו כן, הנאשם לקח אחריות על ביצוע העבירות, אולם שלל נזקקות טיפולית במצבו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
לאור עמדה זו לא נוצר בפני שירות המבחן פתח להתערבות והם לא באו בהמלצה טיפולית בעניינו.,,,,,,,,,,,,,,,,,
"ב""כ המאשימה, עו""ד קרין שטרית, הצביעה על הערכים המוגנים שנפגעו כתוצאה ממעשיו של הנאשם ועתרה למתחם ענישה הנע בין 6 ל-18 חודשי מאסר בפועל.",,,,,,,,,,,,,,,,,
ציינה כי לחובת הנאשם הרשעה משנת 2013 בגין עבירות אלימות ורכוש.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,,,,
הפנתה לאמור בתסקיר וטענה כי הנאשם שלל נזקקות טיפולית מאחר וסבור שאינו מאופיין בדפוסים עבריינים או התמכרותיים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בסיכומו של דבר, עתרה ל- 8 חודשי מאסר בדרך של עבודות שירות, לצד מאסר על תנאי וקנס.",,,,,,,,,,,,,,,[],['הנאשם קיבל 8 חודשי מאסר על תנאי'],[]
"מנגד, ב""כ הנאשם, עו""ד אמיר ברכה, טען כי המאשימה התבססה על פסיקה שאינה רלוונטית בנסיבותיה לענייננו.",,,,,,,,,,,,,,,,,
