text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  6, 36א(ב)",,,,,,,,,,,,,,
"בעקבות הסדר טיעון שנעשה בין הצדדים, הוגש לבית המשפט כתב אישום מתוקן, והנאשם הודה בעובדות המפורטות בו, והורשע על פי הודאתו, ועתה אני בא לגזור את דינו.",,,,,,,,,,,['כן'],,,
"בכתב האישום המתוקן שהוגש נגד הנאשם, נטען כי בתאריך 3.12.2017 שכר הנאשם בית צמוד קרקע בישוב קיסריה, והחזיק בבית מתאריך 10.12.2017 ועד לתאריך 3.2.2020 (המועד בו הנאשם נעצר), וזאת תמורת דמי שכירות בסכום של כ- 12,000 ₪ לחודש.",,,,,,,,,,,,,,
"במהלך התקופה בה הנאשם החזיק בבית, הנאשם ואדם אחר, שזהותו אינה ידועה למאשימה, גידלו בבית סם מסוכן מסוג קנבוס, ללא רישיון כחוק, ושלא לצריכתם העצמית.",,,,,['קנביס'],,,,,,,,,
"לצורך גידול הקנבוס, הנאשם והאחר ציידו את הבית ב- 6 מזגני אוויר, 4 מפוחים בינוניים, 4 מסנני אוויר, 65 שנאים, 73 מנורות, מאוורר גדול ומשקל.",,,,,,,,['כן'],,,,,,
"בתאריך 3.2.2020 בעת שנעשה חיפוש בבית, נמצאו בו 612 שתילי קנבוס, במשקל כולל של כ- 90 ק""ג נטו.",,,,,['קנביס (קנביס)'],"['[90 - ק""ג]']",,['לא'],,,,,,
"נטען כי הנאשם נטל וצרך חשמל, שלא היה זכאי לו, בסכום כולל של כ- 213,000 ₪.",,,,,,,,,,,,,,
לחובת הנאשם שלוש הרשעות קודמות במספר עבירות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בתסקיר שהוגש סקרה קצינת המבחן את נסיבותיו האישיות של הנאשם.,,,,,,,,,,,,,,
"מתסקיר המבחן עולה, שהנאשם התמכר להימורים ונקלע לחובות כבדים, לרבות חובות בגין הלוואות שנטל בשוק האפור.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לפני קצינת המבחן טען הנאשם, כי חש איום מצד גורמי השוק האפור להם היה חייב כסף, ועל כן בתמורה להתחייבותם שלא לפגוע במשפחתו שכר עבורם, ובמימונם, את הבית בקיסריה, לשם גידול שתילי הקנבוס.",,,,,,,,,,,,,,
"קצינת המבחן הוסיפה, כי הנאשם רשום ברשימת המתנה לקליטה במרכז יום לטיפול בנפגעי התמכרויות, ועל כן ביקשה לדחות את מועד שמיעת הטיעונים לעונש לחודש ספטמבר 2021, בקשה שנדחתה על ידי בהחלטה מתאריך 5.4.2021, שניתנה לאחר שמיעת טענות באי כוח הצדדים.",,,,,,,,,,,,,,
"באות כוח המאשימה טענו לחומרת העבירות שבוצעו על ידי הנאשם, וצטטו הפסיקה המורה כי יש להחמיר בעניינם של אלה העוסקים בגידול סמים מסוכנים.",,,,,,,,,,,,,,
"באות כוח המאשימה ציינו, כי מדובר בתקופה ארוכה בה הנאשם גידל סמים מסוכנים (כשנתיים וחודשיים).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לעומת טענות באות כוח המאשימה, טען בא כוח הנאשם, כי הנאשם הודה בעבירות המיוחסות לו ונטל אחריות על ביצוען.",,,,,,,,,,['כן'],['כן'],,,
"בא כוח הנאשם הוסיף ועמד על כך, שאף בכתב האישום צויין, כי הנאשם החזיק בבית ששכר ביחד עם אדם אחר שזהותו אינה ידועה, והוסיף וטען, כי בשל החובות הגדולים אליהם נקלע הנאשם, בעקבות התמכרותו להימורים, הוא נאלץ לשכור את הבית עבור אנשים אחרים שגידלו בו סמים מסוכנים, ולמעשה הנאשם היה ""קוף"" (כלשון בא כוח הנאשם, ולא כלשוני שלי) שהוצב לעמוד בחזית, מבלי שהיה לו קשר לגידול הסמים המסוכנים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עוד הוסיף בא כוח הנאשם והתייחס למצבם הבריאותי של הנאשם אשתו וקרובי משפחה אחרים, ולטענתו יש להטיל על הנאשם עונש הנותן לנאשם תקווה לשיקום.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
