text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
16 מאי 2013,,,,,,,,,,,,,,,,,
באמצעות פרקליטות מחוז חיפה – פלילי,,,,,,,,,,,,,,,,,
"ע""י ב""כ עוה""ד ערן בר",,,,,,,,,,,,,,,,,
- נ ג ד -,,,,,,,,,,,,,,,,,
חסן עזב (בן רפיק),,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"ע""י ב""כ עוה""ד עלאא עתאמנה",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40ג.(א), 40ו., 40ז, 40ט., 144 (ב), 192, 413ה",,,,,,,,,,,,,,,,,
"* עצם השגת נשק ""בלתי חוקי"" ונשיאתו בציבור על-ידי אדם בלתי מורשה מסָכּנים, סיכון ממשי את שלום הציבור ובטחונו ועל כן, ככל שעסקינן בעבירות בנשק, ייסוגו נסיבותיו האישיות של נאשם מפני שיקולים של אינטרס הציבור.",,,,,,,,,,,,,,,,,
* עונשין – ענישה – מדיניות ענישה: עבירות נשק,,,,,,,,,,,,,,,,,
"בית המשפט נדרש לגזור את דינו הנאשם שהורשע במסגרת הסדר טיעון בביצוע העבירות שיוחסו לו, כדלקמן: נשיאת נשק ותחמושת, איומים וחבלה במזיד לרכב.",,,,,,,,,,,,,,['כן'],,,
בית המשפט פסק כלהלן:,,,,,,,,,,,,,,,,,
"במסגרת הענישה, יש ליתן משקל בכורה לאינטרס הציבורי ולהגנה על הציבור, בשל הסכנה הרבה הנשקפת מעבירות אלה לחיי אדם וביטחון הציבור, ואף לצורך בהרתעת עבריינים מלבצע עבירות דומות, בשים לב לפוטנציאל הקטלני הגלום בעצם השימוש בנשק.",,,,,,,,,,,,,,,,,
"החזקת נשק או נשיאתו ללא רישיון, גם על ידי מי שאין לחובתו הרשעות קודמות, מחייבת הטלת עונש מאסר בפועל מאחורי סורג ובריח וזאת, הן בשל הפוטנציאל הטמון בהחזקת נשק שלא כדין והן בשל הצורך בהרתעה",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עצם השגת נשק ""בלתי חוקי"" ונשיאתו בציבור על-ידי אדם בלתי מורשה מסָכּנים, סיכון ממשי את שלום הציבור ובטחונו ועל כן, ככל שעסקינן בעבירות בנשק, ייסוגו נסיבותיו האישיות של נאשם מפני שיקולים של אינטרס הציבור.",,,,,,,,,,,,,,,,,
"על אחת כמה וכמה יש להחמיר עם מי שלא רק מחזיק או נושא נשק, אלא אף עושה בו שימוש, בירי מספר כדורים באזור מגורים צפוף.",,,,,,,,,,['ירי'],,,,,,,
ודוק.,,,,,,,,,,,,,,,,,
"רק כדור אחד ירה הנאשם ""באויר"" ומבין שאר הכדורים שירה, אחד פגע ברכב ובנס ניצלו היושבים בו, לרבות קטין, מפגיעתם.",,,,,,,,,,"['ירי', 'ניסיון לירי']",,,,,,,
"אין מדובר במקרה ספונטאני כי אם במעשה מתוכנן, כאשר הנאשם הגיע אל המקום בו היה המתלונן כשהוא מצויד בנשק חם, ביקש ממנו לצאת מן המקום ואז החל לאיים עליו כי ""ישחט את ילדיו"" וירה באוויר.",,,,,[],[],,[],,"['ירי', 'ניסיון לירי']",,,,,,,
"גם כשהחל המתלונן להימלט, המשיך הנאשם לירות מספר כדורים נוספים.",,,,,,,,,,"['ירי', 'ניסיון לירי']",,,,,,,
"מתחם העונש ההולם בעבירות הנשק בהן הורשע הנאשם, על נסיבות ביצוען, נע בין 15 חודשי מאסר ל – 4 שנות מאסר בפועל.",,,,,,,,,,,,,,,['הנאשם קיבל 15 חודשי מאסר בפועל'],[],[]
"ביום 5.12.12 הגיעו הצדדים להסדר טיעון, במסגרתו הוגש כתב אישום מתוקן (ט/1) והנאשם הורשע בביצוע העבירות שיוחסו לו, כדלקמן: נשיאת נשק ותחמושת – עבירה לפי סעיפים 144 (ב) רישא +סיפא לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין""), איומים – עבירה לפי סעיף 192 לחוק העונשין וחבלה במזיד לרכב – עבירה לפי סעיף 413ה לחוק העונשין.",,,,,,,,,,,,,,['כן'],,,
הסדר הטיעון לא כלל הסכמה לעניין העונש.,,,,,,,,,,,,,,,,,
"על פי עובדות כתב האישום המתוקן, ביום 22.7.12 סמוך לשעה 19.00, בכפר קרע, נשא הנאשם בלא רשות על פי דין אקדח ובו מחסנית שהכילה כדורים (להלן: ""הנשק"").",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['על גופו'],,,['מאחר'],['אקדח'],[],,,,,,,
"בעוד הנאשם נושא את הנשק, קרא לאברהים גהגאה (להלן: ""המתלונן"") לצאת מהקיוסק של משפחת זייד בכפר קרע, והחל לקללו.",,,,,['על גופו'],,,[],,,,,,,,,
"משיצא המתלונן מהקיוסק, איים עליו הנאשם כי ישחט את ילדיו וירה כדור אחד באוויר.",,,,,[],,,,,"['ירי', 'ניסיון לירי']",,,,,,,
"המתלונן החל לברוח והנאשם רדף אחריו בתוך שכונת מגורים, תוך שהוא מוסיף ויורה מספר כדורים, בכוונה להפחידו או להקניטו, עד שהגיע המתלונן אל ביתו.",,,,,[],[],,,,"['ירי', 'ניסיון לירי']",,,,,,,
"כתוצאה מהירי נפגע רכב ""האמר"", מ.ר. 8779961 (להלן: ""הרכב""), אשר עמד בסמוך לנתיב בריחתו של המתלונן, שמשתו האחורית התנפצה, וזאת כאשר ברכב שהו שני אנשים ובהם קטין בן 12.",,,,,,,,,,['ירי'],,,,,,,
האקדח שהחזיק הנאשם הינו כלי נשק שסוגל לירות כדור או קליע שבכוחו להמית אדם.,,,,,,[],,[],['אקדח'],"['ירי', 'ניסיון לירי']",,,,,,,
כדורי האקדח והמחסנית שהחזיק הנאשם הינם תחמושת ואביזר של כלי נשק שבכוחו להמית אדם.,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,[],['אקדח'],,,,,,,,
"לסיכום נטען, כי במעשיו נשא הנאשם נשק ותחמושת, בלא רשות על פי דין לנשיאתם, איים על המתלונן בפגיעה בגופו במילים ובירי, בכוונה להפחידו או להקניטו, וכן פגע במזיד ברכב.",,,,,,[],,['מאחר'],,['ירי'],,,,,,,
"מהתסקיר עולה כי הנאשם בן 31, רווק, עומד לפני אירוסים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
מזה כשנתיים יש ברשותו מוסך וקיוסק בסמוך לבית מגוריו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עם שחרורו ממעצר, לאחר תקופה של כחודש ימים, היה נתון במעצר בית בהרחקה מביתו (כ -4 חודשים) וכעת הוא שוהה בתנאים מגבילים בביתו והותר לו להמשיך לעבוד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לדברי הנאשם, למד במשך 13 שנים במגמת מכונאות בבית הספר בערערה, בהמשך חייו השלים קורס מכונאות מתקדם ב""מכללת עתיד"" ועבד במספר מוסכים עד שפתח מוסך משלו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הנאשם הוא הבן הבכור מבין 7 אחים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
