feature_key,text,extraction
GENERAL_CIRCUM,"לנאשם הרשעה קודמת בעבירת איומים מיום 3/2/05, בגינה נידון ל- 60 ימי מאסר לריצוי בעבודות שירות, ולמאסר על תנאי.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"קצינת המבחן סקרה את נסיבותיו האישיות של הנאשם, תושב סחנין בן 29, נשוי, ועבד בבניין.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם השוהה כיום בתנאי מעצר בית כמעט מלא, הביע בפני קצינת המבחן מצוקה רגשית נוכח תנאי מעצרו, והדגיש את ההתדרדרות במצבו הכלכלי עקב חוסר יכולתו להשתלב בשוק העבודה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם ציין כי משפחתו מנהלת אורח חיים נורמטיבי, ללא הסתבכות בפלילים, והוא זוכה  לתמיכה כלכלית ורגשית מצד הוריו, נוכח היותו נתון במשבר.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"לדבריו, על רקע סכסוך בין המתלונן לאחיו, הותקף האחרון על ידי אנשים הקרובים למתלונן, ואושפז בבית חולים, ומשפחתו סבלה איומים מתמשכים מצדו של המתלונן כלפי אחיו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם שיתף את חברו ג'בארין בכעסו כלפי המתלונן, ובנסיבות אלו החליטו השניים ללכת לחצר ביתו של המתלונן.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"כאשר שמע הנאשם את היריות וראה את האקדח, ברח לדבריו מהמקום והביע בפני שותפו טרוניה על אופי התנהלותו, ואת פחדיו להסתבך עם גורמי החוק.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הוא ביקש להשתלב בהליך טיפולי במסגרת שירות המבחן, ואמר כי ההליך הפלילי הרתיע אותו מפני ביצוע עבירות דומות בעתיד.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,מעיון בגיליון הרישום הפלילי עולה כי לנאשם הרשעה קודמת בגין עבירת איומים משנת 04'.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"קצינת המבחן, אשר התייחסה להרשעתו הקודמת של הנאשם, התרשמה כי ניהל לרוב אורח חיים נורמטיבי, במשפחה שתמכה בו, ללא קיומם של דפוסים עבריינים מושרשים, גילה יכולת וורבלית גבוהה ויכולות קוגניטיביות תקינות, וכי כיום הוא נעדר יציבות במישור התעסוקתי.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
