,case,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,RESPO-predicted,REGRET-predicted,CIR_USE-predicted,CIR_TYPE_WEP-predicted,CIR_STATUS_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted,_HELD_WAY_WEP-predicted
0,,"חליל בן סלימאן אלבלוי
ע""י ב""כ עו""ד נועם אליגון ועו""ד ארז שלו",,0.9994540667165033,,,,,,,,,,,,,,,,
1,,"חוק העונשין, תשל""ז-1977: סע'  144(א), 144(ב), 186, פרק ח'",,0.9997710869201741,,,,,,,,,,,,,,,,
2,,* גזר דין בעניינו של נאשם שהורשע בגין עבירות של אחזקת נשק ותחמושת.,,0.9993244856762428,,,,,,,,,,,,,,,,
3,,"בית המשפט הטיל על הנאשם 20 חודשי מאסר בפועל, לצד ענישה נלווית.",,0.001343473245377303,0.02199136276365276,0.007059246069219272,0.003732227396331409,0.032955244496184415,,,,,,,,,,,,
4,,* עונשין – ענישה – מדיניות ענישה: החזקת נשק,,0.9996156424173359,,,,,,,,,,,,,,,,
5,,"הנאשם נותן את הדין בגין עבירות של אחזקת נשק ותחמושת, בניגוד לסעיף 144(א) רישא וסיפא לחוק העונשין, תשל""ז-1977.",,0.9993689335226408,,,,,,,,,,,,,,,,
6,,"בית המשפט גזר את דינו של הנאשם, ופסק כלהלן:",,0.9994589435818714,,,,,,,,,,,,,,,,
7,,"בכל הנוגע לאחזקת נשק אוטומטי, מסוג רובה סער, המתחם הנוהג כיום הוא בין 18 – 36 חודשי מאסר בפועל.",,0.0023765255216690066,0.012413132650470005,0.10726178964838351,0.028630360984849123,0.02803340248271288,,,,,,,,,,,,
8,,בנוגע לאחזקת תחמושת בכמות כפי שהוחזקה כאן (2 מחסניות עם כדורים) – עד 6 חודשי מאסר בפועל.,,0.0025747773400184326,0.09535935759798829,0.01158840842568255,0.10933086393183067,0.01961672049678811,,,,,,,,,,,,
9,,"אשר למתחם הענישה הכולל בתיק זה, בגין האירוע כולו, כלומר הן החזקת רובה הסער והן החזקת התחמושת – יועמד המתחם בין 20 ועד 40 חודשים מאסר בפועל.",,0.004769347746413522,0.029193636668609142,0.0102468556947973,0.013831816032049318,0.07371151086730693,,,,,,,,,,,,
10,,"מכלול הנתונים שהוצגו, לרבות העובדה, כי הנאשם נתפס, זמן לא רב לפני הסתבכותו בעבירה דנן, מחזיק נשק קר, נשפט, בין היתר, לעונש מאסר מותנה והדבר לא הרתיעו – מצביעים לכיוון ענישה, שאינה על הרף הנמוך של המתחם.",,0.002150094700402295,0.011648524908332387,0.4452978531971248,0.019777474437950627,0.740142035494225,0.18569496538756078,0.5282963423281294,,,,,,,,,,
