text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
"בפני כבוד השופט הבכיר, צבי סגל – אב""ד, והשופטים משה דרורי ומשה יועד הכהן",1.5714691e-05,5.206468e-06,9.368913e-06,3.3591892e-05,4.9069386e-06,3.060165e-06,5.3610215e-06,2.3157249e-05,2.3558772e-05,2.4316885e-05,0.00031462059,4.972947e-05,0.00028876003,2.5964757e-06
"ע""י ב""כ עו""ד שגיא אופיר",1.0667182e-05,5.7250427e-06,9.630115e-06,3.751533e-05,5.614905e-06,3.4589102e-06,6.4362507e-06,3.1683463e-05,2.5384934e-05,2.023565e-05,0.00038963527,5.1515213e-05,0.00029128895,2.2455508e-06
מפרקליטות מחוז ירושלים (פלילי),1.6641672e-05,5.6598337e-06,9.578768e-06,5.2183048e-05,6.059947e-06,3.2669238e-06,7.569196e-06,3.686399e-05,2.4437306e-05,2.1846434e-05,0.00023527419,4.8202935e-05,0.00022688712,2.38177e-06
יעקב ג'ק איוון טייטל (עציר),1.7514061e-05,5.4701995e-06,9.417663e-06,5.404231e-05,6.048226e-06,5.634973e-06,0.00013693694,0.0022384704,0.00020575772,0.00056284614,0.00026961177,4.8157766e-05,0.00029291477,2.3444438e-06
"ע""י ב""כ עו""ד אשר אוחיון, עו""ד מיכאל עירוני",1.09298635e-05,5.4495595e-06,9.502394e-06,3.4409364e-05,5.2795535e-06,3.0344345e-06,6.247672e-06,2.2918435e-05,2.5345309e-05,2.1285818e-05,0.00029817643,5.1528434e-05,0.00042777823,2.3367895e-06
"ש""ז פלר, יסודות בדיני עונשין (כרך א, תשמ""ד)",1.5846901e-05,5.250286e-06,9.56617e-06,4.432611e-05,5.585765e-06,4.942162e-06,6.274918e-06,6.411843e-05,2.147954e-05,1.9120911e-05,0.0003815719,5.0749917e-05,0.0004026537,2.637651e-06
"א' כרמי, בריאות ומשפט (2003)",1.31538e-05,5.531868e-06,9.462064e-06,5.313311e-05,5.2074365e-06,4.213557e-06,5.4403836e-06,0.00011260747,2.3230792e-05,2.299563e-05,0.0003398557,5.907595e-05,0.0003244643,2.3394653e-06
"חוק העונשין, תשל""ז-1977: סע'  34(ח), 34ח, 40א, 40ב, 40ג, 40ג(א), 40ג(ב), 40ד, 40ה, 40ו, 40ז, 40ח, 40ט, 40ט(א), 40ט(א)(1), 40ט(א)(10), 40ט(א)(2), 40ט(א)(3), 40ט(א)(4), 40ט(א)(5), 40ט(א)(6), 40ט(א)(7), 40ט(א)(8), 40ט(ב), 40י, 144(א), 144 (ב2), 144ד2, 300(א)(2), 300א, 300 א(א), 305(1), 329, 329(א), 329(א)(5), 40טו, 40יא, 40יא(10), 40יא(11), 40יא(2), 40יא(3), 40יא(4), 40יא(5), 40יא(6), 40יא(7), 40יא(8), 40יא(9), 40יב, 40יג, 40יג(א), 40יג(ב), 40יג(ג), 40יד, א'1, פרק א'1",4.232593e-05,5.219344e-06,9.299161e-06,0.0002657317,1.0525106e-05,2.5603696e-05,0.00018330086,0.008076128,3.2132248e-05,5.2961623e-05,0.0008811018,0.00069375976,0.002140078,9.254661e-06
"אסף טויב, ""ענישה מופחתת ברצח -"", הפרקליט, כרך מח 214",1.5244098e-05,5.151448e-06,9.463851e-06,5.037517e-05,5.4051916e-06,7.1067266e-06,6.647654e-06,2.7587655e-05,2.0845118e-05,0.00012669813,0.00030746008,6.486887e-05,0.0004095425,2.752717e-06
"כנגד הנאשם הוגש כתב אישום בגין עבירות אלימות קשות ובהן: שני מעשי רצח, ניסיון לרצח, חבלה בכוונה מחמירה, והסתה לאלימות.",7.422668e-06,5.200493e-06,9.48228e-06,4.6869893e-05,5.072898e-06,0.99908614,9.085369e-06,0.8377062,2.0942174e-05,0.99997675,0.00020843226,7.989647e-05,0.0010442138,1.0232327e-05
