text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
סעיד אבו שחאדה (עציר),,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  ו40 ה', 40ד', 40ט', 144(א), 40יא'",,,,,,,,,,,,,,,,,
"הנאשם הודה בעבירות המיוחסות לו בכתב האישום ממנו עולה כי בתאריך 24.09.22 בשעה 21:00 או בסמוך לכך, בביתו של הנאשם שבערערה, בחיפוש שנערך כדין במקום על ידי שוטרים, נמצא הנאשם כשהוא מחזיק בחדר השינה, מתחת לשמיכה במיטה של אחותו, בנשק מסוג אקדח חצי אוטומטי cz מספר סידורי p5898  שיש בכוחו לירות כדור ובכוחו להמית אדם (להלן: ""הנשק""), כשהוא טעון במחסנית תואמת המכילה 14 כדורי תחמושת בקוטר 9 מ""מ (להלן: ""אביזר הנשק"" ו-""תחמושת""), וזאת בלא רשות על פי דין.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']","['בבית', 'מוסלק - מוסתר', 'סמוך לבית']",,,"['מאחר', 'מצא']","['אקדח סוג הנשק הוא אקדח, כפי שמתואר בכתב האישום: ""נשק מסוג אקדח חצי אוטומטי cz מספר סידורי p5898""']",[],,,,['כן'],,,
"על בסיס הודאתו, הורשע הנאשם בעבירות של החזקת נשק שלא כדין – עבירה לפי סעיף 144(א) רישא לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין"") והחזקת חלק של נשק או תחמושת – עבירה לפי סעיף 144 (א) סיפא לחוק העונשין.",,,,,,,,,,,,,,['כן'],,,
"לאחר הרשעתו ולבקשת בא כוחו הופנה הנאשם לשירות המבחן לקבלת תסקיר בעניינו ממנו עולה שהנאשם, כבן 23, רווק המתגורר עם משפחתו, סיים 12 שנות לימוד ללא תעודת בגרות ועוסק בתשתיות כבישים, נעדר עבר פלילי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם שיתף את שירות המבחן שהרקע לביצוע העבירות נובע כתוצאה מסכסוך בין שתי משפחות שכנות למשפחתו כאשר מתוך חשש לחיי משפחתו ועל מנת לקבל תחושת ביטחון, מחזיק הנאשם בנשק.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,['הגנה עצמית'],,,,,,,,,,,
שירות המבחן התרשם כי מדובר באדם צעיר שהתנהל עד כה באופן נורמטיבי אולם ככל הנראה מחזיק בעמדות מקלות כלפי אחזקת נשק בשל היבטים סביבתיים ותרבותיים ועל כן נשקף סיכון להישנות העבירות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
בנסיבות אלה לא הגיע שירות המבחן עם המלצה לחלופת ענישה שיש בה כדי להפחית את הסיכון.,,,,,,,,,,,,,,,,,
"בטיעוניה לעונש הגישה המאשימה את תמונות הנשק ומקום איתורו (ת/1) ועמדה על חומרת מעשיו של הנאשם ועל הערכים החברתיים שנפגעו, שלום הציבור ובטחונו.",,,,,,,,,,,,,,,,,
"המאשימה הדגישה כי מידת הפגיעה בערכים אלה איננה מסתכמת רק בנזק שאירע בפועל אלא גם בפוטנציאל של פגיעה בחפים מפשע וערעור בטחון הציבור והסדר החברתי, הנובע מאותן עבירות.",,,,,,,,,,,,,,,,,
