feature_key,text,extraction
GENERAL_CIRCUM,"הצדדים הסכימו כי הטיעון לעונש יהיה חופשי, אך בהיותו של הנאשם בן 19 עת בוצעה העבירה, התקיים לאחר שנתקבל  תסקיר של שירות המבחן בעניינו.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"שירות המבחן המליץ להטיל על הנאשם מאסר שיבוצע בעבודות שירות, נוכח העובדה כי מדובר בצעיר נעדר עבר פלילי, אשר מאסר בין כותלי הכלא עלול להשליך על המשך שירותו הצבאי.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"קצינת המבחן סקרה את נסיבותיו האישיות של הנאשם, בן 20 כיום, בן להורים גרושים, המתגורר אצל סבתו במעלות.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם עלה ארצה מרוסיה בשנת 96', ולאחר גירושי הוריו, נישאה אימו בשנית, ובשלב מסויים היגרה עם בעלה ובנה הצעיר מנישואיה אלה לקנדה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,הנאשם אינו בקשר עם אביו.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם החליט להישאר בארץ, חרף בקשת משפחתו כי יצטרף אליה, עקב תחושת מחויבותו להתגייס לצבא.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"טרם מעצרו שירת כחייל קרבי בחטיבת כפיר הצטייר כחייל ממושמע, ונמנע מהתנהגות אלימה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"טרם גיוסו לצבא, השתתף במרכז לנערים במעלות, שם הצטייר באור חיובי.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,לדבריו בילה עם חבריו ושתה אלכוהול.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,עוד הדגיש הנאשם כי אינו נוהג לצרוך אלכוהול באופן מופרז ושלל מעורבות טיפולית בהקשר זה.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"קצינת המבחן התרשמה כי לנאשם יש נטייה מסויימת להשליך את האחריות לעבירה על גורמים חיצוניים, ולצמצם את רמת אחריותו האישית, וכי הוא מתקשה לבחון לעומק את הנסיבות אשר עמדו בבסיס התנהגותו הפלילית.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,לצד זאת העריכה כי קיימת אצלו רמת מודעות גבוהה למשמעות העבירה ותוצאותיה.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הוא ביטא צער וחרטה ואף הביע חשש מההשלכות האפשרויות של ההליך המשפטי על חייו, ובמיוחד מאפשרות של פגיעה בהמשך שירותו.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"לדעתה, מדובר בבחור בעל תפקוד חיובי ותקין, המשדר בגרות ואחריות, ועל כן בלט הפער בין התנהגותו לאורך השנים להתנהגותו העולה מכתב האישום המתוקן.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"סמ""ר איליה גומון, שכן וחבר ילדות של הנאשם, ומי שערב לשחרורו, העיד על הנאשם כאדם טוב,  אחראי, נכון לעזור לחבריו ויודע לקחת אחריות.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"רב""ט בוגדן פוליושקין, חבר ילדות של הנאשם, ומי ששירת איתו ביחד בשירות הצבאי, מעיד כי הנאשם הינו אדם רגיל, חייכן ועוזר.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הוא החליט להישאר בארץ כדי לתרום ולהתגייס ליחידה קרבית, למרות שמשפחתו רצתה שיעזוב איתם את הארץ, הוא הודה, התחרט, וחלומו להמשיך ולשרת נשבר.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"סבתו של הנאשם ביקשה (ברוסית), כי בית משפט יתחשב בנאשם ויעזור לו לחזור לדרך הישר.","['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"כן העידה, כי הנאשם לקח את מעצר הבית באחריות, לא הפר אותו, עזר בבית ותמך בה אישית.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הסניגור ביקש להתחשב בנסיבותיו האישיות של הנאשם, בן ה-19 בעת ביצוע העבירה,  בחוזרו על האמור בתסקיר שפורט לעיל.","['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הוא הדגיש מחויבותו של הנאשם לשרת את המדינה בשירותו הצבאי, אשר בגינה לא הצטרף לאמו ולמשפחתו לפני שנתיים, בירידתם מן הארץ לקנדה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"לדבריו, עד לביצוע העבירה, הספיק הנאשם לשרת עשרה חודשים ביחידה הקרבית כפיר, והצטייר כחייל אחראי, ממושמע, השומר על הכללים ועל קשרים תקינים ביחידה, ונמנע מהתנהגות אלימה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"קצינת המבחן התרשמה מכנות דבריו, ולדידו של הסנגור, ניתן לראות את כי הנאשם התבייש במעשיו, מכך שנמנע מלספר לאימו אודות הסתבכותו בעבירה דנן.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הסניגור התייחס להתרשמותה החיובית של קצינת המבחן מהנאשם, אשר לא זקוק לדעתה להליך טיפולי, כאשר עצם פתיחת ההליך המשפטי נגדו היוותה  אקט מרתיע.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,עובדה זו מחזקת את הרושם שענייננו באדם שהיה מעורב במעידה חד פעמית.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"עובדה זאת מחזקת את הטענה שמדובר באדם אמין שהבין את משמעות מעשיו, ועל כן אף הותר לו לצאת לעיתים ולהשתתף באירועים חברתיים ומשפחתיים.","['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,לשאלת בית המשפט איך עלה בדעתי ללכת למלא בקבוקים בדלק ולזרוק אותם על אנשים – אני קולט את החומרה ואני יודע מה זה ועברתי את זה בצבא.,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,לשאלת בית המשפט - אמא שלי עזבה את הארץ לפני שנתיים – 3/7/11.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"נשארתי פה עוד ארבעה חודשים, טסתי איתם לקנדה לעזור להם להסתדר בבית.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"התברר כי  א.ל, שהיה קטין בעת ביצוע העבירה נידון למאסר על תנאי ולקנס, ואילו רוברט ופאר שהיו בני 19 ו- 21, נידונו למאסר בן ארבעה חודשים לריצוי בעבודות שירות, בכפוף לחוות דעת חיובית של הממונה על עבודות השירות ולקנס.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"עצם העובדה כי עברה יותר משעה מאז הויכוח בין הקבוצות, עד אשר יידו הנאשם וחבריו אבנים ובקבוקי תבערה לכיוון הקבוצה, מראה כי אין מדובר על מעשה ספונטני שנעשה מתוך להט רגעי, שגם לו אין הצדקה, אלא כי הנאשם וחבריו נתנו דרור למזימתם בעלת הפוטנציאל הקטלני, קשרו קשר לביצוע העבירה, עמלו והשקיעו בביצוע תוכניתם, ועשו פעולות רבות לצורך ביצועה, כמפורט לעיל.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"לקולא אני רואה לקחת בחשבון את נסיבותיו האישיות של הנאשם, שעלה מרוסיה בהיותו פעוט, שביצע את העבירה בהיותו חייל בודד וצעיר, בן להורים גרושים, אשר אמו, בעלה השני ואחיו הצעיר היגרו לקנדה, וחרף בקשותיהם בחר להישאר בארץ על מנת לשרת שירות צבאי קרבי ומשמעותי, ולהתגורר אצל סבתו.","['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם היה עצור למעלה מחודש, לראשונה בחייו, מעצר שהיווה עבורו גורם מרתיע ואף טראומטי, שיש בו כדי לסייע לו להציב לעצמו גבולות בעתיד.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"כמו כן, נתתי את הדעת להודייתו של הנאשם, בחור נורמטיבי שזו לו מעידתו הראשונה, הודייה אשר חסכה את המשך ניהלו של ההליך נגדו וכן את חרטתו הכנה.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"עוד ראוי לציין את התרשמותה החיובית של קצינת המבחן מהנאשם, לפיה מדובר בבחור חיובי, התורם לחברה, הלוקח אחריות על מעשיו, הפנים את חומרתם, ושהסיכוי להישנות עבירה שכזאת בעתיד היא נמוכה.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"(לא למותר לציין כי תיאוריה של קצינת המבחן דומים לאלה של חבריו של הנאשם שהעידו כעדי אופי, אם כי לא נעלם מעיני כי הם חבריו והעידו מטעמו).","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,לא למותר לציין כי הנאשם מוטרד בעיקר מהעובדה שמאסר בין כתלי הכלא עלול להשליך על המשך שירותו הצבאי.,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
