text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* בית המשפט גזר על הנאשם שהודה והורשע, במסגרת הסדר טיעון, בביצוע עבירות סמים עונש של מאסר על תנאי, קנס ופסילה מלהחזיק ברישיון נהיגה על תנאי.",[],['הנאשם קיבל מאסר על תנאי. אין מידע על מספר חודשי המאסר על תנאי'],[],,,,,,,,,,['כן'],
"הנאשם הודה והורשע, במסגרת הסדר טיעון, בכתב אישום מתוקן שייחס לו עבירות עסקה אחרת בסם, והחזקת סמים מסוכנים שלא לצריכה עצמית.",,,,,,,,,,,,,['כן'],
"לאור נתוניו החיוביים במהותם של הנאשם, ולאחר שהוחלט לא לבטל את הרשעתו, יש למקם את עונשו בתחתית המתחם שנקבע.",,,,,,,,,,,,,,
"הנאשם הודה והורשע, במסגרת הסדר טיעון, בכתב אישום מתוקן שייחס לו עבירות עסקה אחרת בסם - לפי סעיף 13 + 19א לפקודת הסמים המסוכנים (נוסח חדש), תשל""ג-1973 והחזקת סמים מסוכנים שלא לצריכה עצמית – לפי סעיף 7(א) + 7(ג) רישא לפקודת הסמים המסוכנים.",,,,,,,,,,,,,['כן'],
"בהמשך, העביר השוטר לנאשם 100 ₪, והנאשם החזיר לו שני שטרות של 20 ₪ כל אחד, תוך שאמר לו ""קח עליי האקסטה ב-60 ₪"" והעביר לשוטר כדור ""אקסטה"" המכיל סם מסוכן שזהותו וכמותו המדויקת אינם ידועים ל מאשימה.",,,,,,,"['הסוג הוא [MDMA], כי הטקסט מזכיר ""כדור \'אקסטה\' המכיל סם מסוכן שזהותו וכמותו המדויקת אינם ידועים למאשימה.""']",,['לא בעל הסמים'],,,,,
"בהמשך, משנעצר הנאשם, זרק מידיו נרתיק לבן שנתפס על ידי השוטרים ובתוכו נמצא 1.23 גרם של סם מסוכן מסוג קנבוס ו- 4.46 גרם של סם מסוכן מסוג חשיש, ועל גופו נמצא השטר בסך 100 ₪ שקיבל מהשוטר.",,,,,,,"['הסוגים של הסמים הם: [קנביס], [חשיש]']","['[1.23 - גרם], [4.46 - גרם]']","['לא בעל המעבדה, בעל הסמים']",,,,,
"ביום 7/7/17 הגיעו הצדדים להסדר טיעון לפיו כתב האישום תוקן, הנאשם הודה והורשע והופנה לקבלת תסקיר שרות המבחן, שיבחן, בין היתר, את שאלת ביטול הרשעתו.",,,,,,,,,,,,,['כן'],
"על פי התסקיר, הנאשם רווק בן 23, סיים 12 שנות לימוד, והציג מסמך המעיד על כך שנרשם להשלמת השכלה במרכז הלמידה בכפרו להשלמת בגרות.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הנאשם שירת שרות צבאי מלא.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם עובד כשכיר בחברת ""תיא עבודות טרומי"" וכן הנו בעל עסק פרטי להשכרת ציוד לחתונות שפתח בחודש יוני 2017.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם דיווח על  בריאות פיזית ונפשית תקינה, שיתף כי צורך אלכוהול באופן מזדמן בעיקר בנסיבות חברתיות ושלל שימוש בסם.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הנאשם ביצע בדיקת שתן שהעידה על ניקיון מסמים.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הנאשם מסר בפני שרות המבחן כי נחשף לראשונה לסמים במהלך מסיבת הטבע על רקע האווירה ששררה.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
שרות המבחן מסר כי הנאשם נעדר עבר פלילי.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"בהתייחסו לעבירות – מסר כי הגיע למסיבת הטבע יחד עם חבריו לשעבר מהצבא, וכי רכש את הסם לשימושו העצמי, אך בבילוי החליט כי אינו רוצה לעשות בו שימוש וניסה למכור אותו לסוכן הסמוי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,['לא בעל הסמים'],,,,,
"הנאשם מסר כי בעת אירוע העבירה היה תחת השפעת אלכוהול ואינו זוכר פרטים מדויקים על האירוע, אך ציין כי לא הייתה לו כוונה לסחור בסמים ושלל מניעים כלכליים בבסיס התנהגותו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם מסר כי התנהגותו בעבירה אינה מאפיינת את חייו ואת התנהלותו, ודיווח כי הוריו התקשו לקבלה שכן היא נוגדת את ערכיה של המשפחה.",,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
עוד מסר כי פעל ללא שיקול דעת לגבי השלכות מעשיו והוסיף כי פעל באופן אימפולסיבי כשרכש את הסם וגם כשמסר אותו לסוכן וכשהוא תחת השפעת אלכוהול.,,,,,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,,
