verdict,text,part
ME-17-01-620-279,"מדינת ישראל – באמצעות פמ""מ וע""י עו""ד שחף קליינמן שמעוני",כבוד השופטת  דנה מרשק מרום
ME-17-01-620-279,"לירון גיולה (עציר) – הובא וע""י עו""ד נוי",נגד
ME-17-01-620-279,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 13, 19א, 32",נגד
ME-17-01-620-279,"חוק העונשין, תשל""ז-1977: סע'  40ג(א), 40ט(א), 40יא'",נגד
ME-17-01-620-279,"הנאשם הורשע על יסוד הודאתו בעובדות כתב אישום מתוקן במסגרת הסדר טיעון שגובש בהליך גישור שיפוטי, בעבירות של יבוא סם מסוכן ללא היתר לפי סעיף 13 יחד עם סעיף 19א לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג – 1973 [להלן: ""פקודת הסמים""], ובהחזקת סם מסוכן שלא לשימוש עצמי לפי סעיף 7(א) + (ג) רישא לפקודת הסמים.",כתב-האישום
ME-17-01-620-279,"על-פי עובדות כתב-האישום המתוקן, ביום 14.12.16 יצא הנאשם את גבולות ישראל וטס לפריז.",כתב-האישום
ME-17-01-620-279,"ביום 20.12.16 בסמוך לשעה 17:42, הגיע הנאשם לישראל בטיסה מפריז, בעודו נושא עמו מזוודה ובה סם מסוכן מסוג קוקאין במשקל של 4.922.93 ק""ג.",כתב-האישום
ME-17-01-620-279,"במסגרת הסדר הטיעון הוסכם, כי התביעה תגביל עצמה לעתירה לעונש ראוי של 73 חודשי מאסר בפועל, לצד מאסר על תנאי וקנס, וההגנה תהיה רשאית לטעון באופן חופשי.",כתב-האישום
ME-17-01-620-279,"במסגרת ההסדר, הוסכם על שליחתו של הנאשם לקבלת תסקיר לעונש.",תסקיר שירות המבחן
ME-17-01-620-279,"מהתסקיר שנערך בחודש מרץ האחרון עולה, כי הנאשם כבן 30, יליד ברזיל, גרוש ונמצא בזוגיות עם גרושתו, המצויה בשלבי הריון מתקדמים, ולהם ילד כבן 6.",תסקיר שירות המבחן
ME-17-01-620-279,"טרם מעצרו התגורר עם גרושתו ובנו במשך כשלושה חודשים מאז חזרתו מדרום אפריקה, שם התגורר במשך כשלוש שנים.",תסקיר שירות המבחן
ME-17-01-620-279,הנאשם אומץ בברזיל על ידי בני זוג ישראלים בסמוך ללידתו והוא בנם היחיד.,תסקיר שירות המבחן
ME-17-01-620-279,"הוריו בשנות ה -70 לחייהם, מתגוררים באזור רמלה.",תסקיר שירות המבחן
ME-17-01-620-279,"אמו אינה עובדת, אביו זכאי לקצבת נכות מטעם המוסד לביטוח הלאומי בעקבות אירוע מוחי, והוא עובד באופן חלקי כירקן בשוק.",תסקיר שירות המבחן
ME-17-01-620-279,"אמו תוארה כדמות דואגת ואכפתית אשר לאורך השנים הקדישה את זמנה ומאמציה לגידול וטיפול בבנה, אך הוריו התקשו להוות עבורו דמויות סמכות מכוונות ומציבות גבול.",תסקיר שירות המבחן
ME-17-01-620-279,"הנאשם סיים 12 שנות לימוד במסגרת פרויקט ""היל""ה"" מטעם היחידה לקידום נוער.",תסקיר שירות המבחן
ME-17-01-620-279,"לאורך כל שנות לימודיו גילה קשיים רבים במסגרות החינוך, שבאו לידי ביטוי בקשיי הסתגלות, התנהגות אימפולסיבית, קשיים בוויסות עצמי ובמעורבות בפלילים.",תסקיר שירות המבחן
ME-17-01-620-279,"הנאשם לא גויס לצבא בשל מעורבותו בפלילים כנער, ומאז סיום לימודיו עבד באופן מזדמן והתקשה להתמיד לאורך זמן במסגרות תעסוקה.",תסקיר שירות המבחן
ME-17-01-620-279,הנאשם נישא לפני כ-7 שנים לאחר תקופת היכרות קצרה כשבת זוגו היתה בתחילת הריון.,תסקיר שירות המבחן
ME-17-01-620-279,"המערכת הזוגית תוארה כמורכבת כשברקע התנהגותו האלימה של הנאשם כלפי בת זוגו, בגינה ריצה תקופת מאסר בשנת 2013.",תסקיר שירות המבחן
ME-17-01-620-279,"לאחר שחרורו ממאסר בשנת 2014, עזב את הארץ והתגורר בדרום אפריקה במשך כשלוש שנים, שם עסק כעצמאי בעסקי זהב.",תסקיר שירות המבחן
ME-17-01-620-279,"הנאשם מסר, כי בתקופה זו התגרש מאשתו בהסכמתה, לא שמר על קשר עם בנו ולא עמד בתשלום דמי מזונות, והוריו שמרו על קשר רציף עם נכדם.",תסקיר שירות המבחן
ME-17-01-620-279,"בתקופת שהותו בחו""ל, התחזק הקשר עם גרושתו, ומאז חזרתו לישראל החליטו לשקם את מערכת היחסים הזוגית ביניהם.",תסקיר שירות המבחן
ME-17-01-620-279,"צוין, כי לנאשם עבר פלילי מכביד מאז היותו נער כבן 16, בין השנים 2004 ועד 2013, ולחובתו ביצוע עבירות אלימות, רכוש, תעבורה ואלמ""ב, והוא ריצה עונשי מאסר ממושכים.",תסקיר שירות המבחן
ME-17-01-620-279,"מהיכרות של שירות המבחן עם הנאשם בגין עבירת האלמ""ב, התרשם השירות מנאשם המאופיין בהתנהגות אימפולסיבית ותוקפנית, בעל קושי להיענות לגבולות ולסמכות, כשברקע מעורבות שולית ועבריינית ושימוש באלכוהול.",תסקיר שירות המבחן
ME-17-01-620-279,"בתחילת הקשר עם הנאשם במסגרת הליך המעצר בתיק זה, התרשם שירות המבחן כי הנאשם עסוק בהסברת התנהלותו מבלי להתייחס באופן כוללני יותר להתנהלותו העבריינית רבת השנים.",תסקיר שירות המבחן
ME-17-01-620-279,"עלה, כי הנאשם מחזיק בעמדות שוליות בכל הקשור להיענות לחוק ולסמכות, ממוקד בצרכיו, ובולט קושי לקחת בחשבון את פגיעתו והנזק שהסב למשפחתו ולעצמו.",תסקיר שירות המבחן
ME-17-01-620-279,"בהתייחסותו של הנאשם לביצוע העבירה תיאר, כי נקלע לחובות לגורמים עברייניים על רקע התמכרותו להימורים והתפרקות העסק שניהל בתחום היהלומים, והופעלו עליו לחצים מצד גורמים אלה, לרבות איומים קונקרטיים, שהופנו כלפיו וכלפי משפחתו.",תסקיר שירות המבחן
ME-17-01-620-279,"מסר, כי בשל תחושות מתח, מצוקה ואיום, ביצע את העבירה, כאשר הוא תופס את בחירותיו ככאלה שנכפו עליו.",תסקיר שירות המבחן
ME-17-01-620-279,הנאשם התייחס לדפוסי חשיבה והתנהגות מכשילים ולפגיעה שהסב לאורך השנים למשפחתו.,תסקיר שירות המבחן
ME-17-01-620-279,"תיאר קשר משמעותי עם גרושתו ועם בנו, וביטא רצון להוות דמות משמעותית עבור ילדיו.",תסקיר שירות המבחן
ME-17-01-620-279,מסר כי חש עייפות מאורח חיים שולי ועברייני וביטא רצון ומוטיבציה להליך טיפולי ייעודי בתחום הגמילה מהימורים במסגרת מאסרו.,תסקיר שירות המבחן
ME-17-01-620-279,"הנאשם דיווח, כי בזמן מעצרו  היה חלק מצוות הנושא באחריות לתפקוד האגף בו עצור, מצוי בקשר טיפולי קבוע עם עו""ס האגף, והשתלב בטיפול קבוצתי בתחום הזוגיות וקבוצת הורים בשיטת אדלר – אם כי סיכום טיפול מבית המעצר לא הועבר לשירות המבחן.",תסקיר שירות המבחן
ME-17-01-620-279,"בפער לדיווחים אלו עולה מהתסקיר, כי בחודש פברואר 2018 הועבר לבית סוהר אחר בשל התנהגות חסרת גבולות.",תסקיר שירות המבחן
ME-17-01-620-279,"מבית סוהר ""רימונים"" התקבל דיווח כי בדיקות השתן שמסר נקיות, וכיום אינו משולב בתעסוקה או בחינוך בשל אופי האגף.",תסקיר שירות המבחן
ME-17-01-620-279,"צוין, כי הנאשם מתקשה לשתף פעולה באופן מלא ומביע קושי ביצירת אמון, אך ניכר כי מביע מוטיבציה להשתלב בטיפול.",תסקיר שירות המבחן
ME-17-01-620-279,"לסיכום, שירות המבחן התרשם מאדם אשר מגיל צעיר חוזר ומסתבך עם החוק, מנהל אורח חיים שולי ועברייני ומאופיין בדפוסי התנהגות פורצי גבולות והתמכרות להימורים.",תסקיר שירות המבחן
ME-17-01-620-279,"לצד זאת, הביע תובנה לענישה הצפויה לו ומעוניין להשתלב בהליך טיפולי במסגרת המאסר וכן לרצות את עונשו במקום כליאה שיאפשר לו לשמור על קשר יציב עם ילדיו וגרושתו.",תסקיר שירות המבחן
ME-17-01-620-279,"לאור האמור, חומרת העבירות ועונש המאסר הצפוי, לא הומלץ על המשך מעורבות שירות המבחן.",תסקיר שירות המבחן
ME-17-01-620-279,"ב""כ המאשימה הגיש גליון רישום פלילי של הנאשם (ת/1) ממנו עולה, כי לחובת הנאשם 4 הרשעות ושני תיקים שהסתיימו ללא הרשעה מבתי משפט לנוער כשביצע עבירות רכוש.",ראיות לעונש
ME-17-01-620-279,"מנערותו בשנת 2004 ועד לשנת 2013, ביצע שלל עבירות רכוש, אלימות, שוד מזוין, תקיפת שוטר ואלמ""ב.",ראיות לעונש
ME-17-01-620-279,במשך השנים ריצה 4 מאסרים המסתכמים ב -  47 חודשי מאסר.,ראיות לעונש
ME-17-01-620-279,"הסניגור הגיש אסופת מסמכים (נ/1) העוסקת במצבה הרפואי של בת זוגו, ובין השאר כי עברה הפלה ביום 21.12.16 - יום לאחר שהנאשם נעצר.",ראיות לעונש
ME-17-01-620-279,"ב""כ המאשימה הזכירה, כי התביעה עותרת לעונש ראוי של 73 חודשי מאסר בפועל, מאסר על תנאי וקנס.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"לטענתה, נקודת המוצא בענישה של מי שהורשע ביבוא של סמים מסוכנים, במיוחד בכמויות נכבדות של קוקאין, היא ענישה מרתיעה הכוללת תקופות מאסר ממושכות.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"מדיניות ענישה זו ראויה גם בעניינם של בלדרים, הממלאים פונקציה חשובה במערך ההפצה.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"במסגרת נסיבות ביצוע העבירות הזכירה, כי במקרה זה היה תכנון מוקדם, שניתן להסיקו על רקע הסלקת הסמים במזוודה.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"הוסיפה, כי הנזק שהיה צפוי להיגרם מביצוע העבירה הוא גדול לאור סוג הסם וכמותו.","טיעוני ב""כ הצדדים"
