,verdict,text,part
0,SH-22-11-20743-796,"חוק העונשין, תשל""ז-1977: סע'  40ד', 40 ה', 40ט', 144(א), 144(ז), 40יא'","ש""ז פלר   יסודות בדיני עונשין "
1,SH-22-11-20743-796,"הנאשם הורשע על פי הודאתו בכתב אישום המייחס לו החזקת נשק שלא כדין – סעיף 144(א) רישא לחוק העונשין, התשל""ז-1977 והחזקת חלק של נשק ותחמושת – סעיף 144(א) סיפא לחוק העונשין.",גזר דין
2,SH-22-11-20743-796,"בתמצית, בתאריך 05.11.22 נמצא הנאשם מחזיק בסל מתחת לשולחן בסלון, בנשק מסוג זיגזאוור, שיש בכוחו לירות כדור ולהמית אדם.",גזר דין
3,SH-22-11-20743-796,"הנשק היה טעון במחסנית ובה 14 כדורי תחמושת מסוג 9 מ""מ.",גזר דין
4,SH-22-11-20743-796,הנאשם נעצר מתאריך 05.11.22 ועד לתאריך 01.02.23 מאחורי סורג ובריח.,גזר דין
5,SH-22-11-20743-796,כתב האישום כנגד הנאשם הוגש בחודש נובמבר 2022 והנאשם ביקש לדחות את המענה מפעם לפעם לשם הדברות עם המאשימה.,גזר דין
6,SH-22-11-20743-796,"בחודש מאי 2023 טען ב""כ הנאשם, על סמך חומר החקירה, שהנאשם הוא זה אשר הודיע למשטרה על הנשק שנמצא ברשותו ולכן מבוקש ביטול כתב האישום מחמת טענות של הגנה מן הצדק ואכיפה בררנית.",גזר דין
7,SH-22-11-20743-796,"בתאריך 11.12.23 בדיון הקראה שנערך, הסכימו הצדדים שהנאשם הוא זה שקרא לרכז המודיעין והסגיר את הנשק ובעקבות כך, הנאשם הודה בעובדות כתב האישום והורשע.",גזר דין
8,SH-22-11-20743-796,בתאריך 22.01.24 נשמעו טיעוני הצדדים לעונש.,גזר דין
9,SH-22-11-20743-796,המאשימה הגישה את טיעוניה בכתב (ת/1) וכן את תמונות האקדח והתחמושת (ת/2).,גזר דין
10,SH-22-11-20743-796,"בטיעוניה, הפנתה לפגיעה בערכים המוגנים של הגנה על חיי אדם והגנה על בטחון הציבור.",גזר דין
11,SH-22-11-20743-796,המאשימה טענה שעבירות הנשק הפכו למכת מדינה ואף שאין להן קורבן מוגדר הרי שפוטנציאל הנזק הטמון בהם גבוה בשל החשש לשימוש בנשק לשם ביצוע עבירות פליליות או ביטחוניות.,גזר דין
12,SH-22-11-20743-796,"המאשימה הפנתה לעובדות כתב האישום לפיהן הנשק, שהיה טעון ב-14 כדורים, הוחזק במקום נגיש בסלסלה בסלון הבית וכן לפסיקה בעבירות נשק.",גזר דין
13,SH-22-11-20743-796,"לאור האמור, ביקשה לקבוע מתחם ענישה בין 20 לבין 36 חודשי מאסר בפועל.",גזר דין
14,SH-22-11-20743-796,"לעניין קביעת העונש, המאשימה טענה שהנאשם נעדר הרשעות קודמות, הודה בהזדמנות הראשונה, לקח אחריות על מעשיו וחסך זמן שיפוטי יקר.",גזר דין
15,SH-22-11-20743-796,"בהתאם לכך, ביקשה להשית על הנאשם עונש ברף התחתון של המתחם דהיינו, 20 חודשי מאסר בפועל, מאסר על תנאי וקנס.",גזר דין
16,SH-22-11-20743-796,בא כוח הנאשם הדגיש שמדובר בנסיבות חריגות בהן הנאשם הוא זה שהתקשר לרכז המודיעין בתחנת המשטרה ואמר לו לבוא ולקחת את הנשק.,גזר דין
17,SH-22-11-20743-796,לנסיבות אלה יש לתת משקל רב שהרי זהו אינטרס המדינה לעודד את החזרות הנשק ועל רקע זה נערכים מבצעי איסוף במסגרתם המחזירים נשקים אינם נענשים.,גזר דין
18,SH-22-11-20743-796,"ככל שבמקרה זה יוטל עונש חמור על הנאשם אשר החזיר מרצונו את הנשק, יעבור מסר שלא כדאי להסגיר את הנשקים עד שלא יערך מבצע ועדיף להמשיך להחזיק בהם או לחלופין להעביר את הנשק למישהו אחר.",גזר דין
19,SH-22-11-20743-796,"בא כוח הנאשם הפנה למקרה אחר, דומה בנסיבותיו, בו המאשימה לא הגישה כתב אישום וכן למקרה אחר בו נגזר על הנאשם מאסר מותנה (נ/1).",גזר דין
20,SH-22-11-20743-796,"לאור האמור, ביקש להטיל על הנאשם מאסר מותנה בלבד.",גזר דין
21,SH-22-11-20743-796,"לאחר שמיעת הטיעונים, מצאתי לנכון להפנות את הנאשם אל הממונה על עבודות השירות שיבחן את שאלת כשירות הנאשם לבצע עבודות שירות ככל שכך יוחלט.",גזר דין
22,SH-22-11-20743-796,חוות דעת הממונה על עבודות השירות נתקבלה בתאריך 20.02.24 ובמסגרתה נמצא הנאשם כשיר לבצע עבודות שירות במועצה מקומית זמר.,גזר דין
23,SH-22-11-20743-796,"תיקון 113 לחוק העונשין, עיגן את הבניית שיקול הדעת השיפוטי והעניק מעמד בכורה לעיקרון ההלימה, היינו קיומו של יחס הולם בין חומרת מעשי העבירה, בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו.",דיון והכרעה
24,SH-22-11-20743-796,"בהתאם לתיקון לחוק, על בית המשפט לקבוע את מתחם העונש ההולם למעשי העבירות שביצע הנאשם.",דיון והכרעה
25,SH-22-11-20743-796,"לשם כך יתחשב בית המשפט בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה המפורטות בסעיף 40ט' לחוק העונשין.",דיון והכרעה
26,SH-22-11-20743-796,"לכשייקבע מתחם הענישה, יקבע בית המשפט את העונש המתאים, בתוך המתחם, אשר יוטל על הנאשם וזאת בהתחשב בנסיבות שאינן קשורות בביצוע העבירה המפורטות בסעיף 40יא' לחוק.",דיון והכרעה
27,SH-22-11-20743-796,בית המשפט רשאי לחרוג ממתחם העונש ההולם בשל שיקולי שיקום או הגנה על שלום הציבור לפי סעיפים 40ד' ו40 ה' לחוק.,דיון והכרעה
28,SH-22-11-20743-796,קביעת מתחם העונש ההולם,דיון והכרעה
29,SH-22-11-20743-796,"אין צורך להכביר מילים בדבר חומרת מעשיו של הנאשם, הערכים החברתיים שנפגעו ומידת הפגיעה בהם.",דיון והכרעה
30,SH-22-11-20743-796,"הנאשם במעשיו פגע בערכים חברתיים של שלום הציבור ובטחונו, הגנה על חיי אדם ועל הסדר הציבורי הואיל ונשק המוחזק שלא כדין עלול להביא לפגיעה בשלטון החוק ובנושאי שלטון החוק המבצעים את תפקידם.",דיון והכרעה
31,SH-22-11-20743-796,"פסיקת בתי המשפט, במיוחד בשנים האחרונות, מחמירה מאוד בעבירה של החזקת נשק שלא כדין נוכח התופעה החמורה והמסוכנת של החזקת נשק בידיים שאינן מורשות לכך.",דיון והכרעה
32,SH-22-11-20743-796,"החזקת נשק שלא כדין יש בה כדי להוביל, ואכן מובילה בפועל, למקרים חמורים של שימוש מסוכן בנשק משום שהנשק מגיע לידיים עברייניות, או משום שהנשק מגיע לידי מי שמנסים לפגוע בביטחונם ובשלומם של תושבי המדינה או משום תאונות שנגרמות כתוצאה מהשימוש בנשק.",דיון והכרעה
33,SH-22-11-20743-796,"ביהמ""ש העליון חזר והזכיר רק לאחרונה:",דיון והכרעה
34,SH-22-11-20743-796,"כאמור, בתי המשפט בכלל ובית המשפט העליון בראשם, קבעו מדיניות ענישה מחמירה ביחס לכל מי שעובר עבירות בנשק.",דיון והכרעה
35,SH-22-11-20743-796,מדיניות מחמירה זו הינה פועל יוצא של ריבוי המקרים שבהם נעשה שימוש בנשק המוחזק שלא כחוק המסכן חיי אדם.,דיון והכרעה
36,SH-22-11-20743-796,"בענייננו אין חולק על כך שהנאשם החזיק באקדח, טעון במחסנית ובתחמושת כמפורט בכתב האישום בסלון ביתו כאשר נסיבות אלו לבדן מצביעות על חומרת הפגיעה בערכים והנזק הפוטנציאלי.",דיון והכרעה
37,SH-22-11-20743-796,"עם זאת, בנסיבות בהן הנאשם, משיקוליו שלו, הוא זה אשר הסגיר את הנשק למשטרה ללא שלמשטרה היה מידע מודיעיני, סבורני שבמקרה זה, הפגיעה בערכים המוגנים נמוכה.",דיון והכרעה
38,SH-22-11-20743-796,המאשימה ביקשה לקבוע מתחם ענישה 20-36 חודשי מאסר בפועל בדומה למי שלא היה מסגיר את הנשק מרצונו שלו.,דיון והכרעה
39,SH-22-11-20743-796,"בעשותה כך, התעלמה למעשה מנסיבות המקרה, על אף שהצהירה שהנשק נתפס רק בשל הודעתו של הנאשם וללא כל מידע מודיעיני קודם.",דיון והכרעה
40,SH-22-11-20743-796,"מנגד, גם בקשת בא כוח הנאשם להימנע מעונש כליל איננה יכולה לעמוד שהרי הנאשם החזיק בנשק למשך זמן מה וכאמור, הנשק היה טעון ומוחזק במקום נגיש ורק בנס, לא בוצעה בנשק כל עבירה במתכוון או ברשלנות.",דיון והכרעה
41,SH-22-11-20743-796,"באשר לנסיבות שאינן קשורות לביצוע העבירות, מדובר בנאשם נטול הרשעות קודמות, הודה בעבירות המיוחסות לו בכתב האישום בהזדמנות הראשונה וחסך זמן שיפוטי יקר.",דיון והכרעה
42,SH-22-11-20743-796,"הנאשם מעולם לא נשא בעונש מאסר וחשיפתו לגורמים עבריינים, אפילו אם מדובר בתקופה קצרה, איננה אינטרס הציבור.",דיון והכרעה
43,SH-22-11-20743-796,הנאשם היה עצור מאחורי סורג ובריח למשך כשלושה חודשים כאשר ידוע שתנאי המעצר קשים הם מתנאי מאסר.,דיון והכרעה
44,SH-22-11-20743-796,"שיקול נוסף הוא שיקום המרחב הציבורי המדמם כתוצאה מעבירות נשק בלתי פוסקות והשימוש העברייני בנשק באמצעות הטלת ענישה מכבידה מאחור סורג ובריח, וודאי בעת האחרונה שעה שהאלימות בחברתנו גואה ולא פוסחת על אף מגזר.",דיון והכרעה
45,SH-22-11-20743-796,"עם זאת חשוב לבחון את מטרת המחוקק אשר מצא לנכון להחמיר בענישה, כך שאם נפנה לדברי ההסבר של התזכיר לתיקון לחוק העונשין, אשר לימים הוכר כתיקון 140 לחוק העונשין, נבחין בדברים הבאים:",דיון והכרעה
46,SH-22-11-20743-796,"הוועדה מצאה כי קיימים פערים במסגרת החוקית התומכת באכיפה כנגד עבירות אמל""ח, אשר מקשים על ביצוע פעולות אכיפה אפקטיביות ועל ענישה אפקטיבית, הנדרשות על מנת לשנות את הנורמות שנוצרו בכל הנוגע להחזקת נשק ולשימוש בנשק.",דיון והכרעה
47,SH-22-11-20743-796,"משכך כללה הוועדה במסגרת המלצותיה שורה של המלצות שמטרתן לטייב את האכיפה הפלילית בתחום, להעלות את רמת הענישה ובכך לחזק את אמון הציבור הערבי ברשויות האכיפה בפרט ובמדינת ישראל בכלל, כמובן לצד אמצעים נוספים כמפורט בדו""ח.",דיון והכרעה
48,SH-22-11-20743-796,"בין היתר המליצה הוועדה להחמיר את הענישה לגבי סחר בחלקי נשק ""מהותיים"", אשר נרכשים בנפרד ומשמשים לייצור עצמאי של כלי נשק באמצעות הרכבתם על ידי גורמי הפשיעה.",דיון והכרעה
49,SH-22-11-20743-796,[4],דיון והכרעה
