,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
0,ME-17-10-62597-895,"ע""י עו""ד נעמי לוינוב",,0.999536445152005,,,,,,,,,,,,,,,,,
1,ME-17-10-62597-895,"ע""י עו""ד ריאד סואעד",,0.9994725315365849,,,,,,,,,,,,,,,,,
2,ME-17-10-62597-895,"חוק העונשין, תשל""ז-1977: סע'  144(ב)",,0.999707455046023,,,,,,,,,,,,,,,,,
3,ME-17-10-62597-895,"הנאשם, יליד 23.2.1998, הורשע על סמך הודאתו בעובדות כתב אישום מתוקן בהסדר, בעבירה של נשיאת והובלת נשק על פי סעיף 144(ב) לחוק העונשין, התשל""ז-1977.",,0.000852544789942574,0.00010168258580969384,6.474717582980724e-07,0.0015992142054272879,0.9997367098155974,0.999619732309466,,,,,,1.2169248754831971e-05,1.3044720465798795e-05,,,,,
4,ME-17-10-62597-895,"ואלה המעשים: בחודש דצמבר 2016 יצא הנאשם מביתו שבלקיה אל מקום שמחוץ ליישוב כשהוא נושא עמו אקדח FN, מחסנית וכדורים, וזאת ללא רשות על פי דין (לציין, מלכתחילה יוחסה לנאשם מעורבות בפרשייה מורכבת ומסובכת יותר).",,0.001188073046822357,0.0002541212760066864,5.2843978790019225e-08,0.9998958973594871,1.8427114000882514e-05,,0.9998385742448185,1.8752486538582016e-05,1.078587602982776e-05,1.1257356433318776e-05,0.0031062985526770187,,,0.0001904180400497679,0.9263149945356862,0.2950682755062277,5.1092686193516286e-05,5.1092686193516286e-05
5,ME-17-10-62597-895,"הנאשם, בן למשפחה בת 10 נפשות, למד בבית ספר שש שנים, עובד לסירוגין בעסק משפחתי, רואה בעין אחת בלבד (בשנייה תותבת), ברישום הפלילי עבירה של הפרעה לשוטר במילוי תפקידו בהיותו נער.",,0.005657289889136731,0.00016288778672928178,0.9999091751041258,0.001426645216468261,1.9911247496704727e-05,,,,,,,,,,,,,
6,ME-17-10-62597-895,"שירות המבחן ציין כי הנאשם בן למשפחה נורמטיבית, נוטה להשפעה והיגררות, מתקשה להסביר מעורבותו בעבירה, ועל רקע זה נסקרו סיכויי השיקום והסיכון: מחד, גיל צעיר, רצון לתפקד, משתדל להימנע ממעורבות בפלילים; מאידך, ללא מסגרת תעסוקתית וחברתית מסודרת, נטייה לטשטוש ולהיגררות.",,0.0028717337466137817,0.00010381346502008917,0.9993267514247108,0.0016979172715561068,1.9484506217074388e-05,,,,,,,,,,,,,
7,ME-17-10-62597-895,"המלצת שירות המבחן הינה לעונש מתון של של""צ בהיקף 300 שעות ומאסר מותנה.",,0.00041619048854358356,0.004722798083601418,4.074847382428436e-08,0.0017340817200238658,1.8491700045186322e-05,,,,,,,,,,,,,
8,ME-17-10-62597-895,"ב""כ המאשימה טענה כי הערך המוגן אותו הפר הנאשם הוא שלום הציבור וביטחונו ונשיאת נשק שלא כדין, וכי הפסיקה העדכנית מחמירה בעבירות נשק והעמידה מתחם ענישה על 48-20 חודשי מאסר, ונוכח חומרת העבירה, מצבו של הנאשם והודאתו, יש למקמו בשליש התחתון של המתחם ולגזור 24 חודשי מאסר, מאסר על תנאי וקנס.",,0.010904657483333295,0.9955520400052228,4.8298252408784924e-08,0.0017855550071429456,4.0165920734082035e-05,,,,,,,,,,,,,
9,ME-17-10-62597-895,"ב""כ הנאשם טען כי מדובר באירוע מינורי השונה תכלית שינוי מהאירוע המורכב שתואר בכתב האישום ועל כן הפגיעה בערך החברתי המוגן מינורית אף היא.",,0.9994414245686499,,,,,,,,,,,,,,,,,
