feature_key,text,extraction
GENERAL_CIRCUM,"כחודש קודם לכן הגיע הסוכן אל מקום עבודתו של הנאשם, והנאשם ציין בפניו כי הוא מכירו והעביר לו את מספר הטלפון שלו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,המאשימה הגישה את גיליון המידע הפלילי בעניינו של הנאשם.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"מגיליון זה עולה כי הנאשם, כבן 33.5, הוא בעל שמונה הרשעות קודמות, בגין עבירות רכוש, אלימות ועוד, כאשר ההרשעה האחרונה הייתה בשנת 2022.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"בגין הרשעותיו אף ריצה הנאשם מספר תקופות מאסר, הארוכה מביניהן בת 48 חודשים.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"עם זאת, המעשים האחרונים בוצעו בשנת 2015.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"זו הביעה צער על מעשי הנאשם, וציינה כי מהיכרותה עמו הוא נגרר אחרי אחרים, וכי ברקע המעשים מצוי מצב כלכלי מורכב בשל הוצאות שנדרשו השניים להוציא על טיפולים רפואיים מסוימים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"עוד ציינה רעיית הנאשם כי בעקבות מעצרו ""כל החיים שלי נהרסו"", וגם הטיפולים נגדעו.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"בנוגע לנסיבות שאינן קשורות בביצוע העבירות ציינה המאשימה כי הנאשם הודה במסגרת הסדר הטיעון על כל המשתמע מכך, אולם לחומרה צוין עברו הפלילי, ונטען כי הוא מצדיק ליתן משקל לשיקולי הרתעת היחיד.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']"
GENERAL_CIRCUM,"מבחינת נסיבות הקשורות בביצוע העבירות טען בא כוח הנאשם, בין היתר, כי הנאשם היה טרוד בעמל יומו, והסוכן הוא זה שיצר עמו את הקשר הראשוני ויזם את העסקאות.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"נטען גם כי הנאשם ורעייתו היו במצב מורכב על רקע הטיפולים הרפואיים שעברו, ובשל כך גם מצבם הכלכלי היה בכי רע באופן שתרם לביצוע המעשים.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
