text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א)(ג), 13, 19א",0.00011579518,2.867461e-05,2.333277e-05,0.99998736,0.00037470134,0.0009833646,0.00051857403,0.02873865,0.0354652,0.00013784588,0.0018530188
פקודת התעבורה [נוסח חדש]: סע'  39א,8.93518e-05,2.8446639e-05,1.9697201e-05,9.084789e-06,0.00035524872,0.0007074552,0.00044547353,0.018428823,0.05216437,0.00010468164,0.00020993753
"הנאשם הודה בכתב האישום המתוקן (שתוקן בטרם מענה וללא במסגרת הסדר) בביצוע תשע עבירות סחר בסמים, לפי סעיפים 13 ו-19א לפקודת הסמים המסוכנים; החזקת סם שלא לצריכה עצמית לפי סעיפים 7(א)(ג) רישא לפקודה, ונהיגה בשכרות, לפי סעיף 39א לפקודת התעבורה.",0.00018164086,3.1708554e-05,0.9905376,9.156364e-06,0.021029364,0.01204724,0.011718595,0.0014641421,0.036536228,0.00017139757,0.99985147
"מהחלק הכללי של כתב האישום עולה, כי סוכנת משטרתית יצרה קשר עם הנאשם לצורך רכישת סמים, וזאת באמצעות יישומון ""טלגראם"" במהלך החודשים ינואר ופברואר 2021.",0.00011088173,3.022293e-05,0.99995935,0.99998796,0.027670424,0.9726002,0.96255004,0.011838569,0.006908198,0.00014191844,0.00040792103
בתווך היה איש קשר שדרכו בוצעה ההתקשרות בתחילה.,0.00015715278,3.210098e-05,0.7989496,0.99998736,0.00050592073,0.0010819316,0.21351558,0.7341507,0.0056655463,0.00018862273,0.00016740194
"מהאישום הראשון עולה, כי ביום 19.1.2021 תיאמה הסוכנת עם הנאשם עסקת סמים מסוג קנביס במשקל 10.19 גרם תמורת 450 ₪.",0.00014769813,2.9993575e-05,0.9999647,9.007834e-06,0.99966955,0.99986196,0.9997148,0.0047404594,0.0074731954,0.00018936445,0.0006338007
"בין היתר יצר הנאשם קשר טלפוני עם הסוכנת בסמוך למועד פגישתם, לאחר שחסם את מספרו כשהתקשר אליה.",0.00012002174,3.0085765e-05,0.9996377,0.9999875,0.00060799974,0.0011793044,0.70567906,0.13437094,0.006336579,0.00020948162,0.0004041851
"מהאישום השני עולה, כי ביום 25.1.2021 מכר הנאשם מכר לסוכנת 10 גרם קנביס תמורת 450 ₪.",0.00014899553,3.0357887e-05,0.9999614,9.161928e-06,0.99955255,0.99983346,0.9997069,0.010025353,0.008850826,0.00017374597,0.00050750957
"במועד הפגישה ביקש ממנה הנאשם כי תיצור עמו קשר ישיר בטלפון שמסר לה, ולא עם איש הקשר.",0.00013794306,3.1803615e-05,0.55409694,0.99998736,0.00045842305,0.0011308162,0.054946154,0.092141256,0.004070673,0.00022286022,0.00041149763
"מהאישום השלישי עולה, כי ביום 4.2.2021 יצרה עמו קשר הסוכנת והזמינה 70 גרם קנביס.",0.00013161308,3.0531653e-05,0.9999622,9.08848e-06,0.999537,0.99980694,0.9949909,0.00954215,0.0078094136,0.0002689258,0.0003011637
"ביום 7.2.2021 נפגשו השניים במרכז העיר, כשהנאשם הגיע למקום רכוב על אופנוע.",0.00013560946,3.1093314e-05,0.6893919,0.99998736,0.0008450566,0.020757856,0.2588392,0.010845304,0.006237348,0.00019451173,0.00041134312
"לאחר שירד מהאופנוע נפגשו השניים בסמטה, שם הוציא הנאשם מאזור חלציו שקית שהיו בה 7 שקיות ובהן 117.52 גרם קנביס.",0.00015261066,3.0176794e-05,0.99994767,9.0996855e-06,0.9995454,0.9998375,0.9995455,0.029760329,0.009050943,0.00023974627,0.0004989048
