text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
"חוק העונשין, תשל""ז-1977: סע'  144 (א)",1.7412689e-05,5.2192195e-06,9.4410525e-06,5.169498e-05,6.099239e-06,5.5545943e-06,6.646367e-06,6.1120714e-05,2.0014479e-05,1.9803223e-05,0.00020531127,5.5455763e-05,0.00033923803,2.7058047e-06
"ביום 19.4.23 הגיעו הצדדים להסדר טיעון במסגרתו הודה הנאשם בעובדות כתב האישום המתוקן והורשע בעבירה של החזקת חלק של נשק או תחמושת, לפי סעיף 144 (א) סיפא לחוק העונשין, תשל""ז-1977 (להלן: ""חוק העונשין"")",9.818552e-06,4.9962514e-06,0.99999607,0.9996153,5.7596694e-06,1.50359865e-05,0.42901823,0.4379601,0.00011254361,0.0014757029,0.00020837206,7.8115285e-05,0.0003438534,0.99999785
"על פי עובדות כתב האישום המתוקן ביום 23.11.20, סמוך לשעה 12:00, החזיק הנאשם בארון בביתו, תחמושת הכוללת 5 קופסאות המכילות 115 כדורי תחמושת 5.56 מ""מ ו-3 קופסאות המכילות 120 כדורי תחמושת 9 מ""מ.",7.466472e-06,5.0141416e-06,0.9999962,0.9999939,0.99998116,0.0005057226,0.99996305,0.99996173,0.9999944,0.007427884,0.0005983642,0.00016441828,0.00023628377,0.99986386
במסגרת ההסדר לא הייתה הסכמה עונשית וסוכם כי הצדדים יטענו באופן פתוח.,7.774333e-06,5.1920883e-06,9.408749e-06,2.9554556e-05,3.7144691e-06,1.38800615e-05,1.0567165e-05,1.9050998e-05,1.933905e-05,1.6309345e-05,0.0006277924,8.385543e-05,0.00085741235,2.9619182e-06
"ב""כ המאשימה הגיש את טיעוניו בכתב, (ת/1) בהם תיאר את העבירה שבוצעה על ידי הנאשם וטען לפגיעה קשה בערכים המוגנים.",7.1650957e-06,5.1748566e-06,9.396419e-06,4.2327865e-05,4.6358746e-06,1.7543065e-05,8.477413e-06,1.6516564e-05,1.8703064e-05,4.3429398e-05,0.0692665,0.00030416032,0.04651023,3.4778534e-06
"ב""כ המאשימה הפנה לפסיקה וטען למתחם ענישה הנע בין 6-12 חודשי מאסר בפועל.",0.99974006,5.2689556e-06,9.498326e-06,4.3054886e-05,5.3381304e-06,6.2543727e-06,9.341417e-06,1.6991205e-05,1.8747547e-05,1.3936033e-05,0.00052891456,5.0768555e-05,0.00013413206,2.6108003e-06
"בשים לב להיעדר עבר פלילי עתר לגזור את עונשו של הנאשם ברף התחתון של המתחם, מאסר על תנאי, קנס והתחייבות.",1.9314977e-05,0.99997866,9.441656e-06,3.7289374e-05,5.028978e-06,6.756126e-06,6.5045083e-06,1.3462019e-05,1.9002136e-05,1.2732604e-05,0.00019833128,6.382963e-05,0.00024317976,0.5345517
הנאשם מסר כי עבד בביטחון של היישוב וכי לא ידע כי התחמושת נמצאת אצלו בבית.,6.7343067e-06,0.99997866,0.9999962,0.9988562,0.9999733,0.9996773,0.9997398,0.9999107,0.00017985592,0.9999436,0.03381383,0.00035846193,0.0068263533,3.4273746e-06
"בקביעת מתחם העונש על בית המשפט להתחשב בערכים המוגנים, במידת הפגיעה בהם, בענישה הנוהגת ובנסיבות הקשורות בביצוע העבירה.",8.849528e-06,5.2339888e-06,9.491607e-06,4.5537832e-05,4.622295e-06,4.297805e-05,6.8219e-06,1.7661496e-05,1.8123319e-05,1.3351667e-05,0.0007829619,0.00024770407,0.00045507355,3.2981277e-06
נקודת המוצא בקביעת העונש הראוי למעשיי הנאשם היא העונש שקבע המחוקק בעבירת החזקת תחמושת הוא שלוש שנות מאסר.,1.3048552e-05,5.220902e-06,9.45943e-06,5.9233786e-05,4.1992516e-06,1.6241487e-05,0.0006355349,1.907867e-05,9.084492e-05,6.556916e-05,0.000263604,7.8974e-05,0.00020531382,3.0393378e-06
