text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם, יליד שנת 1989 רווק תושב ירושלים, הורשע על פי הודאתו, שניתנה במסגרת הסדר טיעון, בשלוש עבירות של הפרת הוראה חוקית, ניסיון תקיפה, היזק בזדון ואיומים לפי סעיפים 287(ב),  379+ 25, 452 ו-192 לחוק העונשין, התשל""ז-1977.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,['כן'],,,
"לתיק זה צירף הנאשם תיק נוסף והודה גם בו בעבירה של החזקה /שימוש בסמים שלא לצריכה עצמית, לפי סעיפים 7(א)+7(ג) סיפא לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973 (ת.פ. 63842-12/12).",,,,,,,,,,,,,,
"במסגרת תיק זה הורשע הנאשם בכך שביום 17.11.11 בסמוך לשעה 22:15 , בסמוך לרחוב בן זכאי בירושלים, החזיק 3 טבליות MDMA  שהינן סם מסוכן לפי הפקודה, שלא לצריכתו העצמית ומבלי שהדבר הותר לו.",,,,,['MDMA'],,,,,,,,,
"על פי התסקיר, הנאשם, בן 24, רווק, מתגורר כיום באילת ועובד במסעדה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
משפחתו כוללת הורים פרודים והוא- אח בכור לשתי אחיות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
אמו של הנאשם חלתה כשהיה בן 9 וסובלת לאורך השנים מבעיות בריאות שונות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מצבה הכלכלי של המשפחה אופיין לאורך השנים בחוסר יציבות ושינויים קיצוניים והנאשם גדל בסביבה חברתית אלימה באזור מגורי המשפחה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם חווה קושי בהשתלבות בבית הספר ולאחר תשע שנות לימוד, הפסיק לימודיו, החל לשוטט וחבר לחברה שולית, איתה נגרר להתנהגות בעייתית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בתקופה זו, בגיל 14-17, החל גם להשתמש בסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
על רקע זה ביצע עבירות וריצה שתי תקופות מאסר.,,,,,,,,,,,,,,
"בשלוש השנים האחרונות מסר לקצינת המבחן, כי הוא מנסה להנהיג שינוי בחייו ולפעול בדרכים נורמטיביות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"הוא החל לעבוד באילת, אולם מתקשה לגלות יציבות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מעיון ברישומו הפלילי, עולה כי בשנת 2006 עמד לדין ב-14 תיקים, ברובם עבירות רכוש, חלקן עבירות איומים ונגזר עליו עונש מאסר בפועל למשך שנה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"במסגרת הליך פלילי קודם שולב בקהילה הטיפולית ""מלכישוע"", אולם לאחר חודשיים התקשה להתמודד עם גבולות המקום ונפלט מהמסגרת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ביחס לעבירות נשוא דיוננו- התרשמה קצינת המבחן כי הנאשם לוקח אחריות, מתאר אותן כחלק מקשיים בתפקודו בתקופה בה השתמש באופן אינטנסיבי בסמים קשים, על רקע קשיים רגשיים והשתייכותו לחברה עבריינית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['כן'],,,,
"משיחה שהתקיימה עם אמו של הנאשם, עולה כי לדבריה בשנתיים האחרונות חל שיפור חיובי משמעותי בהתנהגותו וכי היחסים במשפחה תקינים וחיוביים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"להבנתה, התנהגות הנאשם בעת ביצוע העבירות נובעת מהשימוש בסמים אשר החריף את הקשיים מהם הוא סובל בשל תסמונות טורט.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
כיום נמצא הנאשם תחת צו מבחן.,,,,,,,,,,,,,,
"הוא התנגד להשתתפות בקבוצה טיפולית בשל חשש מחשיפה והשתייכות לחברה בעייתית, אך משתתף בשיחות פרטניות בשירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"תחילה לא הגיע באופן סדיר לפגישות, אך בשיחת הבהרה עמו ביטא רצון להיעזר בקשר טיפולי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
