text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* בית המשפט גזר על הנאשם שהורשע לאחר ניהול הוכחות ובהתאם להודאתו, בהחזקת סם שלא לצריכה עצמית עונש של מאסר בפועל לתקופה של 6 חודשים שירוצה בדרך של עבודות שירות, קנס, ופסילה מלקבל ומלהחזיק רישיון נהיגה.",['6 חודשים'],[],[],,,,,,,,,,['כן'],
"בית המשפט נדרש לגזור את דינו של הנאשם שהורשע לאחר ניהול הוכחות ובהתאם להודאתו, בהחזקת סם שלא לצריכה עצמית לפי סעיף 7(א)+7(ג) רישא לפקודת הסמים המסוכנים.",,,,,,,,,,,,,['לא'],
"באשר לעונש הקנס, אין חולק כי יש חשיבות להשתת קנס מרתיע על המבצע עבירה מסוג זה, בפרט בשים לב לכך שהחזקת הסם הייתה שלא לשימוש עצמי ועל מנת להרתיע מפני מניע כלכלי בביצוע עבירות מסוג זה.",,,,,,,,,,,,,,
"הנאשם הורשע ביום 5.12.2017, לאחר ניהול הוכחות ובהתאם להודאתו, בהחזקת סם שלא לצריכה עצמית לפי סעיף 7(א)+7(ג) רישא לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג- 1973 (להלן: ""הפקודה"").",,,,,,,,,,,,,['כן'],
"בנסיבות אלו, החזיק הנאשם ברשותו בדירתו, 0.67 גרם קנבוס בצנצנת במטבח, על הארון בסמוך לכניסה לדירה 18 בולי סם מסוכן מסוג LSD וכן 95 אריזות של סם מסוכן מסוג AMB-5F במחסן דירתו בקומת הכניסה בבניין.",,,,,,,"['הסוגים של הסמים הם: [קנביס], [LSD], [AMB-5F]']","['[0.67 - גרם], [18 - בולי], [95 - אריזות]']","['לא בעל המעבדה, בעל הסמים']",,,,,
"במעשיו אלה החזיק הנאשם בסם מסוכן שלא לצריכתו העצמית, ללא היתר כדין או רישיון מהמנהל.",,,,,,,,,,,,,,
"שירות המבחן פירט את עברו הפלילי של הנאשם הכולל 3 הרשעות קודמות ובכלל זאת הרשעתו בשנת 2017, אז הורשע כאמור בין היתר בעבירות סמים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,
"שירות המבחן פירט את התרשמותו מהנאשם בעבר, לפיה הנאשם נעדר גורמי תמיכה משמעותיים, נאלץ מילדותו להתמודד בגפו עם משברים וחוויות טראומטיות באופן לא מותאם ועל רקע זה, החל להשתמש בסמים וניהל אורח חיים בשולי החברה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"כן ציין כי מאז ה- 12.12.2017, כאשר החליט בית המשפט להאריך האת צו המבחן בשנה, לאחר שהפסיק הנאשם את הטיפול וניתק קשר עם שירות המבחן, מוסר הנאשם בדיקות שתן נקיות באופן קבוע ואף נבחנים מענים טיפוליים להם הוא זקוק.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
התסקיר מפרט כי הנאשם לוקח אחריות על ביצוע העבירה הנדונה ומגלה הבנה באשר להתנהלות הבעייתית שאפיינה אותו בתקופת ביצועה וטרם הושת עליו צו המבחן בתיק הקודם .,,,,,,,,,,,,['כן'],,
