text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"ביום 06.02.2022 נידון הנאשם למאסר בפועל של 9 חודשים לריצוי בעבודות שירות, מאסר על תנאי וצו מבחן למשך 18 חודשים.",[],['הנאשם קיבל 9 חודשי מאסר על תנאי'],[],,,,,,,,,,,
"זאת בגין עבירות בהן הורשע של החזקת סם מסוכן שלא לצריכה עצמית לפי סעיף 7(א) + (ג) רישא לפקודת הסמים המסוכנים [נוסח חדש] תשל""ג-1973.",,,,,,,,,,,,,,
"בהמשך, לאחר שהנאשם הפסיק לשתף פעולה הוגשה בקשה על ידי שירות המבחן לדון מחדש בצו המבחן.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
נטען שמאז גזר הדין הנאשם הוריד לטמיון את ההליך השיקומי והפר בצורה בוטה את האמון שניתן בו.,,,,,,,,,,,,,,
לא רק שלא ביצע את עבודות השירות אלא הוא חזר להשתמש בסמים וחזר לבצע מניפולציות בפני גורמי הטיפול.,,,,,,,,,,,,,,
נטען שבתסקיר האחרון מחודש ינואר שירות המבחן ציין שהנאשם אינו מעוניין בהמשך קשר טיפולי וחושב שהוא מסוגל להצליח בהליך גמילה בכוחות עצמו.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
נטען שיש להתחשב בכך שהוא ריצה עונש מאסר של 9 חודשים עד כה.,,,,,,,,,,,,,,
"ב""כ הנאשם טען שהנאשם היה תקופה ארוכה תחת פיקוח שירות המבחן.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
"נטען שהנאשם עבר טיפול תקופה ארוכה, אשתו נמצאת בהריון והוא חי מקצבת נכות כאשר יש לו עיוורון בעין אחת וגם יש לו ילד נכה.",,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
נטען שהנאשם משולב עד היום בתוכנית NA והתבקש שהוא ישולב בצו מבחן.,,,,,,,,,,,,,,
בתסקיר מיום 18.01.2024 הוזכר שתואר בתסקיר הקודם הקשיים של הנאשם לשתף פעולה במסגרת צו המבחן הן עם שירות המבחן והן עם במסגרת טיפול בה שולב ביחידת ההתמכרויות בחיפה.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
בהמשך תואר העדר שיתוף פעולה מצד הנאשם אך צוין שהוא פנה לתוכנית גמילה פיזית במסגרת בית חם.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הוא עבר תהליך גמילה פיזית ובהמשך השתתף בקבוצות טיפוליות.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
בהמשך התקשה להמשיך בטיפול ולבצע עבודות שירות.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
הוא נעצר למשך 5 וחצי חודשים כאשר השתחרר בחודש אוקטובר 2023.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
בהמשך נמסרו דיווחים נוספים אודות מצבו והליכים טיפולים שננקטו כלפיו.,,,,,,,,,,,,,,
שירות המבחן התרשם בסופו של דבר כי הנאשם מבטא כיום אחריות ורצינות בקשר לטיפול ומבטא נכונות להשתלבות להליך טיפולי ארוך טווח.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['כן'],,
"עם זאת צוין שהנאשם אינו מעוניין בהארכת צו המבחן או המשך פיקוח, ומעדיף להמשיך טיפול באופן עצמאי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"אשר על כן הנני מאריך את צו המבחן עד לשלוש שנים מיום מתן גזר הדין, עד ליום 6.2.25 כאשר במסגרת זו יבצע הנאשם את התכנית הטיפולית מיום 12.5.24 שהוצגה ו/או כל תכנית אחרת שיוחלט עליה על ידי שירות המבחן.",,,,,,,,,,,,,,
