text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* בית המשפט גזר את דינו של נאשם שהורשע בעבירות שונות בגין נהיגה תחת השפעת סמים והמלטות משוטרים שהסתיימה בתאונה, והשית עליו 26 חודשי מאסר, הפעלת מאסר מותנה בן 8 חודשים במצטבר, שני מאסרים על תנאי, חילוט הרכב, פסילת רישיון נהיגה ופסילה על תנאי.",[],['26 חודשי מאסר'],[],,,,,,,,,,,
"בשקלול מכלול השיקולים, נגזרו על הנאשם 26 חודשי מאסר בפועל, הפעלת מאסר מותנה בן 8 חודשים במצטבר, כך שבסה""כ ירצה הנאשם 34 חודשי מאסר בפועל, שני מאסרים על תנאי, חילוט רכבו של הנאשם, פסילת רישיון נהיגה למשך 30 חודשים וכן פסילה על תנאי.",['הנאשם קיבל 34 חודשי מאסר בפועל'],['הנאשם קיבל שני מאסרים על תנאי'],[],,,,,,,,,,,
"על פי עובדות כתב האישום המתוקן, בתאריך 27.1.14 בשעה 21:00 לערך, נהג הנאשם  ברכבו (להלן: ""הרכב"") לעיר לוד כדי לרכוש סם מסוכן לשימוש עצמי.",,,,,,,,,,,,,,
"לאחר רכישת הסם, לרבות רכישת כלי לעישון סמים, המשיך בדרכו לכיוון תל אביב ואגב כך, צרך סמים מסוג קוקאין וקנביס בכמויות בלתי ידועות (להלן: ""הסמים"").",,,,,,,"['הסוגים של הסמים הם [קוקאין], [קנביס]']",['[0 - בלתי ידוע]'],"['הנאשם לא מוזכר כבעל המעבדה, אלא רק כמי שרכש סמים מסוג קוקאין וקנביס, והמשיך לצרוך אותם בדרכו לתל אביב. לכן, הוא בעל הסמים, אך לא בעל המעבד']",,,,,
"בשלב מסוים, השליך הנאשם סם מסוכן מסוג הרואין במשקל כולל של  וטבלית סם מסוג בופרנורפין אל מחוץ לרכב.",,,,,,,"['הסוג הוא [הרואין], [בופרנורפין]']",['[0.425 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,
כמו כן סבל דודו מכאבים בגבו.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"ב""כ המאשימה, עו""ד לוס, עמד על עברו התעבורתי החמור של הנאשם, שכולל 38 הרשעות החל משנת 1991 ובהן עבירות של נהיגה ללא רישיון, נהיגה בזמן פסילה, שבל""ר ונהיגה נגד כיוון התנועה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
"בנוסף, עומדת לחובתו הרשעה מיום 6.12.13 בעבירות של נהיגה בשכרות, בגינה תלוי ועומד נגדו מאסר מותנה בן 8 חודשים שהינו בר הפעלה (תת""ע 26034/10, בית משפט השלום לתעבורה בתל אביב [פורסם בנבו]) .",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
"לחובת הנאשם הרשעה נוספת בעבירה של נהיגה בשכרות (פ""ל 4937-11-11, בית משפט השלום לתעבורה בפתח תקווה [פורסם בנבו]), אשר אף בגינה הושת עליו מאסר מותנה, אלא שבשל עיכוב ביצוע גזר הדין, התנאי אינו בר הפעלה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : כן', '11 : כן']",,,,,,,,,,
"התובע הוסיף כי הנאשם נהג תחת השפעת סם לאורך זמן, בנסיעה בין עירונית ממושכת, ללמדך על הסכנה הרבה שנשקפה ממעשיו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
