text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"ע""י ב""כ עוה""ד דפנה חייקין",0.00018077814,3.230477e-05,2.0943751e-05,0.99998724,0.00028722902,0.0007789681,0.0006147622,0.6623437,0.014351534,0.00014204612,0.00023597848
"ע""י ב""כ עוה""ד שי גבאי",0.0001734439,3.216033e-05,2.1306249e-05,0.99998724,0.0003102125,0.0007962962,0.00052613317,0.46151793,0.010956569,0.00014128991,0.00031344788
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7 (א), 7(ג)",0.00011891728,2.8738617e-05,2.2704724e-05,0.9999876,0.00039822675,0.0008874477,0.0004960066,0.035571646,0.038448986,0.00012302403,0.0014121052
"חוק העונשין, תשל""ז-1977: סע'  40ד'(א)",0.00012463267,3.029276e-05,2.3187766e-05,0.9999876,0.00036522353,0.00089744537,0.00044325626,0.010860997,0.07536186,0.00010160242,0.0002525161
"הנאשם, יליד 1977, הודה והורשע על בסיס הודאתו ובמסגרת הסכמה דיונית, בעבירה של החזקת סמים שלא לשימוש עצמי לפי סעיף 7 (א)+7(ג) רישא לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג-1973.",0.00013808899,0.9999963,0.5712969,8.953305e-06,0.001009071,0.0013122527,0.050704286,0.0040339604,0.04266975,0.00016691265,0.9998579
"בהתאם לעובדות כתב האישום המתוקן, ביום 20.5.2021, בשעה 19:46 לערך, בתל אביב, החזיק הנאשם ברכב שבחזקתו ובשימושו בשקית שמכילה סם מסוג קוקאין במשקל נטו של 2.9374 גרם ובשקית נוספת שמכילה סם מסוג קוקאין במשקל נטו של 1.9883 גרם.",0.00015160958,2.9507299e-05,0.9999634,8.996941e-06,0.9996697,0.99986875,0.9995559,0.022690363,0.008790946,0.00022097032,0.73332685
"ההסכמה בין הצדדים לא כללה הסכמה לעניין העונש שראוי שיוטל עליו בסופו של יום, למעט הסכמה כי הנאשם יופנה לעריכת תסקיר שירות מבחן עבורו.",0.00013264976,3.1388707e-05,2.0996828e-05,0.9999869,0.0005215977,0.0011298078,0.0005548992,0.0018382157,0.006260536,0.00012706606,0.005247975
"לשם שלמות התמונה יצוין כי כתב האישום המקורי הוגש כנגד שני נאשמים, כאשר במסגרת ההסכמה, נמחק נאשם 2 מכתב האישום.",0.00015060029,3.0993815e-05,4.746751e-05,0.99998736,0.00057886227,0.0010504489,0.004174157,0.0019631456,0.010972869,0.00016000925,0.0046924846
"מתסקיר שירות מבחן מיום 16.4.24, עולה כי הנאשם, בן 47, נשוי ואב לארבעה ילדים.",0.00015698506,0.9999964,1.775717e-05,8.96578e-06,0.0004993322,0.0011057894,0.00073588797,0.006053518,0.008670906,0.00024689437,0.0012534503
החל לעבוד בגיל 15 ובעשרים השנים האחרונות עובד כמנהל סניף חנות רהיטים.,0.00012035547,0.9999958,2.6220805e-05,9.012336e-06,0.00046464422,0.0011120739,0.0019740514,0.31713164,0.0077188695,0.00014033553,0.0004163351
"הנאשם הציג לשירות המבחן מסמכים רפואיים מהם עולה מצבו הרפואי וכאבים כרוניים מהם סובל, על רקע כך צורך קנאביס רפואי.",0.00012553895,0.99999595,0.9660044,8.948994e-06,0.01796032,0.0007822654,0.0028391422,0.024289904,0.009153006,0.00016768982,0.00020763013
"תיאר שלא שיתף את משפחתו ובת זוגו בנוגע להליך הפלילי המתנהל נגדו, עד לרגע מעצרו.",0.000150188,0.9999958,2.3191857e-05,8.994032e-06,0.0004291538,0.0009689088,0.0018737528,0.009606126,0.022267532,0.00019648403,0.0011237331
"שיתף שתחילה כעסה והתרחקה, אולם כיום תומכת ומלווה.",0.0002992752,0.99999535,2.8065653e-05,9.146737e-06,0.0007891464,0.0013037452,0.0018264455,0.48051417,0.0672569,0.000318914,0.00078676693
הביע חרטה על הצער שגרם לה ועל העבירה שביצע.,0.00018822856,3.665656e-05,2.2463635e-05,9.1219445e-06,0.00039868368,0.0007830828,0.0064123007,0.009962733,0.9983273,0.9902,0.041793484
"תיאר כי ברקע לביצוע העבירה שרר בארץ משבר הקורונה ובעקבותיו היה שרוי בבעיות כלכליות, תחושות שעמום ואבטלה וחבר לחברה שולית ובהמשך העמיק שימושו בסם הקנאביס והקוקאין.",0.0001079995,0.9999964,0.9998646,8.919147e-06,0.9896466,0.0013771581,0.11424403,0.2442185,0.01783542,0.00014732018,0.0004616072
תיאר כי ביום ביצוע העבירה רכש כמות גדולה יותר של סם לצורך מפגש חברתי שתוכנן.,9.192751e-05,3.227582e-05,0.99995744,9.02838e-06,0.99948764,0.9997391,0.99975973,0.05484477,0.0058044577,0.00013184446,0.00019729976
"תיאר את המעצר כחוויה מטלטלת עבורו, אשר במהלכו הפסיק את השימוש בסם מרצונו.",0.000119316996,0.99999595,1.9454363e-05,9.079055e-06,0.00065072783,0.0009861083,0.0012443644,0.0054119485,0.047197986,0.00021517886,0.00047948142
הנאשם הבין את חומרת התנהלותו והמחירים ששילם בעקבותיה.,0.00017156223,3.239726e-05,2.2508279e-05,0.9978969,0.0005499906,0.001036026,0.005875256,0.0033049185,0.99552083,0.97296023,0.00044070018
"כיום הנאשם נוטל קנאביס ברישיון בכדי להקל על כאביו, דבר שאושש בבדיקה שבוצעה לו, משם עלה כי משתמש בקנאביס בכמות המותרת ברישיון.",9.9074765e-05,0.99999595,0.99992514,8.948004e-06,0.9943698,0.024109613,0.22055912,0.060087685,0.0066917134,0.00015411676,0.00036036115
"שירות המבחן התרשם מאדם בעל אורח חיים נורמטיבי, כוחות ויכולות ומסגרת משפחתית תומכת.",0.00012900529,0.99999607,1.8683168e-05,8.976329e-06,0.00047658678,0.0011956487,0.00047771886,0.010817326,0.0183339,0.020192314,0.00026441275
עוד התרשם מנטילת אחריות ומכך שההליך המשפטי היווה גורם מרתיע שהביא לשינוי אורחות חייו.,0.000104695726,0.99999535,1.917743e-05,9.071629e-06,0.00047489908,0.00081113906,0.00086756755,0.039548393,0.98013204,0.99900156,0.00020717333
"יחד עם זאת, התרשם שירות המבחן מקשיים להעמיק בנסיבות שימוש הסם ובדפוסי התנהגותו שהובילו אותו לשימוש.",0.0001337465,3.126673e-05,6.661297e-05,9.949516e-06,0.011022945,0.0010461725,0.034408424,0.0025362787,0.09055779,0.00024980016,0.0005630446
