,verdict,text,part
0,ME-21-04-1956-508,"חוק העונשין, תשל""ז-1977: סע'  29(ב), 30, 34ד, 63(א), (ב), 144(א), 144(ב), 144(ב2), 329(א)(2), 333, 335.א.1., 335.א.2, 413ד(ב), 413ט, 428",נגד
1,ME-21-04-1956-508,פקודת התעבורה [נוסח חדש]: סע'  43,נגד
2,ME-21-04-1956-508,הרקע וכתב האישום המתוקן,גזר דין
3,ME-21-04-1956-508,"הנאשמים הורשעו, על יסוד הודאתם בכתב אישום מתוקן, בעבירות שיפורטו להלן כאשר הנאשם 1 הורשע בעבירות באישומים הראשון והשני ואילו הנאשמים 2 ו-3 הורשעו בעבירות באישום השני בלבד:",גזר דין
4,ME-21-04-1956-508,"הנאשם 1- סחיטה באיומים - עבירה לפי סעיף 428 רישא וסיפא לחוק העונשין, התשל""ז- 1977 (להלן: ""חוק העונשין"") (אישום ראשון); ושידול לחבלה חמורה בנסיבות מחמירות- עבירה לפי סעיפים 333 + 335(א)(1)+(2) בצירוף סעיף 30 לחוק העונשין (אישום שני).",גזר דין
5,ME-21-04-1956-508,"הנאשם 2- חבלה חמורה בכוונה מחמירה- עבירה לפי סעיף 329(א)(2) בצירוף סעיף 29(ב) לחוק העונשין; עבירות בנשק (רכישה של נשק, אביזר ותחמושת)- עבירה לפי סעיף 144(א) רישא וסיפא לחוק העונשין; עבירות בנשק (נשיאת נשק, אביזר ותחמושת)- עבירה לפי סעיף 144(ב) רישא וסיפא לחוק העונשין; פירוק רכב- עבירה לפי סעיף 413ד(ב) לחוק העונשין; שינוי זהות של רכב- עבירה לפי סעיף 413ט לחוק העונשין; והסתייעות ברכב לביצוע פשע- עבירה לפי סעיף 43 לפקודת התעבורה (נוסח חדש) התשכ""א- 1961(אישום שני).",גזר דין
6,ME-21-04-1956-508,הנאשם 3- עבירות בנשק (עסקה אחרת בנשק)- עבירה לפי סעיף 144(ב2) לחוק העונשין; ועבירות בנשק (נשיאה והובלה)- עבירה לפי סעיף 144(ב) רישא וסיפא לחוק העונשין (אישום שני).,גזר דין
7,ME-21-04-1956-508,"ביום 22.3.2022 הגיעו המאשימה והנאשמים 2-3 להסדר טיעון, במסגרתו יודו נאשמים אלה בעובדות כתב אישום מתוקן ויורשעו בהן.",גזר דין
8,ME-21-04-1956-508,כן הוסכם כי הצדדים יטענו באופן חופשי לעניין העונש.,גזר דין
9,ME-21-04-1956-508,"ביום 29.3.2023 הגיעה המאשימה להסדר טיעון עם הנאשם 1, במסגרתו יודה בעובדות כתב אישום מתוקן ויורשע בהן.",גזר דין
