,case,text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,RESPO,REGRET,CIR_USE,CIR_TYPE_WEP,CIR_STATUS_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_OBTAIN_WAY_WEP,CIR_MONEY_PAID_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,_HELD_WAY_WEP
0,SH-19-07-60805-168,חמזה ג'בר אלקאדי (עציר),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SH-19-07-60805-168,"חוק העונשין, תשל""ז-1977: סע'  144, 144(א), 144(ב), 186",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,SH-19-07-60805-168,"הנאשם שלפני נותן את הדין בגין עבירות של החזקת נשק ותחמושת שלא כדין, בניגוד לסעיף 144(א) רישא וסיפא לחוק העונשין, התשל""ז – 1977.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,SH-19-07-60805-168,"בהתאם לעובדות כתב האישום המתוקן כא/1, בהן הודה הנאשם במסגרת הסדר טיעון, בתאריך 08.07.19, נתפס הנאשם מחזיק, בתא המטען ברכבו מסוג לקסוס, מ.ר. 72-111-79 (להלן: ""הלקסוס""), מתחת לשטיח הגלגל הרזרבי, אקדח חצי אוטומטי מסוג גז/הזנקה, אשר בוצע שינוי בייעודו המקורי ובעת תפיסתו – מסוגל היה לירות כדורי אקדח.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4,SH-19-07-60805-168,"כמו כן, בתוך האקדח נתפסה מחסנית, המתאימה לאקדח חצי אוטומטי מסוג ""סמית' אנד ווסון"", טעונה ב-10 כדורים בקוטר 9 מ""מ פאראבלום.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
5,SH-19-07-60805-168,"בין הצדדים נקשר הסדר, במסגרתו תוקן כתב האישום.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SH-19-07-60805-168,"ההסדר לא כלל הסכמות עונשיות , אך הוסכם, כי הלקסוס, בה נתפס הנשק – תחולט לטובת אוצר המדינה.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,SH-19-07-60805-168,"במסגרת ההסדר, הופנה הנאשם להערכת שירות המבחן למבוגרים ולאחר שהוגש תסקיר בעניינו – נשמעו טיעוני הצדדים.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,SH-19-07-60805-168,מכאן – גזר דין זה.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,SH-19-07-60805-168,"מטעם התביעה הוגשו, לעניין העונש, המרשם הפלילי והתעבורתי של הנאשם (ת/2); וכן כתב אישום וגזר דין בתיק קודם שהתנהל נגדו (ת/3א' - ת/3ב', בהתאמה).",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
