verdict,text,part_single,part_concatenated
ME-23-04-21291-874,"אורן מור (עציר), ת""ז xxxxxxxxxx",הנאשם,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם"
ME-23-04-21291-874,"אורן מור (עציר), ת""ז xxxxxxxxxx",הנאשם,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם"
ME-23-04-21291-874,"אורן מור (עציר), ת""ז xxxxxxxxxx",הנאשם,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם"
ME-23-04-21291-874,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  1, 7(א), ג, 31(6)(ב), 36א(ב)",הנאשם,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם"
ME-23-04-21291-874,"חוק העונשין, תשל""ז-1977: סע'  40.א., 40.טו, ו'  א' 1",הנאשם,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם"
ME-23-04-21291-874,"הנאשם הודה והורשע במסגרת הסדר טיעון בכתב אישום מתוקן בעבירות של שימוש בסם מסוכן לצריכה עצמית – עבירה לפי סעיף 7(א) + (ג) סיפא לפקודת הסמים המסוכנים, והחזקת סם מסוכן שלא לצריכה עצמית- עבירה לפי סעיף 7(א)+(ג) רישא לפקודת הסמים המסוכנים.",גזר דין,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם, גזר דין"
ME-23-04-21291-874,הסדר הטעון מתייחס לתיקון כתב האישום ואינו כולל הסכמות לעניין העונש שיוטל על הנאשם.,גזר דין,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם, גזר דין"
ME-23-04-21291-874,עובדות כתב האישום המתוקן,גזר דין,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם, גזר דין"
ME-23-04-21291-874,"הנאשם הנו הבעלים של רכב מזדה, מ.ר. 69-176-65 (להלן: ""הרכב"").",גזר דין,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם, גזר דין"
ME-23-04-21291-874,"לפני ה- 28/03/23 שעה 18:20, השתמש הנאשם בסם מסוכן מסוג קוקאין ובסם מסוכן מסוג קנבוס לצריכה עצמית, ללא היתר או רישיון מאת המנהל.",גזר דין,"בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה, בית המשפט המחוזי בחיפה,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום ,  לפני כבוד השופט גיל קרזבום , המאשימה, מדינת ישראל, מדינת ישראל, מדינת ישראל, נגד, נגד, נגד, נגד, הנאשם, גזר דין"
