text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"חוק העונשין, תשל""ז-1977: סע'  13, 25, 29, 31, 40ט', 144(א), 275, 287(א), 384, 406(ב), 40יא, 415",,,,,,,,,,,,,,,,,
"הנאשם שלפניי הורשע על-פי הודאתו בעובדות שלושה כתבי אישום, בעבירות שעיקרן ומהותן קבלת דבר במרמה.",,,,,,,,,,,,,,['כן'],,,
כמו כן הודה הנאשם בכתב אישום מתוקן בתיק רביעי שעניינו עבירות רכוש ונשק ובכתב אישום חמישי שעניינו הפרת הוראה חוקית.,,,,,,,,,,,,,,['כן'],,,
תיק זה מחזיק שלושה אישומים.,,,,,,,,,,,,,,,,,
"האישום הראשון – ביום 21.7.2016 קיבל הנאשם במרמה 100 ₪, כאשר רכש בקבוק שתיה, טען כי נתן למוכרת שטר של 200 ₪ וקיבל עודף בלתי מספיק, ובעקבות זאת, קיבל 100 ₪ שלא כדין.",,,,,,,,,,,,,,,,,
"האישום השני – באותו יום ובדרך דומה, קיבל הנאשם 100 ₪ במרמה בבית עסק אחר.",,,,,,,,,,,,,,,,,
"האישום השלישי – באותו יום, נכנס הנאשם לחנות חלפנות וביקש לפרוט סכום כסף, כשטען שלא קיבל שטר של 200 ₪.",,,,,,,,,,,,,,,,,
"העובדת במקום התעקשה כי הנאשם טועה והתכוונה לבדוק את מצלמות האבטחה, אלא שאז הנאשם טען כי מצא את השטר ""האבוד"" על הרצפה.",,,,,,,,,,,,,,,,,
"בגין כל אלה, הודה הנאשם בביצוע 2 עבירות של קבלת דבר במרמה, לפי סעיף 415 רישא לחוק העונשין, התשל""ז-1977 (החוק), וכן בביצוע עבירת ניסיון קבלת דבר במרמה, לפי סעיפים 415 רישא + 25 לחוק.",,,,,,,,,,,,,,['כן'],,,
"מכתב האישום עולה, כי ביום 26.4.2017 נכנס הנאשם לחנות נוחות בתחנת דלק, שילם תמורת מזון בשטר של 200 ₪ וקיבל עודף בהתאם.",,,,,,,,,,,,,,,,,
"הוא הסתיר שטר של 100 ₪ מהעודף שקיבל וטען, כי המוכרת החסירה 100 ₪, ובשל כך קיבל, במרמה, 100 ₪.",,,,,,,,,,,,,,,,,
בגין כך הודה והורשע בביצוע עבירה של קבלת דבר במרמה.,,,,,,,,,,,,,,['כן'],,,
ביום 11.6.2017 הגיע הנאשם לחנות חלפנות כספים וביקש לפרוט כסף.,,,,,,,,,,,,,,,,,
"הוא קיבל את הסכום שביקש, אך טען באופן שקרי, כי לא קיבל שטר של 200 ₪ למרות שקיבלו בפועל.",,,,,,,,,,,,,,,,,
בשל כך מסר לו העובד שטר בשווי 200 ₪  וזה קיבלו במרמה ושלא כדין.,,,,,,,,,,,,,,,,,
"בגין כך הודה והורשע הנאשם בביצוע עבירה של גניבה, לפי סעיף 384 לחוק.",,,,,,,,,,,,,,['כן'],,,
"מעובדות כתב האישום המתוקן עולה, כי במהלך שנת 2019 תכנן הנאשם עם אחר להתפרץ לדירה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"השניים הגיעו סמוך לדירה, והנאשם המתין לאחר מחוץ לדירה ושימש כמתצפת.",,,,,,,,,,,,,,,,,
"האחר הגיע לדירה, עקר את סורגי החלון באמצעות לום ברזל, טיפס אל החלון ונכנס לתוך הדירה שהיתה ריקה מבעליה באותה עת.",,,,,,,,,,,,,,,,,
האחר הוציא חפצים מהארונות במטרה לאתר דברי ערך כדי לגנבם.,,,,,,,,,,,,,,,,,
האחר הבחין בתיק נשים ובתוכו אקדח מסוג יריחו ובתוכו מחסנית.,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,[],"['אקדח האקדח המוזכר בחומר הטקסטואלי הוא מסוג יריחו, שהוא סוג של אקדח']",,,,,,,,
הוא הוציא את האקדח מנרתיקו והכניסו לתיק גב אחר שמצא בדירה.,,,,,[],,,,['אקדח'],,,,,,,,
בנוסף נטל שלושה מחשבי טבלט והכניסם לתיק.,,,,,,,,,,,,,,,,,
"לאחר זמן מה יצא האחר מהדירה, חבר לנאשם והשניים עלו לרכבו של אדם שלישי שחנה בסמוך ועזבו את המקום במהירות.",,,,,,,,,,,,,,,,,
"בהתאם להסכמת הצדדים טען הנאשם,  והמאשימה לא סתרה זאת, כי כאשר הוא גילה את דבר גניבת הנשק כעס ורצה לעזוב את הרכב, אך בפועל לא עשה כן.",,,,,,,,,,,,,,,,,
"כעבור מספר דקות, נעצרו השלושה ע""י כוח משטרה שנסע בעקבותיהם.",,,,,,,,,,,,,,,,,
"לאחר שהוכנס לניידת, החל הנאשם להשתולל ולצעוק כשהוא מנסה לקרוא לעוברי אורח שהיו במקום לסייע לו להיחלץ מן המעצר.",,,,,,,,,,,,,,,,,
בהמשך אף נגח בפניו של השוטר ופגע באפו.,,,,,,,,,,,,,,,,,
"בגין כל אלה הודה הנאשם והורשע בעבירות של התפרצות בצוותא למקום מגורים לפי סעיף 406(ב) וסעיף 29 לחוק, גניבה בצוותא, לפי סעיף 384 לחוק וסעיף 29 לחוק, סיוע להחזקת נשק, לפי סעיף 144(א) ו-31 לחוק, ובהפרעה לשוטר לפי סעיף 275 לחוק.",,,,,,,,,,,,,,['כן'],,,
"מעובדות כתב האישום עולה, כי הנאשם שוחרר למעצר בית מלא בירושלים, ובניגוד להוראות ההחלטה, נמצא בקרית אונו ביום 31.7.2019, ובכך הודה והורשע בעבירה של הפרת הוראה חוקית, לפי סעיף 287(א) לחוק.",,,,,,,,,,,,,,['כן'],,,
"אשר לעבירות אותן ביצע הנאשם, סבר שירות המבחן כי הוא קיבל עליהן אחריות, הבין את הפסול שבמעשים והתחרט על המעשים, אך לא הרחיב בהקשר זה.",,,,,,,,,,,,,,,,,
"אשר לתהליך הטיפולי – הדיונים נדחו מעת לעת, בעיקר מתוך רצון להשלים מהלך טיפולי ושיקומי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם נרתם לטיפול קבוצתי ממושך הממוקד במבצעֵי עבירות מרמה, טיפול שנמשך כשנה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"שירות המבחן מסר, כי הנאשם השתתף באופן סדיר ופעיל במסגרת זו והפיק ממנה תועלת רבה על-פי דרכו, הגם ששירות המבחן סבר שמידת ההפנמה של הנאשם את התכנים מעוררת שאלות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בנוסף, הנאשם השתלב בתוכנית ""אוניברסיטה בע""מ"" ולמעשה צפוי להשתלב בשנת לימודים נוספת במסגרת זו, ממנה הוא מפיק סיפוק ותועלת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"כמו כן, מסר הנאשם בדיקות שתן בתדירות גבוהה לאורך תקופת משפטו, כולן נמצאו נקיות משרידי סמים.",,,,,,,,,,,,,,,,,
"בהמלצתו הסופית סבר שירות המבחן, כי שיקולי השיקום מטים את הכף להטלת מאסר בעבודות שירות ולהארכת המאסר המותנה וכן להטלת צו מבחן שיבטיח את המשך הפיקוח והטיפול בנאשם.",,,,,,,,,,,,,,,,,
"הממונה מצא את הנאשם מתאים לבצע מאסר בעבודות שירות במנהל הקהילתי תלפיות מזרח, החל מיום 15.3.2022.",,,,,,,,,,,,,,,,,
הצדדים לא הגיעו להסכמה עונשית.,,,,,,,,,,,,,,,,,
"מחד, ב""כ המאשימה עמד על הכיעור שבעבירות המרמה וסבר שהמתחם בעניינן מתחיל במאסר מותנה.",,,,,,,,,,,,,,,,,
"אשר לעבירת ההתפרצות והסיוע להחזקת נשק עמד ב""כ המאשימה על נסיבות ביצוע העבירות החמורות, על מידת הפגיעה בערכים המוגנים ועל הסכנה מביצוע סוג זה של עבירות.",,,,,,,,,,,,,,,,,
"בסופו של יום עתר ב""כ המאשימה למתחם דו-ספרתי במכלול התיקים, ועתר להעמיד את הנאשם על מאסר שלא יפחת משנתיים וענישה נלווית.",,,,,,,,,,,,,,,,,
"מאידך, עמד הסניגור על נסיבותיו האישיות של הנאשם ועל כברת הדרך השיקומית שעבר לאורך תקופה ארוכה של למעלה משנתיים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"הסניגור סבר ביחס לתיק ההתפרצות והחזקת הנשק, כי יש להביט עליו בנסיבותיו, והדגיש כי הנאשם לא היה שותף בהחלטה לגנוב את הנשק ולהחזיק בו, ולמעשה התנגד למעשה שותפו, ולכן הוא נמצא במדרג חומרה נמוך.",,,,,,,,,,,,,,,,,
"הסניגור עתר להסתפק בתקופת המאסר המותנה חב-ההפעלה, על מנת שלא לקטוע את התהליך השיקומי בו מצוי הנאשם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מתחם הענישה צריך להתייחס לעקרון ההלימה, הנוגע ליחס לערך החברתי המוגן, מידת הפגיעה בו, מדיניות הענישה הנוהגת ונסיבות ביצוע העבירה.",,,,,,,,,,,,,,,,,
"אשר לתיק החמישי (הפרת הוראה חוקית) – מדובר בפגיעה בערך שלטון החוק ובערך קיום החלטות בית המשפט, זאת במידה נמוכה.",,,,,,,,,,,,,,,,,
"בתיק הראשון מדובר ברצף עבירות שבוצעו באותו יום וביתר התיקים, ניתן לראות את ""שיטת הפעולה"" הנפסדת של הנאשם להוציא שלא כדין מעסקים קטנים כספים שלא מגיעים לו, תוך ניצול טוּב לבם ותמימותם של העובדים; למעט בעבירת הניסיון (אישום שלישי בתיק הראשון) נגרם נזק ממוני לעסקים מהם נגנבו בפועל הכספים; נדמה, כי הנאשם היה ממשיך במעשיו אלמלא נתפס לנוכח ""הצלחת"" שיטתו; נדמה שמעשיו של הנאשם מלמדים על אדישות לפגיעה בקניין הזולת ובצורך באמון בין פרטים בחברה, וכל זאת על מנת להשיג רווח קל ומהיר ללא עבודה רבה; מדובר בנאשם בגיר שהבין את מעשיו, וחזר עליהם שוב ושוב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"ביחס לתיק הרביעי – מדובר בהתפרצות לדירה וגניבה ממנה בנסיבות מחמירות של תכנון וחלוקת תפקידים, תוך הסתייעות ב""רכב מילוט"" ואף ניסיון להיחלץ מהשוטרים בדרך של ""הסתייעות"" בציבור תוך כדי איום על השוטר והתנהגות אלימה כלפיו.",,,,,,,,[],,,,,,,,,
בכל הנוגע לחלקים אלו של העבירה הנאשם אחראי בלעדית למעשים בדרך של שותפות מלאה וכן אחראי להם בפני עצמו.,,,,,,,,,,,,,,,,,
"אשר לסיוע להחזקת הנשק הוסכם למעשה, כי הנאשם לא היה שותף ליוזמתו של האחר ליטול את הנשק בזמן ההתפרצות, ולכן כעס על האחר כשגילה את דבר גניבת הנשק בדיעבד כשהיה ברכב המילוט.",,,,,[],[],,[],,,,,,,,,
הוא אף רצה לעזוב את הרכב אך בפועל לא עשה כן.,,,,,,,,,,,,,,,,,
"על-כן עבירת הסיוע מתאימה בהקשר זה, והיא מלמדת על היעדר שותפות בתכנון נקודה זו של האירוע, ומעבר לכך מקטינה עד מאוד את אחריותו של הנאשם לחלק זה של האירוע, ויש לכך משמעות רבה ביחס לקביעת מתחם העונש ביחס למכלול המעשים בתיק זה בנסיבותיו הספציפיות.",,,,,,,,,,,,,,,,,
"בפועל נגרם נזק משמעותי מעצם החדירה לפרטיותם והפגיעה הקשה בקניינם של בעלי הדירה, שלא לדבר על הנזק הנפשי הנגרם מכך.",,,,,,,,,,,,,,,,,
"פוטנציאל הנזק הוא משמעותי הן ברכוש והן בנפש, מפאת החשש למפגש עם בעלי הדירה, חלילה.",,,,,,,,,,,,,,,,,
"אשר לתיק החמישי – מדובר בעבירה שבוצעה בידיעה, כאשר הנאשם נמצא מחוץ לעיר בה אמור היה להיות במעצר בית מלא.",,,,,,,,,,,,,,,,,
הנאשם טען כי יצא לטיפול רפואי אך אין לקבל טענה זו מאחר ולא הוצגו ראיות לתמוך בכך.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מכל מקום, מידת הנזק שנגרם בפועל מינימלית מאחר שהמעשה לא לווה במעשה עבירה נוסף.",,,,,,,,,,,,,,,,,
הנאשם אחראי למעשים במלואם.,,,,,,,,,,,,,,,,,
אשר לתיק השני והשלישי – מתחם הענישה צריך לעמוד על מאסר מותנה ועד מספר חודשי מאסר בפועל שיכול וירוצו בעבודות שירות.,,,,,,,,,,,,,,,,,
אשר לתיק הרביעי – מתחם הענישה יעמוד על 12 ועד 24 חודשי מאסר.,,,,,,,,,,,,,,,,,
אשר לתיק החמישי – המתחם יעמוד על מאסר מותנה ועד חודשיים מאסר.,,,,,,,,,,,,,,,,,
"נסיבות שאינן קשורות בביצוע העבירה לפי סעיף 40י""א לחוק העונשין – ניתן  לתת משקל לנסיבות הבאות שאינן קשורות בביצוע העבירה, במסגרת גזירת העונש בתוך המתחם: מחד ולחומרה, עברו הפלילי הרלבנטי של הנאשם, העובדה שביצע עבירות כשתלוי ועומד נגדו מאסר מותנה שלא הרתיעו, והעובדה שהפר פעם אחת את תנאי השחרור.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,,,,
"מאידך ולקולא, הנאשם הודה במספר רב של תיקים וחסך זמן שיפוטי ניכר.",,,,,,,,,,,,,,['כן'],,,
"קבלת אחריותו מלאה ומלבד אירוע הפרת ההוראה החוקית לא הפר את התנאים, לא נפתחו לו תיקים חדשים, והוא נרתם לתהליך טיפולי ארוך מאוד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : כן', '7 : כן', '8 : כן', '9 : כן', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
לזכותו גם חלוף הזמן הניכר מביצוע העבירות.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"תהליך הטיפול והשיקום שעבר הנאשם עמד על כמה יסודות: היסוד העיקרי הוא שילובו של הנאשם בקבוצה מותאמת לעבריינים בתחום המרמה, שם עבר טיפול במשך למעלה משנה, ונמסר כי הנאשם שיתף פעולה באופן מלא ורציני והפיק מכך תועלת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"נוכח המועדות של הנאשם לביצוע עבירות מרמה, נדמה שנדבך זה של הטיפול הוא משמעותי בהפחתת רמת הסיכון הנשקפת מן הנאשם מעתה והלאה.",,,,,,,,,,,,,,,,,
"היסוד הנוסף הוא שילובו בתוכנית ""אוניברסיטה בע""מ"", גם זאת לתקופה ממושכת.",,,,,,,,,,,,,,,,,
"מדובר בתוכנית המעניקה ידע, ערכים וכלים להתמודדות מושכלת עם אתגרי החיים, וגם בכך יש לראות גורם מפחית סיכון.",,,,,,,,,,,,,,,,,
"היסוד השלישי הוא פיקוחו של שירות המבחן ומסירת בדיקות השתן מצד הנאשם, שנמצאו נקיות כולן, לאורך תקופה ארוכה מאוד, דבר המעיד על הימנעות הנאשם משימוש בסמים, עובדה שיש בה להפחית סיכון.",,,,,,,,,,,,,,,,,
"נדמה אפוא, כי הנאשם הוכיח במעשים, כי עבד תהליך טיפולי משמעותי, ועבר כברת דרך ארוכה במגמה חיובית, אותה יש לשמר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
