text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CONFESSION_LVL2,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם, יליד 1984, הורשע על פי הודאתו, ללא הסדר טיעון, בעבירה של החזקת נשק ותחמושת שלא כדין, בניגוד לסעיף 144(א) רישא וסיפא לחוק העונשין, תשל""ז-1977.",,,,,['כן'],,,,,,,,,,,,,,,,
"על פי עובדות כתב האישום ביום 3.2.20 החזיק הנאשם תת מקלע מאולתר ""קרלו"", עטוף בקפוצ'ון ומוסלק בין גלגליה האחוריים של משאית שעמדה בסמוך לביתו שבזמר.",,,,,,"['תת מקלע מאולתר, ""קרלו""']",,,,"['ברכב', 'מוסלק - מוסתר', 'סמוך לבית']",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
"בנוסף, החזיק במחסנית תואמת לנשק ובה 11 כדורי 9 מ""מ עטופה בחולצה ומוסלקת בחלקה התחתון של המשאית.",,,,,,"['תת-מקלע (תמ""ק)']",,,,[],,,,['נשק עם מחסנית בהכנס'],,,,,,,
"הוא טען שהחזקת נשק חם יוצרת סיכון לכך שייעשה שימוש בנשק למטרות פסולות, לרבות פגיעה בגוף, ופוטנציאל הנזק במקרה זה גדול ביותר לאור סוג הנשק והעובדה שהיה זמין ומוכן לירי (תע/3).",,,,,,,,,,,,,,,,,,,,,
"ב""כ מאשימה עתר לקביעת מתחם עונש הולם הנע בין 24 ל-48 חודשי מאסר.",,,,,,,,,,,,,,,,,,,[],[],[]
"הוא הפנה לעברו הפלילי של הנאשם (תע/1) הכולל הרשעה קודמת בעבירות של קשירת קשר לביצוע פשע (סחר בנשק) ונשיאת נשק והובלתו, גזר דין מיום 30.3.17, במסגרתו הוטלו עליו 36 חודשי מאסר, לצד 8 חודשי מאסר על תנאי שהם בני הפעלה בתיקנו (תע/2), כאשר נסיבה לחומרה היא שהנאשם ביצע את העבירה בתיקנו שעה ותלוי עומד מעל ראשו עונש מאסר על תנאי בגין ביצוע עבירות נשק קודמות.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : כן', '11 : כן']",,,,,,,,,,,,,,,,[],['36 חודשי מאסר על תנאי'],[]
"כמו כן, טען התובע שהנאשם מרצה כעת עונש מאסר בן 15 חודשים בגין ביצוע עבירות סמים.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,['הנאשם קיבל 15 חודשי מאסר'],[],[]
"התובע ציין שהנאשם היה עצור בגין תיקנו מיום 3.2.20 עד ליום 6.2.20; ומיום 28.2.20 ועד ליום 21.7.20, אז נגזרו עליו 15 חודשי מאסר בגין תיק הסמים.",,,,,,,,,,,,,,,,,,,"['הנאשם קיבל 15 חודשי מאסר בפועל, לא על תנאי']",[],[]
"ב""כ הנאשם טען שמדובר בנאשם כבן 36, נשוי ואב ל-5 ילדים קטינים, בתו התינוקת נולדה עת שהה במאסר ועל כן לא ראה אותה.",,,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"נטען שבתיק הסמים היו קשיים ראייתיים ועל כן, הגיעו הצדדים שם לענישה מתונה יחסית לתיקים שמתנהלים בבית המשפט המחוזי.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"עוד נטען שהנאשם ביקש להודות בתיק בהזדמנות הראשונה, נטל אחריות, חסך בזמן שיפוטי יקר ומזמנה של התביעה ושל העדים.",,,,,['כן'],,,,,,,,,,,,,,,,
"ב""כ הנאשם הפנה לפסיקה ממנה עולה כי מתחם העונש בעבירה של החזקת נשק מסוג ""קרלו"" מתחיל ב-8 חודשי מאסר ואף הפנה לגזרי דין במסגרתם נדונו נאשמים שהורשעו בהחזקה של מספר כלי נשק לתקופות מאסר בנות 20 ו-22 חודשים.",,,,,,,,,,,,,,,,,,,[],[],[]
"לפיכך, עתר ב""כ הנאשם לגזור על הנאשם תקופת מאסר מידתית, להורות על הפעלת עונש המאסר על תנאי בן ה-8 חודשים שחציו ירוצה בחופף וחציו ירוצה במצטבר לעונש המאסר שיוטל בתיק זה, וכן לקבוע שמספר חודשי מאסר ירוצו בחופף לעונש המאסר אותו מרצה הנאשם כיום.",,,,,,,,,,,,,,,,,,,[],['8 חודשי מאסר על תנאי'],[]
הנאשם בדברו האחרון הודה שטעה ואמר שמבין שעל טעויות יש לשלם.,,,,,['לא'],,,,,,,,,,,,,,,,
