text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירות כדלקמן:,,,,,,,,,,,['כן'],,,
"החזקת סם מסוכן שלא לצריכה עצמית, לפי סעיף 7(א) יחד עם סעיף 7(ג) רישא לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג – 1973.",,,,,,,,,,,,,,
"על-פי המתואר בעובדות כתב האישום ביום 17.2.15 בעת שנסע הנאשם עם דיאנה טואשה (להלן: ""דיאנה"") במונית, החזיק בסם מסוכן מסוג הרואין במשקל של 28.88 גרם נטו ובסם מסוג קוקאין במשקל נטו של 6.79 גרם מחולקים למארזים.",,,,,"['הסוג הוא [הרואין], [קוקאין]']","['[28.88 - גרם], [6.79 - גרם]']",['[בעל הסמים]'],,,,,,,
"משהורו השוטרים למונית לעצור, השליך הנאשם את הסם לעברה של דיאנה וזו הכניסה את הסם מסוג הרואין לתוך חולצתה.",,,,,"['הסוג הוא [הרואין], כפי שמצוין בטקסט: ""השליך הנאשם את הסם מסוג הרואין לעברה של דיאנה""']",,['לא בעל הסמים'],,,,,,,
"הצדדים הגיעו להסדר דיוני, לפיו הנאשם הודה והורשע בכתב האישום המתוקן ונשלח לקבלת תסקיר שירות מבחן.",,,,,,,,,,,['כן'],,,
"על פי תסקיר שירות המבחן מיום 16.6.15, הנאשם בן 37, רווק, טרם מעצרו התגורר בבית אימו ולא עבד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם גדל באזור בו היה חשוף למצוקה כלכלית ולעבריינות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
נשר ממערכת החינוך בתום 7 שנות לימוד.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מגיל צעיר החל לשוטט, ליצור קשרים חברתיים שוליים ולצרוך סמים מסוג קנאביס.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לאחר זמן קצר התמכרותו לסמים העמיקה והוא צרך סמים מסוג הרואין לצד העמקת מעורבות שולית, חוסר תפקוד תעסוקתי, מעורבות חוזרת בפלילים וריצוי עונשי מאסר ממושכים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
לאורך השנים ניהל הנאשם אורח חיים התמכרותי ועברייני.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לפני כשמונה שנים במהלך ריצוי מאסר השתלב בטיפול גמילה, אולם לאחר מספר חודשים חזר לצריכת סמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לפני כשנה במסגרת ריצוי עונש מאסר קודם, נטל תחליף סם מסוג מתדון, אולם לאחר שחרורו מהמאסר, שב לצרוך סמי רחוב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"הנאשם מוכר לשירות המבחן מאבחונים קודמים בין השנים 1996-2015, במהלכם שלל בעייתיות במצבו והתקשה להיעזר בגורמי טיפול.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לאחרונה נעשה ניסיון לשלבו בהליך טיפולי ביחידה להתמכרויות בעיר מגוריו אולם הוא עזב את המסגרת הטיפולית לאחר פרק זמן קצר וניתק קשר עם שירות המבחן, ובהמשך נעצר בגין תיק זה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
כמו כן נעדר מיומנות בסיסיות ביצירת קשרים וניהול מסגרות חיים ומתנהל על פי דפוסים התמכרותיים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
נוכח התרשמות שירות המבחן כי הנאשם חסר מוטיבציה ממשית ונעדר כוחות ובשלות להשתלבות בהליך טיפול אינטנסיבי וארוך טווח לא בא שירות המבחן בהמלצה לשחרורו לקהילה טיפולית.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מאינפורמציה עדכנית עולה כי כעת החל הנאשם בהליך קבלה לפרויקט גמילה מסמים במסגרת בית המעצר, אך טרם שולב בפרויקט.",,,,,,,,,,,,,,
"בהתייחסו לעבירה הנוכחית, הנאשם מודה ומסביר את הרקע לביצוען כחלק מניהול אורח חיים התמכרותי ושולי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ניכר כי הוא מכיר בפסול שבביצוע העבירה, מבטא חרטה ומוכן לשאת בתוצאות מעשיו.",,,,,,,,,['כן'],['כן'],,,,
"כיום מבטא הנאשם עייפות מאורח חיים התמכרותי ורצון לערוך שינוי באורח חייו ולהשתלב בהליך טיפול גמילה ארוך טווח ומשמעותי במסגרת שב""ס.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שירות המבחן התרשם מנאשם אשר מילדותו נחשף לעבריינות וסמים, מנהל אורח חיים בלתי יציב, התמכרותי ושולי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
ניסיונות לשלבו במסגרות גמילה לאורך השנים לא צלחו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ניכר כי הוא בעל קשיים לעמידה בגבולות ובכללים ומתקשה להתמודד מול דמויות בעלות סמכות, באופן שמעלה ספק באשר ליכולתו להשתלב לאורך זמן בטיפול גמילה ארוך טווח.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לטענת ב""כ המאשימה, עו""ד לירן ממן, לנאשם 19 הרשעות קודמות משנת 1994 ועד היום וכן תלוי ועומד נגדו מאסר על תנאי בן 12 חודשים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,
הנאשם ריצה בעברו מאסרים מאחורי סורג ובריח אולם לא היה בהם כדי להביא לשינוי באורח חייו העברייני.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
שתי הרשעותיו הקודמות הן  מתחום הסמים בגינן ריצה מאסרים ארוכים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם ביצע את העבירות בתיק דנן פחות משנה לאחר שהשתחרר ממאסר וכשמעל ראשו מרחף מאסר על  תנאי בן 12 חודשים וגם בכך לא היה כדי להרתיעו.,,,,,,,,,,,,,,
