text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג",0.00014521574,2.8526456e-05,2.2420212e-05,0.9999876,0.00043283033,0.0010785665,0.00058341556,0.030909022,0.03879917,0.00016855984,0.0012660682
"חוק העונשין, תשל""ז-1977: סע'  40ט'",0.00012617499,3.0286608e-05,2.3826948e-05,0.9999875,0.00038225763,0.00096274394,0.00043655385,0.012318145,0.0958165,0.000101767255,0.00022248017
"בטרם שמיעת הראיות, הנאשמת - אזרחית ישראל ותושבת רוסיה – הודתה במסגרת הסדר טיעון, כי בתאריך 23.08.17 החזיקה שלא כדין סם מסוכן מסוג קוקאין במשקל 490.51 גרם (להלן: ""הסם"").",0.0001281666,3.0363735e-05,0.9999627,8.926099e-06,0.999613,0.9998357,0.9986356,0.006844079,0.012108767,0.00016832518,0.99973255
"על יסוד הודאתה בעובדות כאמור, היא הורשעה בעבירה של החזקת סמים שלא לצריכה עצמית, לפי סעיף 7(א) ו- (ג) לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973.",0.0001518163,3.09692e-05,0.9997242,9.021925e-06,0.00092878175,0.0011827726,0.05885354,0.0077875666,0.055482745,0.00015105419,0.9997768
הסדר הטיעון לא כלל הסכמה לעניין העונש.,0.00021833842,3.213706e-05,2.4743025e-05,0.99998486,0.00045360994,0.0010641088,0.00060366915,0.0022067167,0.011341513,0.00014083124,0.00039441354
"לבקשת הנאשמת, התבקש שירות המבחן להגיש עליה תסקיר.",0.00018296349,3.1427702e-05,1.8133172e-05,0.99998724,0.00045755928,0.0009360086,0.0004413606,0.0019549858,0.008882004,0.00010700678,0.00029977667
"בתסקיר שירות המבחן על הנאשמת, צוינו בין היתר הדברים הבאים:",0.00017091206,3.07565e-05,1.7518423e-05,0.9999875,0.00046238006,0.0010362759,0.00042311646,0.003942402,0.024467407,0.00013582908,0.0004266857
"בת 45, נשואה פעם שניה, ללא ילדים.",0.0005269003,0.99999607,2.9491212e-05,9.051683e-06,0.00040288217,0.001351207,0.001197963,0.3103522,0.013275725,0.00047542792,0.006029137
הוריה נפטרו.,0.0004903629,0.99999404,3.7854796e-05,9.779733e-06,0.0006762751,0.001293829,0.001525018,0.5009107,0.013356661,0.0003487645,0.0005914828
אחיה מתגורר ברוסיה והקשר עמו שטחי.,0.00017663462,0.9999956,3.7990267e-05,9.382917e-06,0.0005740982,0.0010293784,0.002656423,0.4867179,0.004316429,0.00020305258,0.00030489222
הגיעה לארץ לאחר נישואיה הראשונים.,0.00014355223,0.999995,3.229879e-05,9.47205e-06,0.0005986434,0.0010054772,0.00153176,0.46814224,0.015242107,0.00029089212,0.0003704254
