text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), 7(ג), 13, 19א, 36א(ב)",,,,,,,,,,,,,,
"הנאשם שלפניי, אימן מסארווה (להלן: ""הנאשם 1"" או ""הנאשם"") הורשע ביום 28.3.23 על-סמך הודאתו בעובדות כתב אישום מתוקן אשר הוגש נגדו ונגד אחרים.",,,,,,,,,,,['כן'],,,
"על נאשם זה הושתו 16 חודשי מאסר לריצוי בפועל לאחר שהורשע בעבירה שעניינה סיוע לסחר בסם מסוכן בהתאם לסעיפים 13 ו- 19א לפקודת הסמים המסוכנים, בצירוף לסעיף 31 לחוק.",,,,,,,,,,,,,,
"יש לציין, כי עניינם של הנאשמים הנ""ל הופרד מעניינו של הנאשם מושא גזר דין זה, נוכח הדרדרות ממשית ומשמעותית במצב בריאותו, אשר עליה הצביע בא כוחו עובר לגזירת דינו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בבקשה נטען, כי הנאשם 1 סובל מגידול ממאיר בבלוטת התריס וזקוק להתערבות רפואית דחופה; משכך, נתבקשתי להתחשב עובר לגזירת הדין במצבו הרפואי העדכני.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
נאשמים 1 ו-2 הם אחים; נאשמים 3 ו - 4 גם הם אחים.,,,,,,,,,,,,,,
"סוכם, כי נאשם 1 ימכור לסוכן סם מסוכן מסוג קוקאין בכמות של כ- 100 גרם תמורת 24,000 ₪, ביום המחרת.",,,,,['סוג הסמים הוא קוקאין'],['[100 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,
"סוכם כי הנאשמים 1 ו - 4 ימכרו לסוכן סם מסוג קוקאין כאשר הנאשם 2, נאשם 3 ואיסמעיל יסייעו להם בכך.",,,,,['סוג הסמים הוא קוקאין'],,['לא בעל המעבדה'],,,,,,,
"בהתאם לסיכום, בסמוך לשעה 15:40, הגיעו הנאשמים 3,  4 ואסמאעיל למקום העסקה ברכב מסוג יונדאי איוניק מ""ר 50601501, כשהם מחזיקים ברכב זה בצוותא חדא (עם הנאשמים 1 ו- 2) סם מסוג קוקאין במשקל כולל של 98.25 גרם נטו, ללא היתר על פי דין.",,,,,['סוג הסמים הוא קוקאין'],['[1 - גרם]'],['לא בעל הסמים'],,,,,,,
"זה האחרון מסר את הסמים לסוכן, אשר שקל אותם והתלונן על איכותם.",,,,,,,,,,,,,,
"בסיומה של השיחה עם נאשם 1, שב הסוכן לרכב ומסר לנאשם 4 סך של 24,000 ש""ח תמורת הסמים ובמסגרת העסקה.",,,,,,,['לא בעל הסמים'],,,,,,,
צוין בכתב האישום המתוקן כי במעשיהם המפורטים לעיל נאשמים 1 ו- 4 סחרו בצוותא חדא בסם מסוכן מסוג קוקאין במשקל כולל של 98.25 גרם נטו.,,,,,['סוג הסמים הוא קוקאין'],['[98.25 - גרם]'],"['הנאשם לא מוזכר כבעל המעבדה, אלא רק כמי שסחר בסם מסוג קוקאין במשקל של 98.25 גרם נטו. לכן, הוא לא בעל המעבדה, אלא בעל הסמים']",,,,,,,
אלו אף החזיקו בו שלא לצריכתם העצמית.,,,,,,,,,,,,,,
"הנאשמים 2, 3 ואיסמאעיל סייעו לנאשמים 1 ו-4 לסחור בסם מסוכן מסוג קוקאין במשקל האמור.",,,,,['סוג הסמים הוא קוקאין'],,"['לא בעל המעבדה, בעל הסמים']",,,,,,,
כמו כן הנאשם 3 ואיסמעיל החזיקו בסם שלא לצריכתם העצמית.,,,,,,,,,,,,,,
השניים סיכמו שהנאשם 1 ימכור לסוכן סם מסוכן מסוג קוקאין בכמות של 100 גרם תמורת 240 ₪ (לגרם).,,,,,['סוג הסמים הוא קוקאין'],['[100 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,
"בהמשך למתואר לעיל, סיכם הנאשם 1 עם הנאשם 3 ואיסמעיל, כי ימכור לסוכן, בסיועם של איסמעיל והנאשם 3, סם מסוכן מסוג קוקאין.",,,,,['סוג הסמים הוא קוקאין'],,"['[בעל הסמים, לא בעל המעבדה]']",,,,,,,
"בהתאם לסיכום, הנאשם 3 ואסמאעיל שנכחו במקום העסקה מבעוד מועד, המתינו ברכב מסוג מזדה 6 מ""ר 2327576 כשהם מחזיקים ברכב סם מסוכן מסוג קוקאין במשקל כולל של 99.69 גרם נטו, ללא היתר על פי דין.",,,,,['סוג הסמים הוא קוקאין'],['[1 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,
"הסוכן שקל את הסמים ופנה בתלונה לנאשם 3, לפיה חסרים מספר גרמים מן הסמים.",,,,,,,,,,,,,,
"צוין בכתב האישום המתוקן, כי במעשיהם המפורטים לעיל, הנאשם 1 סחר בסם מסוכן מסוג קוקאין במשקל כולל של 99.69 גרם נטו, בסיועם של הנאשם 3 ושל איסמאעיל, אשר החזיקו בסם שלא לצריכה עצמית וללא היתר על פי דין.",,,,,['סוג הסמים הוא קוקאין'],['[1 - גרם]'],"['הנאשם 1 הואשם בסחר בסמים מסוג קוקאין במשקל כולל של 99.69 גרם נטו, בסיוע של אחרים, כולל איסמאעיל. הוא לא מוזכר כבעל המעבדה, אלא רק כ']",,,,,,,
"במסגרתו של תסקיר שירות המבחן, פורט כי הנאשם 1, בן 52, נשוי ואב לארבעה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ממידע עדכני שהתקבל מטעם גורמי שב""ס עלה שהנאשם  מצוי מזה למעלה מחודשיים בתוכנית טיפולית המיועדת לטיפול בבעיות חיים ובבעיית השימוש שלו בחומרים משני תודעה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"כיום, הוא משמש כבעל תפקיד בתוכנית הנ""ל כאיש קשר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם מגיע באופן סדור למפגשים, מכבד את החוקים והנהלים של המסגרת הטיפולית, ומשתף מתוך עולמו הפנימי ובידע שצבר מתחום ההתמכרויות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הוסף, כי גורמי הטיפול ציינו, כי קיימת אצל הנאשם מוטיבציה ורצון לבצע באישיותו שינוי משמעותי באמצעות הליך גמילה נוסף.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מעיון בגיליון  הרישום הפלילי עלה, כי לחובתו הרשעה אחת משנת 2011 שעניינה היה סחר בסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לדבריו של הנאשם, משפחתו סובלת ממצוקה כלכלית קשה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בבואו של שירות המבחן להעריך את סיכויי שיקומו של הנאשם, צוין, כי על גורמי הסיכוי בעניינו נמנים הבושה שחש אל מול ילדיו והירתמותו להליך של הכנה לטיפול גמילה במסגרת כתלי הכלא.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הוער, כי קשייו הכלכליים של הנאשם ומצבו הרפואי (שנסקר בהרחבה במסגרתו של התסקיר) אף הם אינם תורמים להפחתת קשייו בכל הקשור לסדר החברתי ולגבולות החוק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"צוין גם, שסנקציות עונשיות שהושתו עליו בעבר לא הובילו את הנאשם לתיקון דרכיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בהם פורט, כי לנאשם 1, יליד 1972, ארבע הרשעות קודמות (אשר התיישנו זה מכבר) שעיקרן מתחום הסמים והרכוש.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,
בגין עבירות אלו ריצה הנאשם ארבע שנות מאסר ומחצה (במצטבר) (ראו: טעת/2).,,,,,,,,,,,,,,
"הוזכר, כי עסקינן כאן בסם מסוכן מסוג קוקאין בכמות שאינה מבוטלת.",,,,,['סוג הסמים המוזכר בטקסט הוא קוקאין'],,,,,,,,,
"נוכח המקובץ ועל רקע הנתונים שלפיהם הנאשם 1 הודה בהזדמנות הראשונה וחסך זמן שיפוטי, עתרה המאשימה למקם את עונשו במרכז מתחם הענישה, תוך צבירת העונשים.",,,,,,,,,,,,,,
התייחסות עדכנית מאת המאשימה למצבו הרפואי של הנאשם 1,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בכל הנוגע למצבו הרפואי העדכני של הנאשם 1 ובהתאם להחלטתי, הגישה ב""כ המלומדת של המאשימה,  עו""ד שטיינשניד,  טיעונים בכתב הנתמכים בחוות דעתו הרפואית של ד""ר דוד אדלמן.",,,,,,,,,,,,,,
"צוין, כי כעולה מחוות דעתו של ד""ר אדלמן, סוג הסרטן אשר אובחן אצל הנאשם – קרצינומה פילרית, הוא הסוג ההיסטולוגי הנפוץ ביותר, אשר סיכויי הסובלים ממנו להחלים גבוהים ביותר.",,,,,,,,,,,,,,
"משאלה הם פני הדברים, ציין ד""ר אדלמן במסגרת חוות דעתו, כי הנאשם יוכל להיות נתון במעקב במסגרת בית הכליאה ולקבל באמצעותו את כל הטיפולים הרלוונטיים להחלמתו (להוציא בזמן ניתוחו).",,,,,,,,,,,,,,
"הוער, כי מצבו הרפואי של הנאשם דכאן אינו נמנה עם אחד ממקרים אלו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
עד זה פירט על אודות בעיותיו הרפואיות של הנאשם ועל המצב הכללי ששורר בתא המשפחתי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בהקשר זה צוין, כי מאז מעצרו של הנאשם, הוא (העד) זה שדואג לפרנסת משפחתו של הנאשם.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
העד אף פירט כי הוא עתיד לשלב את הנאשם בעסקיו לאחר שיסיים ריצוי עונשו.,,,,,,,,,,,,,,
"הודגש, כי הנאשם הוא אסיר למופת, שהחל בתהליך שיקום מהותי בין כותלי בית הסוהר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הודגש, כי הנאשם נטל אחריות מלאה על מעשיו והוא מבין כדבעי את הקשיים הניצבים לפתחו עד לשיקומו המלא.",,,,,,,,,['לא'],['כן'],,,,
