Unnamed: 0,verdict,text,part
0,ME-22-03-60484-11,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), 7(ג), 13, 19א, 36א(ב)", אימן מסארווה (עציר) 
1,ME-22-03-60484-11,"חוק העונשין, תשל""ז-1977: סע'  29, 31, 40ט, 40יג (א), 40יג(ג)", אימן מסארווה (עציר) 
2,ME-22-03-60484-11,"הנאשם שלפניי, אימן מסארווה (להלן: ""הנאשם 1"" או ""הנאשם"") הורשע ביום 28.3.23 על-סמך הודאתו בעובדות כתב אישום מתוקן אשר הוגש נגדו ונגד אחרים.",כללי
3,ME-22-03-60484-11,"הנאשם הורשע בשתי עבירות שעניינן סחר בסם מסוכן בהתאם לסעיפים 13 ו- 19א לפקודת הסמים המסוכנים [נוסח חדש] התשל""ג - 1973 (להלן: ""פקודת הסמים המסוכנים"" או ""הפקודה"") בצירוף לסעיף 29 לחוק העונשין, התשל""ז - 1977 (להלן: ""חוק העונשין"" או ""החוק""); וכן בעבירה שעניינה החזקת סם מסוכן שלא לצריכה עצמית בצוותא חדא, בהתאם לסעיפים 7(א)  ו -7(ג) רישא לפקודת הסמים המסוכנים.",כללי
4,ME-22-03-60484-11,"בנוסף לאמור, נאשם זה הוכרז במסגרת הסדר הטיעון ""כסוחר סמים"" בהתאם לסעיף 36א(ב) לפקודה.",כללי
5,ME-22-03-60484-11,"כאן המקום לציין, כי עונשו של הנאשם מס' 2 בכתב האישום המקורי (מוהנד מסארווה), נגזר על ידיי ביום 17.5.23 לאחר שבהסכמת הצדדים, עניינו נדון בנפרד מעניינם של הנאשמים האחרים.",כללי
6,ME-22-03-60484-11,"על נאשם זה הושתו 16 חודשי מאסר לריצוי בפועל לאחר שהורשע בעבירה שעניינה סיוע לסחר בסם מסוכן בהתאם לסעיפים 13 ו- 19א לפקודת הסמים המסוכנים, בצירוף לסעיף 31 לחוק.",כללי
7,ME-22-03-60484-11,עונשם של הנאשם מס' 3 (פאדי אבו סבית) והנאשם מס' 4  (פואד אבו סבית) נגזר על ידיי ביום 1.11.23.,כללי
8,ME-22-03-60484-11,על השניים הושתו 30 חודשי מאסר לריצוי בפועל.,כללי
9,ME-22-03-60484-11,"עונש זה הוטל על הנאשם מס' 3 בגין הרשעתו בשתי עבירות שעניינן סיוע לסחר בסם מסוכן בהתאם לסעיפים 13 ו- 19א לפקודת הסמים המסוכנים, בצירוף לסעיף 31 לחוק  וכן בשתי עבירות שעניינן החזקת סם מסוכן שלא לצריכה עצמית בהתאם לסעיפים 7(א) ו -7(ג) רישא לפקודת הסמים המסוכנים; בעוד על הנאשם מס' 4 עונש זה הוטל בגין הרשעתו בעבירה שעניינה סחר בסם מסוכן בהתאם לסעיפים 13 ו- 19א לפקודת הסמים המסוכנים בצירוף לסעיף 29 לחוק; וכן בעבירה שעניינה החזקת סם מסוכן שלא לצריכה עצמית בצוותא חדא, בהתאם לסעיפים 7(א)  ו -7(ג) רישא לפקודת הסמים המסוכנים.",כללי
10,ME-22-03-60484-11,"יש לציין, כי עניינם של הנאשמים הנ""ל הופרד מעניינו של הנאשם מושא גזר דין זה, נוכח הדרדרות ממשית ומשמעותית במצב בריאותו, אשר עליה הצביע בא כוחו עובר לגזירת דינו.",כללי
11,ME-22-03-60484-11,"בבקשה נטען, כי הנאשם 1 סובל מגידול ממאיר בבלוטת התריס וזקוק להתערבות רפואית דחופה; משכך, נתבקשתי להתחשב עובר לגזירת הדין במצבו הרפואי העדכני.",כללי
12,ME-22-03-60484-11,"נוכח התפתחות זו, התבקשה עמדת המאשימה.",כללי
13,ME-22-03-60484-11,אל עמדות הצדדים בכל הנוגע לסוגיה זו אתייחס בהרחבה להלן.,כללי
14,ME-22-03-60484-11,"עובדות הרשעתם של הנאשמים בכתב האישום המתוקן, הינן כדלהלן (אעיר, כי בשים לב לכך שהמעשים המיוחסים לנאשם 1 ולנאשמים 3 ו – 4 כרוכים ומשולבים אלו באלו הדברים יובאו במלואם ויתייחסו לחלקו של כל אחד מהנאשמים) -",עובדות ההרשעה  
15,ME-22-03-60484-11,"במועדים הרלוונטיים לכתב אישום זה, פעל הסוכן המשטרתי, המכונה נ""פ 608192/21 (להלן: ""הסוכן"") בשליחות משטרת ישראל ורכש בהוראתה, באישורה ובכספה סמים, כלי נשק ותחמושת.",עובדות ההרשעה  
16,ME-22-03-60484-11,בין הסוכן לבין הנאשם 1 קיימת היכרות מוקדמת.,עובדות ההרשעה  
17,ME-22-03-60484-11,נאשמים 1 ו-2 הם אחים; נאשמים 3 ו - 4 גם הם אחים.,עובדות ההרשעה  
18,ME-22-03-60484-11,אסמאעיל טאהא הוא מכרם של הנאשמים 1 ו -2 ושכנם של הנאשמים 3 ו - 4.,עובדות ההרשעה  
19,ME-22-03-60484-11,"במועדים שונים, סיכמו הנאשמים ואסמאעיל לסחור בסמים מסוכנים מסוגים שונים ולמכור אותם, כמפורט להלן:",עובדות ההרשעה  
20,ME-22-03-60484-11,אישום ראשון (מתייחס לכלל הנאשמים),עובדות ההרשעה  
21,ME-22-03-60484-11,בתאריך 18.8.21 שוחח נאשם 1  עם הסוכן.,עובדות ההרשעה  
22,ME-22-03-60484-11,"סוכם, כי נאשם 1 ימכור לסוכן סם מסוכן מסוג קוקאין בכמות של כ- 100 גרם תמורת 24,000 ₪, ביום המחרת.",עובדות ההרשעה  
23,ME-22-03-60484-11,"בתאריך 19.8.21 סיכם הנאשם 1 עם הסוכן, כי העסקה תתבצע בתחנת ""דלק"" בכפר קאסם.",עובדות ההרשעה  
24,ME-22-03-60484-11,"סוכם כי הנאשמים 1 ו - 4 ימכרו לסוכן סם מסוג קוקאין כאשר הנאשם 2, נאשם 3 ואיסמעיל יסייעו להם בכך.",עובדות ההרשעה  
25,ME-22-03-60484-11,"בנוסף, אמר נאשם 1 לנאשם 2, כי עליו לשוחח עם נאשם 4 ולהנחות אותו לבצע את עסקת הסמים עם הסוכן במקום העסקה.",עובדות ההרשעה  
26,ME-22-03-60484-11,"לאחר שתיאם את הדבר עם הנאשם 2 , נאשם 4 סיכם עם נאשם 3 ועם אסמאעיל לבצע את העסקה במקום הנ""ל.",עובדות ההרשעה  
27,ME-22-03-60484-11,"סמוך לשעה 15:20, הגיע הסוכן למקום העסקה באמצעות מונית והמתין.",עובדות ההרשעה  
28,ME-22-03-60484-11,"בהתאם לסיכום, בסמוך לשעה 15:40, הגיעו הנאשמים 3,  4 ואסמאעיל למקום העסקה ברכב מסוג יונדאי איוניק מ""ר 50601501, כשהם מחזיקים ברכב זה בצוותא חדא (עם הנאשמים 1 ו- 2) סם מסוג קוקאין במשקל כולל של 98.25 גרם נטו, ללא היתר על פי דין.",עובדות ההרשעה  
29,ME-22-03-60484-11,"במקום העסקה, נאשם 4 יצא מן הרכב, פנה לסוכן, הזדהה וציין, כי הגיע מטעמו של הנאשם 1.",עובדות ההרשעה  
30,ME-22-03-60484-11,"או אז, נאשם 4 והסוכן נכנסו לרכב ובנוכחות הנאשם 3 ואסמאעיל, הוציא הנאשם 4 את הסמים ממכנסיו ומסר אותם לנאשם 3.",עובדות ההרשעה  
31,ME-22-03-60484-11,"זה האחרון מסר את הסמים לסוכן, אשר שקל אותם והתלונן על איכותם.",עובדות ההרשעה  
32,ME-22-03-60484-11,"בשלב זה, ביקש הסוכן מן הנאשמים 3, 4 ואסמאעיל שיסעו לכיוון המונית כדי שימסור להם את הכסף תמורת הסמים.",עובדות ההרשעה  
33,ME-22-03-60484-11,"אסמאעיל נהג ברכב לכיוון המונית, הסוכן יצא מן הרכב ומיד התקשר לנאשם 1 והתלונן באוזניו על איכות הסמים.",עובדות ההרשעה  
34,ME-22-03-60484-11,"נאשם 1 השיב לסוכן כי הסמים ""באחריות""; הוא אף הציע לקנות ממנו כמות גדולה יותר באשראי.",עובדות ההרשעה  
35,ME-22-03-60484-11,"בסיומה של השיחה עם נאשם 1, שב הסוכן לרכב ומסר לנאשם 4 סך של 24,000 ש""ח תמורת הסמים ובמסגרת העסקה.",עובדות ההרשעה  
36,ME-22-03-60484-11,"מיד לאחר מכן, חזר הסוכן למונית ועזב את מקום העסקה.",עובדות ההרשעה  
37,ME-22-03-60484-11,צוין בכתב האישום המתוקן כי במעשיהם המפורטים לעיל נאשמים 1 ו- 4 סחרו בצוותא חדא בסם מסוכן מסוג קוקאין במשקל כולל של 98.25 גרם נטו.,עובדות ההרשעה  
38,ME-22-03-60484-11,אלו אף החזיקו בו שלא לצריכתם העצמית.,עובדות ההרשעה  
39,ME-22-03-60484-11,"הנאשמים 2, 3 ואיסמאעיל סייעו לנאשמים 1 ו-4 לסחור בסם מסוכן מסוג קוקאין במשקל האמור.",עובדות ההרשעה  
40,ME-22-03-60484-11,כמו כן הנאשם 3 ואיסמעיל החזיקו בסם שלא לצריכתם העצמית.,עובדות ההרשעה  
41,ME-22-03-60484-11,אישום שני (נאשמים 1 ו- 3 בלבד),עובדות ההרשעה  
