text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* הנאשם, שהורשע בעבירות של סחר בסם מסוכן, תיווך בסם מסוכן והחזקת סמים שלא לצריכה עצמית, נידון ל- 24 חודשי מאסר בפועל, שני מאסרים על תנאי וקנס בסך של 8,000 ₪ או 30 מאסר תחתם.",['הנאשם קיבל 24 חודשי מאסר בפועל'],['24 חודשי מאסר בפועל'],"['הנאשם קיבל קנס של 8,000 ₪ או 30 ימי מאסר תחתיו']",,,,,,,,,,,
"הנאשם הורשע על פי הודאתו, במסגרת הסדר טיעון, בעבירות של סחר בסם מסוכן, תיווך בסם מסוכן, החזקת סמים שלא לצריכה עצמית.",,,,,,,,,,,,,['כן'],
"לאור מכלול הנסיבות והשיקולים השונים יש לגזור על הנאשם 24 חודשי מאסר בפועל, שני מאסרים על תנאי וקנס בסך של 8,000 ₪ או 30 ימי מאסר תחתם.",['הנאשם קיבל 24 חודשי מאסר בפועל'],['24 חודשי מאסר בפועל'],"['הקנס שקיבל הנאשם הוא 8,000 ₪']",,,,,,,,,,,
"הנאשם הורשע על פי הודאתו, שניתנה במסגרת הסדר טיעון, בעבירות שיוחסו לו בכתב האישום המתוקן.",,,,,,,,,,,,,['כן'],
"לנוכח ההיכרות, ידע הסוכן כי לנאשם גישה לסמים מסוג קנאביס.",,,,,,,,,,,,,,
"בכתב האישום צוין, כי במהלך חודש ספטמבר 2021 התקשר הנאשם אל הסוכן והציע לו למכור סמים מסוג גראס.",,,,,,,,,,,,,,
הסוכן בתגובה סירב להצעה ואמר לנאשם כי הוא מתעסק בסם מסוג קוקאין.,,,,,,,,,,,,,,
במהלך המפגש שב הנאשם והציע לסוכן לרכוש ממנו סמים מסוג קנאביס.,,,,,,,,,,,,,,
בתגובה השיב הסוכן כי אינו מתעסק בסמים מסוג קנאביס אלא רק בסמים סמוג קוקאין.,,,,,,,,,,,,,,
הנאשם שאל את הסוכן כמה גרם קוקאין הוא מעוניין לרכוש והסוכן השיב 50 גרם לכל הפחות במחיר של 350 ₪ לגרם ואם ישיג עבורו 100 גרם יוכל לרכוש ב-300 ₪ לגרם.,,,,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""הנאשם שאל את הסוכן כמה גרם קוקאין הוא מעוניין לרכוש והסוכן השיב 50 גרם לכל הפחות במחיר של 350 ₪ לגרם.""']",['[100 - גרם]'],['לא בעל הסמים'],,,,,
