text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
* בית המשפט גזר על הנאשם שהורשע במסגרת הכרעת הדין בשתי עבירות של הפרעה לשוטר במילוי תפקידו עונש של מאסר מותנה למשך 4 חודשי מאסר על תנאי.,[],['4 חודשי מאסר על תנאי'],[],,,,,,,,,,,
בית המשפט נדרש לגזור את דינו של הנאשם שהורשע בשתי עבירות של הפרעה לשוטר במילוי תפקידו.,,,,,,,,,,,,,,
"לאחר שמיעת הראיות, בהכרעת הדין שניתנה על ידי ביום 19.10.2021, מצאתי לזכות את הנאשם מעבירת הסמים שיוחסה לו בכתב האישום; לא מצאתי לקבל את עתירת המאשימה להרשיע את הנאשם מהעובדות שהתגלו במהלך המשפט בעבירת שיבוש מהלכי משפט; ומצאתי להרשיע את הנאשם בשתי עבירות של הפרעה לשוטר במילוי תפקידו.",,,,,,,,,,,,,['לא'],
"מחוות דעת הממונה על עבודות השירות שהוגשה בעניינו של הנאשם ביום 06.01.2022, עולה כי הנאשם מתאים לביצוע עבודות שירות, ואולם לא נמצא עבורו מקום להשמה בשל אי הסכמתו לרצות העבודות בתנאים שנקבעו על ידי הממונה מהטעם שאינו מסוגל לכך מבחינה נפשית ובריאותית.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"מטבע הדברים, מתחמי הענישה בכל מקרה ומקרה משתנים בהתאם לכלל הנסיבות שנלוו לעבירות, ואילו העונשים שמושתים בסופו של דבר בתוך המתחמים או מחוצה להם, תלויים במאפייניהם האישיים של הנאשמים השונים, כגון קיומו של עבר פלילי, הבעת חרטה וקבלת אחריות על המעשים, השתתפות בהליכים טיפוליים, ככל שזה נדרש, וכד'.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,
"בעניין זה, נתתי דעתי לעברו הפלילי של הנאשם (ת/13), הכולל חמש הרשעות קודמות: הראשונה, משנת 2003 (שהתיישנה זה מכבר), בעבירה של ביצוע עבודות בלא היתר, בגינה הושתו על הנאשם עונשים בדמות קנס וצו הריסה; השנייה, משנת 2004 (שהתיישנה זה מכבר), בעבירות של התפרצות למגורים, היזק לרכוש, גניבה והחזקת מכשירי פריצה, בגינה הושתו על הנאשם עונשים בדמות מאסר בעבודות שירות, מאסר מותנה וקנס; השלישית, משנת 2013, בעבירה של ביצוע עבודה ללא היתר, בגינה הושת על הנאשם עונש בדמות קנס; הרביעית, משנת 2016, בעבירות של פגיעה בפרטיות, איומים והפרת צו בית משפט, בגינה הושתו על הנאשם עונשים בדמות מאסר מותנה וצו של""צ; והחמישית, משנת 2019, בעבירות של החזקת סם לצריכה עצמית והחזקת כלים להכנת סם שלא לצריכה עצמית, בגינה הושתו על הנאשם עונשים בדמות מאסר מותנה, קנס, פסילת רישיון נהיגה בפועל ועל תנאי.",,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : כן', '11 : כן']",,,,,,,,,,
"ברוח הדברים האמורים, נתתי משקל לא מבוטל למצבו הבריאותי של הנאשם כעולה מהתעודות הרפואיות שהוגשו על ידי ההגנה (נ/3).",,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"מנגד ולחומרה, התרשמתי שהנאשם אינו לוקח אחריות מלאה על מעשיו.",,,,,,,,,,,['לא'],['לא'],,
"מאסר מותנה למשך 4 חודשים, אשר יופעל אם תוך תקופה של 3 שנים מהיום הנאשם יעבור עבירת הפרעה לשוטר במילוי תפקידו.",[],['4 חודשים'],[],,,,,,,,,,,
"קנס בסך 1,500 ₪ או 10 ימי מאסר תמורתו.",[],[],"['1,500 ₪']",,,,,,,,,,,
הקנס ישולם ב 10 שיעורים שווים ורצופים שהראשון שבהם בתוך 60 יום מהיום.,,,,,,,,,,,,,,
"הנאשם יצהיר על התחייבות על סך 5,000 ₪ להימנע מביצוע עבירה של הפרעה לשוטר במילוי תפקידו, וזאת למשך שנתיים מהיום.",[],[],[],,,,,,,,,,,
"בשל נסיבותיו האישיות של הנאשם ומצבו הכלכלי, הנני פוטרת אותו מתשלום אגרת הסנגוריה הציבורית.",,,,,,,,,,,,,,
רשמתי לפניי את התחייבות הנאשם להימנע מביצוע העבירה כמפורט בגזר הדין.,,,,,,,,,,,,,,
ניתן בזאת צו להשבת המוצגים – פלאפונים לבעלים.,[],[],[],,,,,,,,,,,
ניתן בזאת צו להשמדת המוצג – סמים.,[],[],[],,,,,,,,,,,
