feature_key,text,extraction
PURPOSE,"כן מואשם הנאשם בכך, שבתאריך 11/8/11, במהלך חתונה בכפר פסוטה, הוא ירה מנשק חם, אותו החזיק ללא רשות על פי דין וזאת  - באזור מגורים וללא הסבר סביר.","['BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""כן מואשם הנאשם בכך, שבתאריך 11/8/11, במהלך חתונה בכפר פסוטה, הוא ירה מנשק חם, אותו החזיק ללא רשות על פי דין וזאת  - באזור מגורים וללא הסבר סביר.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית] תשובה: חתונה']"
PURPOSE,"הסנגור טוען, כי לא הייתה לנאשם כל כוונה להשתמש בנשק למטרה פלילית או זדונית כלשהי וכי, למעשה, הוא טרם עשה שימוש בנשק.","['BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""הסנגור טוען, כי לא הייתה לנאשם כל כוונה להשתמש בנשק למטרה פלילית או זדונית כלשהי וכי, למעשה, הוא טרם עשה שימוש בנשק.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית]EOS_TOKEN:\nתדמית', 'BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""כן מואשם הנאשם בכך, שבתאריך 11/8/11, במהלך חתונה בכפר פסוטה, הוא ירה מנשק חם, אותו החזיק ללא רשות על פי דין וזאת  - באזור מגורים וללא הסבר סביר.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית] תשובה: חתונה']"
PURPOSE,"בב""ש 625/82 מחמוד נ' מדינת ישראל  (16.8.1982), נקבע מדרג של חומרה בהתייחס לעבירה של החזקת נשק, כאשר החזקתו לשם ביצוע מעשים, המיועדים לפגוע בביטחון המדינה או בביטחון הציבור, נמצאת בדרגת החומרה הגבוהה ביותר, החזקתו לצורך ספורט, ציד או שעשוע, במקום השישי, החזקה לשם אוסף, במקום השביעי ובמקום השמיני והאחרון מצויה החזקת נשק שפג תוקף רישיונו והנאשם נמנע מלחדש את הרישיון בעתו.","['BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""הסנגור טוען, כי לא הייתה לנאשם כל כוונה להשתמש בנשק למטרה פלילית או זדונית כלשהי וכי, למעשה, הוא טרם עשה שימוש בנשק.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית]EOS_TOKEN:\nתדמית', 'BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""בב""ש 625/82 מחמוד נ\' מדינת ישראל  (16.8.1982), נקבע מדרג של חומרה בהתייחס לעבירה של החזקת נשק, כאשר החזקתו לשם ביצוע מעשים, המיועדים לפגוע בביטחון המדינה או בביטחון הציבור, נמצאת בדרגת החומרה הגבוהה ביותר, החזקתו לצורך ספורט, ציד או שעשוע, במקום השישי, החזקה לשם אוסף, במקום השביעי ובמקום השמיני והאחרון מצויה החזקת נשק שפג תוקף רישיונו והנאשם נמנע מלחדש את הרישיון בעתו.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית] תשובה: הגנה עצמית', 'BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""כן מואשם הנאשם בכך, שבתאריך 11/8/11, במהלך חתונה בכפר פסוטה, הוא ירה מנשק חם, אותו החזיק ללא רשות על פי דין וזאת  - באזור מגורים וללא הסבר סביר.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית] תשובה: חתונה']"
PURPOSE,"במקרה שבפניי אין מדובר בייצור נשק על מנת לעשות בו שימוש נגד אדם כלשהו, אלא לשם צייד וזאת - על ידי אדם אשר במשך כשני עשורים החזיק בנשק על פי היתר כדין, אשר את רישיונו שכח לחדש עקב מחלה קשה בה לקה אביו ועקב פטירת האב ממחלתו.","['BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""במקרה שבפניי אין מדובר בייצור נשק על מנת לעשות בו שימוש נגד אדם כלשהו, אלא לשם צייד וזאת - על ידי אדם אשר במשך כשני עשורים החזיק בנשק על פי היתר כדין, אשר את רישיונו שכח לחדש עקב מחלה קשה בה לקה אביו ועקב פטירת האב ממחלתו.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית]EOS_TOKEN:\nתשובה: הגנה עצמית', 'BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""הסנגור טוען, כי לא הייתה לנאשם כל כוונה להשתמש בנשק למטרה פלילית או זדונית כלשהי וכי, למעשה, הוא טרם עשה שימוש בנשק.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית]EOS_TOKEN:\nתדמית', 'BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""בב""ש 625/82 מחמוד נ\' מדינת ישראל  (16.8.1982), נקבע מדרג של חומרה בהתייחס לעבירה של החזקת נשק, כאשר החזקתו לשם ביצוע מעשים, המיועדים לפגוע בביטחון המדינה או בביטחון הציבור, נמצאת בדרגת החומרה הגבוהה ביותר, החזקתו לצורך ספורט, ציד או שעשוע, במקום השישי, החזקה לשם אוסף, במקום השביעי ובמקום השמיני והאחרון מצויה החזקת נשק שפג תוקף רישיונו והנאשם נמנע מלחדש את הרישיון בעתו.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית] תשובה: הגנה עצמית', 'BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""כן מואשם הנאשם בכך, שבתאריך 11/8/11, במהלך חתונה בכפר פסוטה, הוא ירה מנשק חם, אותו החזיק ללא רשות על פי דין וזאת  - באזור מגורים וללא הסבר סביר.""\n        מה מטרת ההחזקה של הנשק? בחר מהתשובות הבאות [בצע כסף, הגנה עצמית, חתונה, סכסוך, תדמית] תשובה: חתונה']"
TYPE_WEP,"זאת ועוד - מחוות דעת המומחה, שהוגשה מטעם התביעה (ת/1) עולה, כי ידית הדריכה של הנשק נשברה לאחר ירי של כדור אחד.","['BOS_TOKEN|START_OF_TURN_TOKEN||USER_TOKEN|""זאת ועוד - מחוות דעת המומחה, שהוגשה מטעם התביעה (ת/1) עולה, כי ידית הדריכה של הנשק נשברה לאחר ירי של כדור אחד.""\n        מהו סוג הנשק? ענה מהתשובות הבאות בלי מילה נוספת [אקדח, תת מקלע, תת מקלע מאולתר, בקבוק תבערה, מטען חבלה, רימון רסס, רובה סער, רימון הלם/גז, טיל לאו, טיל מטאדור, רובה צייד, רובה צלפים, מטען חבלה מאולתר, רובה סער מאולתר], !\nאקדח']"
OFFENCE_NUMBER,"חוק העונשין, תשל""ז-1977: סע'  40ד, 144 (א), 144 (ב2), (ג)(1), 340א",144 א
OFFENCE_NUMBER,"חוק העונשין, תשל""ז-1977: סע'  40ד, 144 (א), 144 (ב2), (ג)(1), 340א",144 ב
OFFENCE_NUMBER,"חוק העונשין, תשל""ז-1977: סע'  40ד, 144 (א), 144 (ב2), (ג)(1), 340א",144 א
OFFENCE_NUMBER,"א.	עבירות בנשק (ייצור) - עבירה לפי סעיף 144 (ב2) + (ג)(1) לחוק העונשין, התשל""ז 	- 1977 (להלן: ""חוק העונשין"").",144 ב
OFFENCE_NUMBER,עבירות בנשק (החזקה) - עבירה לפי סעיף 144 (א) + (ג)(1) לחוק.,144 א
