text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"מספר פל""א 461500/2016 פרק 6390/2016",,,,,,,,,,,,,,,,,
"ע""י ב""כ עו""ד אסף בר יוסף",,,,,,,,,,,,,,,,,
"ע""י ב""כ עו""ד סמיר אבו עאבד",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40 י'(ג), 144(א), בפרק ח' תחת",,,,,,,,,,,,,,,,,
הנאשם הורשע על פי הודאתו בעבירה של החזקת נשק שלא כדין בהתאם להוראת סעיף 144(א) רישא וסיפא לחוק העונשין.,,,,,,,,,,,,,,['כן'],,,
"על פי המתואר בעובדות כתב האישום, בתאריך 26.10.16, עת שנסע ברכבו במחלף להב-שומריה שבכביש 6 לכוון צפון, הבחין השוטר מיכאל אדרי (להלן: ""מיכאל"") בנאשם עומד מאחורי ארונות השקיה הצמודים לנתיבי הנסיעה.",,,,,,,,,,,,,,,,,
"בהגיעו לנאשם, הבחין מיכאל כי הנאשם מחזיק בנשק מסוג רובה תת מקלע מאולתר ומחסנית המכילה 10 קליעים בקוטר 9 מ""מ.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['על גופו'],,,"['מאחר', 'מצא']",['תת מקלע מאולתר'],,,,,,,,
במעשיו האמורים החזיק הנאשם בנשק ובאבזר תחמושת ללא רשות על פי דין להחזיקם.,,,,,,,,,,,,,,,,,
לא הייתה הסכמה לעניין העונש וכל צד היה חופשי בטיעוניו.,,,,,,,,,,,,,,,,,
"בטיעוניה הכתובים לעונש, הפנתה המאשימה לערכים המוגנים שבהם פגע הנאשם במעשיו ובכללם הגנה על שלום הציבור ובטחונו.",,,,,,,,,,,,,,,,,
"זו עמדה על החומרה הרבה הגלומה בשימוש בנשק, בין אם באופן זדוני, ובין אם ברשלנות לרבות התגלגלותו של הנשק לידיים עברייניות או עוינות, בהיבט הפלילי או ביטחוני.",,,,,,,,,,,,,,,,,
"לשיטתה, מידת הפגיעה בערכים המוגנים הינה גבוהה, וזאת בשים לב לסוג הנשק, היינו תת מקלע מאולתר (בשונה אקדח), ולהמצאה של מחסנית המכילה 10 קליעים תואמים- נתון שיש בו כדי להחמיר עם הנאשם.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['תת מקלע מאולתר'],,,,,,,,
"לאור האמור ובשים לב להנחיות החדשות של פרקליט המדינה, לפסיקה הנוהגת, ולאור נפוצות העבירה, זו עתרה למתחם עונש הולם הנע בין 2.5 ועד ל-4.5 שנות מאסר בפועל, לצד ענישה נלווית.",,,,,,,,,,,,,,,,,
"בגדרו של המתחם ביקשה לתת את הדעת לעברו הפלילי של הנאשם המונה 3 הרשעות קודמות בעבירות אלימות ונשק, ולכך שעונשי מאסר שריצה לא הרתיעו אותו מלשוב ולבצע עבירות דומות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,,,,
"אליבא דידה המדובר בנאשם רצידיוויסט ומסוכן לציבור, ועל כן יש להטיל עליו ענישה משמעותית ומרתיעה.",,,,,,,,,,,,,,,,,
"עוד יש ליתן משקל נכבד לאינטרס שבהרתעת הרבים נוכח נפוצות העברות אשר הפכו ל""מכת אזור"", ולצורך במיגורן.",,,,,,,,,,,,,,,,,
"ב""כ הנאשם, מנגד, ציין בפתח דבריו ביקש להזכיר כי הנחיות פרקליט המדינה כשמן כן הן ואינן מחייבות את ביהמ""ש.",,,,,,,,,,,,,,,,,
"לגופם של דברים בבחינת הנסיבות הקשורות בביצוע העבירה, נטען כי הנאשם נפל קרבן למעשיהם של אחרים אשר סיפרו לו כי במקום ביצוע העבירה יש נחושת שניתן לקחתה, ובהתאם לדיווח זה הגיע למקום ומצא שקית.",,,,,,,,,,,,,,,,,
"כשפתח אותה שקית, גילה כי מדובר בנשק מאולתר ונתפס על ידי השוטרים.",,,,,[],,,[],['תת מקלע מאולתר'],,,,,,,,
"לדברי ההגנה המדובר בנשק פרימיטיבי שלא נמצא בשימוש, וקל להשגה.",,,,,,,,,,,,,,,,,
"אשר למאפייניו של הנאשם כי מדובר בנאשם צעיר (28), הנשוי ואב לשני פעוטות בני 1.5 ו5 חודשים.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם ומשפחתו חיים בתנאים סוציואקונומיים נמוכים ומתגוררים באוהל, ללא חיבור לחשמל ולמים, יחד עם אשתו, אמו ושתי אחיותיו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
אביו  של הנאשם נפטר בסמוך לפני מעצרו וזה נותר הגבר היחיד בבית שנטל פרנסת יושבי ביתו מוטל על כתפיו.,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
עוד ולקולא התבקש לתת את הדעת לתקופת מעצרו העומדת על כ-5 חודשים כאשר ידוע כי הוא תנאי מעצר קשים יותר מאשר תנאי המאסר.,,,,,,,,,,,,,,,,,
לכך יש להוסיף את הודאתו של הנאשם ולקיחת האחריות באופן שיש בו כדי להביא לקביעת עונש  כאורך תקופת מעצרו.,,,,,,,,,,,,,,['לא'],,,
כל צד הגיש פסיקה התומכת בעמדתו העונשית.,,,,,,,,,,,,,,,,,
