text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ב""כ המאשימה: עו""ד איריס פיקר",,,,,,,,,,,,,,,,,
"ב""כ הנאשמים: עו""ד שאדי נאטור",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  31, 40ד(א), 144(ב), 40 יג'",,,,,,,,,,,,,,,,,
"הנאשם 1 הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירה של נשיאה והובלת נשק ואביזר, לפי סעיף 144(ב) רישא וסיפא בחוק העונשין, תשל""ז-1977 (להלן: ""החוק"").",,,,,,,,,,,,,,['כן'],,,
"הנאשם 2 הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירה של סיוע לנשיאה ולהובלת נשק ואביזר, לפי סעיף 144(ב) רישא וסיפא וסעיף 31 בחוק.",,,,,,,,,,,,,,['כן'],,,
"על פי המתואר בעובדות כתב האישום המתוקן, ביום 11.10.19 בשעה 23:10 בעיר קלנסואה נהג הנאשם 1 ברכב שבבעלותו, ועמו נסעו הנאשם 2 ואדם נוסף והובילו מתחת לכיסא הנוסע שליד הנהג, אקדח מסוג FN ובו מחסנית ריקה.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']","['ברכב', 'מוסלק - מוסתר']",,,['מאחר'],['אקדח'],[],,,,,,,
"הצדדים הגיעו להסדר טיעון, לפיו הוסכם שהמאשימה תעתור לעונש של 18 חודשי מאסר בעניינו של הנאשם 1 ולעונש של 9 חודשי מאסר בפועל בעניינו של הנאשם 2, וההגנה תהא חופשיה בטיעוניה.",,,,,,,,,,,,,,,,,
כן הוסכם שהמאשימה תעתור לחילוט.,,,,,,,,,,,,,,,,,
"על פי תסקיר שירות המבחן, הנאשם כבן 20, נשר ממערכת החינוך בתום 10 שנות לימוד על רקע קשיי למידה, היעדר מוטיבציה ללימודים והצורך לסייע בפרנסת המשפחה שסבלה מקשיים כלכליים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
מאז עבד בעבודות מזדמנות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הנאשם התארס וצפוי להינשא במהלך השנה הקרובה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
