text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"על ידי ב""כ – עו""ד מירב מזרחי בשם עו""ד אייל אביטל",,,,,,,,,,,,,,,,,
הדיון מתורגם לנאשם בסיוע של עצור אחר מר וועיד אבו עראר,,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  31, 144, 144(א), 144(ב), 144(ב2)",,,,,,,,,,,,,,,,,
"כנגד הנאשם 1 ושלושה נוספים, הוגש כתב אישום משותף במסגרתו יוחסו להם עבירות נשק שונות ועבירות נלוות.",,,,,,,,,,,,,,,,,
"לאחר הגשת כתב האישום, הגיעה המאשימה עם כל אחד מהנאשמים להסדר טיעון, מה שהוביל להגשת מספר כתבי אישום מתוקנים.",,,,,,,,,,,,,,,,,
"אף כנגד הנאשם 1, שבעניינו ניתן גזר דין זה, הגיעה המאשימה להסדר טיעון הכולל כתב אישום מתוקן נפרד, יחד עם הנאשם 3.",,,,,,,,,,,,,,,,,
"הנאשם הורשע על פי הודאתו במסגרת הסדר טיעון בכתב אישום מתוקן המייחס לו עבירה של סיוע להחזקת תחמושת וסיוע להובלה ונשיאה של תחמושת, עבירות לפי סעיפים 144(א) סיפא+31 ו- 144(ב) סיפא+31 לחוק העונשין, התשל""ז – 1977 (להלן: ""חוק העונשין"").",,,,,,,,,,,,,,['כן'],,,
"בנוסף הורשע הנאשם באישום נפרד בביצוע עבירות של סיוע לסחר בחלקי נשק וסיוע להובלה ונשיאה של חלקי נשק, עבירות לפי סעיפים 144(ב2) + 31 ו- 144(ב) סיפא+31 לחוק העונשין.",,,,,,,,,,,,,,,,,
"בהתאם לעובדות כתב האישום המתוקן, עובר ליום 19.02.2020, כשנה קודם לכן לערך, פנה אחד הנאשמים לאחר וביקש ממנו לספק לו כדורי תחמושת לנשק מסוג M16.",,,,,,,,[],['רובה סער (M16)'],,,,,,,,
האחר השיב לנאשם האחר כי ינסה להשיג לו את כדורי התחמושת שביקש.,,,,,,,,[],,,,,,,,,
"במהלך התקופה האמורה נהג האחר לפקוד שטחים צבאיים בהם הצבא עורך אימונים והיה נוהג לאסוף תחמושת מסוג 5.56 מ""מ אשר נותרה בשטח מאימוני הצבא.",,,,,,,,[],['רובה סער (Assault Rifle)'],,,,,,,,
האחר עשה כן במשך כשלושה עד ארבעה חודשים.,,,,,,,,,,,,,,,,,
"לאחר שהאחר אסף תחמושת בשלושה ארגזי ""ברוס"", יצר האחר קשר עם הנאשם האחר והודיע לו כי ארגזי התחמושת ובהם הכדורים מוכנים למסירה.",,,,,[],,,[],['תת מקלע (סוג הנשק)'],,,,,,,,
"בסמוך לפני ה-19.12.2020, הגיע הנאשם האחר לרהט ופגש באחר.",,,,,,,,,,,,,,,,,
שם מסר האחר לנאשם האחר את שלושת הארגזים ובהם הכדורים לנשק.,,,,,[],,,[],"['תת-מקלע (תמ""ק) סוג הנשק המוזכר במשפט הוא תת-מקלע, שכן הוא מתאים לתיאור של ""שלושת הארגזים ובה']",,,,,,,,
"הנאשם האחר העמיס את הכדורים לרכבו ובתמורה שילם הנאשם האחר, לאחר סך של 6,000 ₪.",,,,,,,,,,,,,,,,,
"בהמשך לכך, ביום 19.2.2020 בשעה 19:00 או בסמוך לכך סיכם הנאשם יחד עם הנאשם האחר ועם אדם נוסף להוביל תחמושת ולצורך כך נפגשו בשטח ביתו של הנאשם האחר ושותפו לכתב האישום העמיסו בזה התחמושת שכללו 4,500 כדורים לרכב אחר.",,,,,,,,[],['תת מקלע (תת-מקלע)'],[],,,,,,,
הנאשם האחר עלה על רכבו ונסע לפני הרכב האחר בו נסעו הנאשם והאדם נוסף וזאת על מנת לחפות על הרכב עם התחמושת.,,,,,,,,,,,,,,,,,
הנאשם האחר הצליח לעבור את הבידוק ולהימלט במחסום ואילו הרכב בו נסע הנאשם עם האדם האחר נעצר לאחר שהם ניסו לברוח מעל דוקרנים.,,,,,,,,,,,,,,,,,
קודם  לכן הנאשם הפציר באדם האחר לנסוע למרות שאיש בטחון ושוטרים קראו להם לעצור.,,,,,,,,,,,,,,,,,
בהמשך הנאשם והאדם האחר נטשו את הרכב ונמלטו רגלית.,,,,,,,,,,,,,,,,,
"באישום השני, הנאשם סייע לאדם  אחר לסחור בחלק של רובה  M16להוביל את אותו חלק בכך שהתלווה עם אותו אדם אחר לביצוע עסקה בחברון, כשהשניים חזרו עם אותו חלק חזרה אל תוך שטח המדינה.",,,,,,,,[],['רובה סער (M16)'],,,,,,,,
"במסגרת ההסדר הצדדים עתרו לעונשים של 16 חודשי מאסר בפועל החל מיום המעצר – 17.02.2020, קנס ומאסר על תנאי.",,,,,,,,,,,,,,,"['הנאשם קיבל 16 חודשי מאסר בפועל, החל מיום המעצר - 17022020']","['הנאשם קיבל 16 חודשי מאסר בפועל, החל מיום המעצר (17022020) אין מידע על מאסר על תנאי בטקסט']",[]
"בהתחשב בהודאת הנאשם, הודאה שיש בה משום קבלת אחריות וחיסכון בזמן שיפוטי;  בהתחשב בעובדה שלנאשם אין עבר פלילי; בהתחשב באמור בתסקיר שירות המבחן, לרבות בהמלצת שירות המבחן לאמץ  את ההסדר; בהתחשב בנסיבות ביצוע העבירה, ובהתחשב בקושי הראייתי שעמד בייסוד ההסדר כעולה מטיעוני הצדדים לעונש, אני מוצא לנכון לכבד את ההסדר.",,,,,,,,,,,,,,['כן'],,,
"אשר על כן, אני גוזר על הנאשם את העונשים הבאים:",,,,,,,,,,,,,,,,,
16  חודשי מאסר בפועל שיימנו מיום מעצרו.,,,,,,,,,,,,,,,,,
"12 חודשי מאסר על תנאי, לתקופה של 3 שנים מיום שחרורו מן המאסר, שהנאשם לא יעבור עבירת נשק לפי סעיף 144 לחוק העונשין על חלופותיו השונות.",,,,,,,,,,,,,,,[],['12 חודשי מאסר על תנאי'],[]
"קנס בסך 6,000 ₪  או 30 ימי מאסר תמורתו.",,,,,,,,,,,,,,,[],[],"['6,000 ₪']"
הקנס ישולם ב-6 שיעורים חודשיים שווים ורצופים החל מיום 3.1.2021.,,,,,,,,,,,,,,,,,
זכות ערעור תוך 45 יום מהיום לבית המשפט העליון.,,,,,,,,,,,,,,,,,
"ניתנה והודעה היום כ""ה אלול תש""פ, 14/09/2020 במעמד הנוכחים.",,,,,,,,,,,,,,,,,
