text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
כבוד סגן הנשיא ירון מינטקביץ,,,,,,,,,,,,,,,,,
"מדינת ישראל
ע""י עו""ד מנאל אבו עאמר",,,,,,,,,,,,,,,,,
"פאדי לחאם
ע""י עו""ד ראמי עותמאן",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  144",,,,,,,,,,,,,,,,,
"הנאשם הורשע על פי הודאתו בעבירות של החזקת נשק, אבזר נשק ותחמושת ושיבוש הליכי משפט.",,,,,,,,,,,,,,['כן'],,,
ואלו עובדות כתב האישום:,,,,,,,,,,,,,,,,,
"בתקופה שקדמה ליום 16.11.20, החזיק הנאשם בביתו נשק דמוי רובה מסוג M16, אשר במקור נועד לירי כדוריות פלסטיק והוסב לירי תחמושת חיה בקוטר 5.56 מ""מ.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['בבית'],,,['מאחר'],['רובה סער (Assault Rifle)'],[],,,,,,,
"הנאשם החזיק את הנשק בתוך תיק, כשהוא מפורק וללא ידית הדריכה.",,,,,[],,,[],,,,,,,,,
"כמו כן, הנאשם החזיק אביזרים לרובה מסוג M16 ובהם שתי ידיות דריכה, ידית אחיזה ובית בלם, וכן 4 כדורים בקוטר 5.56 מ""מ.",,,,,,,,[],['רובה סער (Assault Rifle)'],,,,,,,,
"מחוות הדעת שנערכה ביחס לנשק עלה, כי לא ניתן היה להשתמש בו באופן בו הוחזק, משום שלא היתה בו ידית דריכה.",,,,,,,,,,,,,,,,,
"עוד עלה מחוות הדעת, כי לאחר שהוכנסה לנשק ידית דריכה, ניתן היה לירות בו ובכוחו להמית אדם.",,,,,,,,,,['ירי'],,,,,,,
"ביום 16.11.20 הגיעו אנשי כוחות הביטחון לבצע חיפוש בביתו של הנאשם, והוא השליך את התיק ובו הנשק אל מחוץ לבית, על מנת שלא ימצא.",,,,,['סמוך לבית'],,,,,,,,,,,,
"הנאשם הודה בכתב האישום כפי שהוא, ללא כל הסדר בין הצדדים.",,,,,,,,,,,,,,['כן'],,,
"הוסכם, כי במסגרת הטיעונים לעונש יוכל הסניגור להגיש את חוות הדעת הנזכרת מעלה.",,,,,,,,,,,,,,,,,
"ב""כ המאשימה הפנתה לחומרת מעשיו של הנאשם, פגיעתם בערכים מוגנים והסיכון הטמון בהם.",,,,,,,,,,,,,,,,,
לאור אלה ביקשה לקבוע כי מתחם העונש ההולם נע בין שנתיים מאסר לארבע שנות מאסר ועונשים נלווים.,,,,,,,,,,,,,,,,,
לאור הרשעתו הקודמת של הנאשם ויתר נסיבות המקרה בקשה להשית עליו עונש של שלוש שנות מאסר.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"ב""כ הנאשם הפנה לכך שהנשק שהוחזק לא היה תקין ועל כן הסיכון הטמון בו נמוך.",,,,,,,,,,,,,,,,,
"עוד הפנה לכך שרמת הענישה הנוהגת נמוכה בהרבה מאשר נטען על ידי המאשימה, וביקש לקבוע מתחם עונש הולם שבין מאסר בעבודות שירות ועד 15 חודשי מאסר.",,,,,,,,,,,,,,,,,
"לעניין נסיבותיו האישיות של הנאשם, הפנה לאמור בתסקיר שירות המבחן ולתמונה העולה ממנו.",,,,,,,,,,,,,,,,,
"עוד הפנה לכך שהנאשם קיבל אחריות למעשיו והודה, ולכך שבני משפחתו של הנאשם מבקשים לסייע לו להשתקם.",,"['1 : לא', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,['כן'],,,
"לעניין הרשעתו הקודמת של הנאשם הדגיש, כי מדובר בעבירה שבוצעה עת היה קטין וחלף זמן ניכר מאז ביצועה.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,,,,
"לאור אלה, ביקש הסניגור להסתפק בהטלת מאסר בעבודות שירות.",,,,,,,,,,,,,,,,,
"ב""כ שני הצדדים הפנו לפסקי דין שונים לתמיכה בטיעוניהם.",,,,,,,,,,,,,,,,,
"הנאשם ביקש את רחמי בית המשפט, לפחות בעבור בתו בת השנה וחצי.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם החזיק בביתו נשק מאולתר שהוסב לירי תחמושת חיה, וכן אביזרים נוספים וכמות קטנה של תחמושת, ובכך יצר פוטנציאל לפגיעה בערך המוגן החשוב מכל, שמירה על חיי אדם.",,,,,,,,['ייצר'],['תת מקלע מאולתר'],[],,,,,,,
"החזקת נשק מקפלת בתוכה סיכון ממשי, כי הנשק ישמש לביצוע עבירות פליליות או מעשי טרור, ובכך יביא לקיפוח נפש.",,,,,,[],,,,,,,,,,,
"באופן עקיף עבירה זו מהווה אף קריאת תיגר על שלטון החוק, שהרי המדינה היא הריבון והיא שרשאית לקבוע מי ישא נשק ולאיזו מטרה.",,,,,,,,,,,,,,,,,
"כן עמדה הפסיקה על הסכנות לפרט ולחברה הכרוכות בעבירות בנשק בכלל, ובשימוש בנשק חם לפתרון סכסוכים.",,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,
חומרה מיוחדת מיוחסת לאותם מקרים בהם השימוש בנשק חם נעשה בסביבת בית מגורים...,,,,,,,,,,[],,,,,,,
