text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הודה והורשע בכתב אישום מתוקן בארבעה כתבי אישום, כמפורט להלן.",,,,,,,,,,,,,,
"על פי פרט הראשון, בחיפוש שנערך ביום 19.12.2023 החזיק הנאשם בכיס חולצתו 5 יחידות סם מסוכן מסוג חשיש במשקל של 498.37 ובביתו החזיק סם מסוג קנאביס במשקל של 536.36 גרם.",,,,,['הסוג של הסמים הוא קנאביס וחשיש'],['[1 - גרם]'],"['בעל הסמים, לא בעל המעבדה']",,,,,,,
"בגין מעשים אלה הנאשם הורשע בהחזקת סמים שלא לצריכה עצמית על פי סעיף 7(א)+7(ג) רישא לפקודת הסמים, נוסח חדש) תשל""ג-1973 (להלן: פקודת הסמים).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בגין פרטי האישום השני- השביעי (אישום 6 נמחק) הורשע הנאשם בעבירות סחר בסמים מסוכנים מסוג קנאביס וחשיש לפי סעיפים 13 ו- 19א בפקודת הסמים, שביצע בין החודשים ספטמבר-דצמבר 2023 באמצעות שני חשבונות ברשת ""טלגרם"", לחמישה לקוחות, במשקלים של 5 עד 10 גר בכל פעם או במשקל שאינו ידוע.",,,,,,,,,,,,,,
"סך הכול הורשע הנאשם ב-14 עבירות של יצוא, יבוא וסחר בסמים מסוכנים, לפי סעיפים 13 ו-19א בפקודת הסמים, בתמורה ל-3,450 ₪",,,,,,,,,,,,,,
"על פי האישום הראשון, ביום 21.3.2021 בחיפוש בביתו של הנאשם נמצא בכיסו של הנאשם סכום כסף בסך של 850 ₪; בידיו שקית ובה סם מסוג קנאביס במשקל 91.25 גרם וכן קופסת סיגריות ובה 56.16 גרם סם מסוג חשיש; עוד נמצא בתוך חדר השינה, על המיטה שקית ובה 85.93 גרם סם מסוג קנאביס; על השולחן 2.30 גרם סם מסוג קנאביס; במגרה של השידה 1.86 גרם סם מסוג קנאביס ומאחורי השידה 300.96 גרם סם מסוג חשיש.",,,,,['סוג הסמים הוא קנאביס וחשיש'],['[100 - גרם]'],,,,,,,,
בנוסף בוצע חיפוש בביתו השני של הנאשם ונמצא בחדרו 2.99 גרם סם מסוג קנאביס.,,,,,['הסוג של הסמים הוא קנאביס'],['[2 - גרם]'],,,,,,,,
בגין מעשים אלה הנאשם הורשע בהחזקת סמים שלא לצריכה עצמית על פי סעיף 7(א)+7(ג) רישא לפקודת הסמים .,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"סך הכול מכר הנאשם 30 גרם קנאביס בתמורה ל-1,400 ₪.",,,,,['סוג הסמים הוא קנאביס'],['[30 - גרם]'],['לא בעל המעבדה'],,,,,,,
"על פי המתואר בכתב האישום, בתאריך 23.9.2020  נהג הנאשם ברכב ללא רישיון נהיגה בתוקף, כשהוא תחת השפעת סמים.",,,,,,,,,,,,,,
באותן נסיבות נמצא מתחת לכיסא הקדמי ברכב סם מסוג קנאביס במשקל כולל של כ 57 גרם.,,,,,['הסוג של הסמים הוא קנאביס'],['[57 - גרם]'],['לא בעל הסמים'],,,,,,,
"בגין מעשים אלה הנאשם הורשע בעבירות החזקת סמים לצריכה עצמית על פי סעיף 7(א)+7(ג) סיפא לפקודת הסמים המסוכנים; איסור לנהוג בלי רישיון נהיגה לפי סעיף 10(א) לפקודת התעבורה(נ""ח) תשכ""א 1961 (להלן: ""פקודת התעבורה"") ובנהיגה תחת השפעת סמים לפי סעיף 62(3) בפקודת התעבורה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"על פי עובדות כתב האישום, בתאריך 15.2.2020 נהג הנאשם ברכב כשאין ברשותו רישיון נהיגה וביטוח בתוקף.",,,,,,,,,,,,,,
"באותן נסיבות נערך חיפוש ברכבו ובגופו של הנאשם ונמצאו סמים מסוג קנאביס במשקל של 9.83 גרם בשקית ניילון בתוך מעילו של הנאשם וכן סם מסוג חשיש במשקל של 29.76 גרם בדלת הנהג ברכב, בצד משקל אלקטרוני.",,,,,['סוג הסמים הוא קנאביס וחשיש'],['[2 - גרם]'],['לא בעל המעבדה'],,,,,,,
"בהמשך לכך, סרב הנאשם לבצע בדיקת שתן לאיתור שרידי סמים בגופו.",,,,,,,,,,,,,,
"בגין מעשים אלה הנאשם הורשע בביצוע עבירות של החזקת סמים שלא לצריכה עצמית על פי סעיף 7(א)+7(ג) רישא בפקודת הסמים; נהיגה ברכב ללא ביטוח לפי סעיף 2א בפקודת ביטוח רכב מנוע(נ""ח) תש""ל 1970; איסור לנהוג בלי רישיון נהיגה לפי סעיף 10(א) בפקודת התעבורה; ובנהיגה תחת השפעת סמים לפי סעיף 62(3) בפקודת התעבורה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם גדל בתא משפחתי מורכב.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מגיל צעיר עלו אצלו קשיים בקבלת סמכות והיענות לגבולות במסגרת החינוכית ולאורך השנים התמודד עם קשיים כלכליים, חובות, מצוקות וחוסר יציבות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
סיים 12 שנות לימוד ובהמשך קיבל פטור משירות צבאי על רק מצב סוציו-אקונומי נמוך.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם תיאר שימוש בסמים החל מגיל 24, שהתגבר בתקופת משבר הקורונה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
