,verdict,text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP
0,SH-13-09-25854-356,תיק חיצוני: 503679/2011 צפון ירקון,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SH-13-09-25854-356,תיק חיצוני: 503679/2011 צפון ירקון,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,SH-13-09-25854-356,"ב""כ המאשימה עו""ד  מוטי רייזמן, עו""ד ורד ליכטר",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,SH-13-09-25854-356,"חוק העונשין, תשל""ז-1977: סע'  144(א)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,SH-13-09-25854-356,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,SH-13-09-25854-356,"חוק הסדרת העיסוק בהדברה תברואית, תשע""ו-2016: סע'  7",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SH-13-09-25854-356,"ביום 07.05.15 הצדדים הגיעו להסדר לפיו, הנאשם הודה והורשע בעובדות כתב האישום המתוקן, ונשלח לעריכת תסקיר שירות המבחן ולקבלת חוות דעת ממונה בטרם הטיעונים לעונש.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,SH-13-09-25854-356,"התביעה הגבילה עצמה לחודשיים עבודות שירות, מאסר על תנאי וקנס, בעוד ההגנה חופשית בטיעוניה.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,SH-13-09-25854-356,"נוכח הודאתו הנאשם הורשע במיוחס לו בכתב האישום המתוקן בעבירה של החזקת נשק שלא כדין, לפי סעיף 144(א) לחוק העונשין התשל""ז – 1977; החזקת סם לצריכה עצמית, לפי סעיף 7 (א) + 7(ג) סיפא לפקודת הסמים המסוכנים [נוסח חדש] התשל""ג – 1973.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,SH-13-09-25854-356,"על פי עובדות כתב האישום המתוקן, בתאריך 06.12.11, החזיק הנאשם בביתו, אקדח חצי אוטומטי ROHM, מתוצרת גרמניה, מודל RG600, קליבר 22 LONG BLACK.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,SH-13-09-25854-356,"בנסיבות האמורות, החזיק הנאשם בדירתו סם מסוכן מסוג חשיש, במשקל 9.1 גרם נטו, לצריכתו העצמית.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,SH-13-09-25854-356,"בעניינו של הנאשם התקבל תסקיר שירות מבחן לפיו, הנאשם יליד 1973, גרוש, אב לשניים, מתגורר בגפו בדירה שכורה ועובד בקביעות כמדביר מזיקים עצמאי.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,SH-13-09-25854-356,שירת שירות צבאי מלא.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,SH-13-09-25854-356,"הנאשם מוכר לשירות המבחן מהליך קודם, אז התרשם השירות מבחור רציני, מאורגן ושאפתן, אשר השקיע כוחותיו בהתפתחות מקצועית.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,SH-13-09-25854-356,שירות המבחן באותה העת לא העריך כי מדובר באדם בעל דפוסים וערכים עברייניים.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,SH-13-09-25854-356,"לפגישה עם שירות המבחן בשל התיק הנוכחי, הגיע הנאשם ללא ניירת רלבנטית באשר למצבו התעסוקתי כיום.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,SH-13-09-25854-356,"כמו כן שירות המבחן לא קיבל לעיונו את כתב האישום המתוקן, כך שטרם נבחנו נסיבות הסתבכותו בתיק הנוכחי.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,SH-13-09-25854-356,"עוד מסר השירות כי הנאשם עבר משיב סביב פירוק התא המשפחתי, שהיה כרוך גם בריחוק מילדיו.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,SH-13-09-25854-356,"לאור האמור, כמו גם בקשת הנאשם לבחון אופציה של סיום התיק ללא הרשעה, המליץ השירות על דחיית הדיון למשך שלושה חודשים, כאשר בתום תקופה זו יגבש השירות את התרשמותו והמלצתו לעניין הרשעת הנאשם והעונש המתאים בעניינו.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,SH-13-09-25854-356,"בעניינו של הנאשם התקבל תסקיר שירות מבחן משלים לפיו, במהלך תקופת הדחיה הנוכחית, התחזקה התרשמותו של שירות המבחן כי הנאשם מנהל אורח חיים בוגר ואחראי, מחזיק בעמדות השוללות מערבות חוזרת בפלילים ושימוש בסמים, המבקש לבסס הורות אחראית לילדיו ולהתפתח בתחום ההדברה, בו עוסק כעשור.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,SH-13-09-25854-356,"כמו כן, הציג מסמכים המעידים על כוונתו להוציא רישיון מדביר מוסמך, מהם עולה כי בין תנאי הקבלה לקורס גם העדר הרשעות קודמות.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,SH-13-09-25854-356,בבדיקות לאיתור סמים שמסר לשירות המבחן נמצאו נקיות.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,SH-13-09-25854-356,"לנוכח התרשמותו החיובית של שירות המבחן מהנאשם כיום ובעבר כפי שפורט לעיל, ונוכח העובדה שעל הרשעתו הקודמת והיחידה חלה כבר התיישנות, המלצת שירות המבחן היא סיום ההליך הנוכחי ללא הרשעה.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,SH-13-09-25854-356,"לצד זאת, שירות המבחן סבר כי ענישה במסגרת תכנית של""צ הולמת מקרה זה, ומשכך גיבש עם הנאשם תכנית של""צ בת 200 שעות, במסגרת המרכז לחלוקת מזון ביפו.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,SH-13-09-25854-356,"ב""כ התביעה הגיש רישום פלילי, בשנת 2009 הנאשם הורשע בעבירה של החזקת סכין.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,SH-13-09-25854-356,"ב""כ התביעה הגיש פסיקה לגבי החזקת נשק שם נגזרו על הנאשם 3 חודשי עבודות שירות.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,SH-13-09-25854-356,"ב""כ הנאשם ביקש לדחות את טענת הנאשם לפיה הרשעה תמנע ממנו אפשרות לעבוד כמדביר נוכח העובדה כי לא יוכל לקבל רישיון.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,SH-13-09-25854-356,"לעמדת ב""כ המאשימה מתעלם הנאשם מהעובדה שיש לו הרשעה פלילית בעברו.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,SH-13-09-25854-356,כמו כן הנאשם החזיק סם בכמות של 9.1 גרם חשיש.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,SH-13-09-25854-356,התביעה הגבילה עצמה לחודשיים מאסר בדרך של עבודות שירות וכך אנו מבקשים ומאסר על תנאי ורכיבים נלווים.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,SH-13-09-25854-356,"ב""כ הנאשם טען כי בפסיקה שהגישה התביעה מתייחסת לנשקים אחרים מהנשק שהחזיק הנאשם.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,SH-13-09-25854-356,מהם מתקיימת מסוכנות רבה הרבה יותר מהנשק שהחזיק הנאשם.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,SH-13-09-25854-356,האקדח שהחזיק הנאשם מטרתו לצורך הדברה או שעשוע.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,SH-13-09-25854-356,האקדח לא מסוגל לפגוע ולגרום נזק.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,SH-13-09-25854-356,"תוקן כתב האישום, שכן הנאשם עובד כמדביר הדברה ירוקה ולפני שהוא מגיע למקום שיש יונים הוא היה יורה ירייה אחת באוויר.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,SH-13-09-25854-356,"הנאשם הגיע לכל הפגישות וקצינת מבחן התרשמה ממנו, שהוא באמת מנסה לבנות את חייו.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,SH-13-09-25854-356,הוא התוודה בשירות המבחן שהוא משתמש בסמים מסוג חשיש וביקש עזרה.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,SH-13-09-25854-356,נערכו לו בדיקות שתן ושירות המבחן כאשר מדובר במכלול נסיבות ממליץ להימנע מהרשעתו.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,SH-13-09-25854-356,"ב""כ הנאשם טען לגבי הרשעתו של הנאשם כי ניתן לפנות בבקשת חנינה.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,SH-13-09-25854-356,"מדובר בנאשם גרוש, אב לשני ילדים שגרים בקיבוץ הזורע בצפון והוא מביא אותם לתל אביב ומחזיר אותם לבית ספר.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,SH-13-09-25854-356,הרשעתו תגרום לו שלא יוכל לפרנס.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,SH-13-09-25854-356,"ב""כ הנאשם ביקש את בית המשפט שלא להרשיע את הנאשם תוך שהוא מפנה את בית המשפט להלכת כתב, נכון שיש לו הרשעה קודמת אך במקרים מסוימים ניתן להימנע מהרשעה.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
