text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
מוסטפא טאהא (עציר),,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  29, 144(א)",,,,,,,,,,,,,,,,,
"הנאשם הורשע, עפ""י הודאתו במסגרת הסדר דיוני, בעובדות כתב האישום המתוקן המייחס לו עבירה של החזקת נשק בלא רשות עפ""י דין, עבירה לפי סעיף 144(א) רישא לחוק העונשין, תשל""ז- 1977, ובעבירה של החזקת חלק, אביזר או תחמושת שאינם חלק מהותי בנשק, עבירה לפי סעיף 144(א) סיפא לחוק העונשין, תשל""ז- 1977.",,,,,,,,,,,,,,['כן'],,,
"בהתאם לכתב האישום המתוקן, בתאריך 26.8.24 בשעה 19:00 לערך, בבית הנאשם בכפר אבו סנאן, במסגרת חיפוש שבוצע בבית, נמצא כי הנאשם מחזיק בחדר השינה שלו, במגירה בשולחן הסמוך למיטתו, שקית בד שחורה ובתוכה שקית שקופה, המכילה אקדח מסוג DDG"""", קליבר 9 מ""מ, מס' סידורי 208795G, הכולל מחסנית ריקה במצב הכנס.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']","['בבית', 'סמוך לבית']",,,['מאחר'],"['אקדח סוג הנשק הוא אקדח, כפי שמתואר בכתב האישום המתוקן: ""אקדח מסוג DDG, קליבר 9 מ""מ, מס\' סיד']",,,,,,,,
"עוד באותן הנסיבות, נמצא כי הנאשם החזיק בתוך השקית במחסנית נוספת התואמת לאקדח, וכן כ- 15 כדורי תחמושת התואמת לאקדח בקוטר 9 מ""מ.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,[],['אקדח'],,,,,,,,
"ב""כ המאשימה הפנתה בטיעוניה למדיניות הענישה המחמירה שחלה לאחרונה ברמת הענישה הנהוגה בעבירות החזקת נשק, תוך הפנייה לפסיקה הנוהגת בערכאות השונות בעבירות החזקת נשק עם/בלי תחמושת תואמת, וביקשה להעמיד את מתחם הענישה ההולם כך שינוע בין 18-36 חודשי מאסר בפועל, כאשר לאור נסיבותיו של הנאשם, ביקשה למקמו ברף האמצעי של המתחם, לצד עונשים נלווים.",,,,,,,,,,,,,,,,,
"הסנגור סבור כי המתחם לו עתרה המאשימה הוא מתחם שאינו מבוסס בפסיקה ועתירת המאשימה להציב את הנאשם באמצע המתחם, אינה ברורה בהינתן העובדה כי כלל הנסיבות שאינן קשורות לביצוע העבירה מטות את הכף לתחתית המתחם.",,,,,,,,,,,,,,,,,
"הסנגור ביקש להציג פסיקה רלוונטית מהערכאות הדיוניות המבססות מתחם יותר מקל (הוצגה אסופת פסיקה מ/1) ועמד על כך שיש לזקוף לחובתו של הנאשם העדר תסקיר עונש בעניינו ועל כן יש להציבו בחלקו התחתון של המתחם שיוצג ע""י ההגנה.",,,,,,,,,,,,,,,,,
"הסניגור עמד על נסיבות ביצוע העבירות, והדגיש שסוג הנשק, אופן החזקתו ומשך ההחזקה (נטען כי בהתאם לכתב האישום המתוקן לא הוכחה משך החזקה מעבר למועד לתפיסה), מלמדים שאין מדובר בהחזקה למטרות עברייניות (בהבחנה ממטרה הגנתית).",,,,,,,,,,,,,,,,,
"בטיעוניו ציין הסנגור כי המצב בחברה הערבית מטריד וקשה ואף שלא ניתן להצדיק את מעשי הנאשם, ניתן להבין את הפחד שיכול לגרום לרצון להחזיק נשק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
מכל האמור עתר הסניגור למתחם עונש שתחילתו במאסר בן מספר חודשים ועד 18 חודשי מאסר בפועל.,,,,,,,,,,,,,,,,,
"באשר להצבת עונשו של הנאשם בתוך המתחם שעתרה לו ההגנה, נטען כי מדובר באדם צעיר, נטול כל עבר פלילי, שזו היא מעידה חד פעמית מצידו, ומי שבמהלך כל חייו שמר על אורח חיים נורמטיבי.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"נטען כי מדובר באדם משכיל, הנושא תואר בסיעוד (העתק מהתעודה הוגשה - סומן נ/2) שהאירוע המתואר בכתב האישום אינו מאפיין את חייו וכי הוא משלם, ביחד עם בני משפחתו, מחיר כבד.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הסנגור הפנה לתקופת המעצר בה שוהה הנאשם החל מחודש אוגוסט.,,,,,,,,,,,,,,,,,
"בהמשך גזר הדין אתייחס בהרחבה לחלק מהפסיקה אשר הוצגה ע""י הצדדים בטיעוניהם לצורך ביסוס הענישה הנוהגת והמתחם לו עתר כל צד, ועל כן לא אפרוט את כלל טענות הצדדים, לעניין הענישה הנוהגת, בפרק זה.",,,,,,,,,,,,,,,,,
הנאשם הביע בפניי צער וחרטה על טעותו וביקש לחזור לחיק משפחתו ולחיים נורמטיביים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מתחם הענישה ההולם את מעשה העבירה נקבע בהתאם לעיקרון ההלימה ולפיו נדרש יחס הולם בין חומרת מעשה העבירה בנסיבותיו ומידת אשמו של הנאשם, לבין סוג ומידת העונש המוטל עליו.",,,,,,,,,,,,,,,,,
"ביישום עיקרון ההלימה וקביעת מתחם העונש ההולם במקרה הקונקרטי, על בית המשפט להתחשב בערך החברתי שנפגע, מידת הפגיעה בו, מדיניות הענישה הנוהגת, והכל בנסיבות הקשורות לביצוע העבירה.",,,,,,,,,,,,,,,,,
הערך החברתי המוגן אשר נפגע כתוצאה מביצוע העבירות בהן הורשע הנאשם הינו האינטרס הציבורי להגנה על שלומו ובטחונו של הציבור.,,,,,,,,,,,,,,,,,
"בית המשפט העליון עמד לא אחת על חומרת עבירות הנשק, והסכנה הנשקפת מהן לשלום הציבור ובטחונו.",,,,,,,,,,,,,,,,,
"כל מי שעיניו בראשו, יווכח מהכותרות המתפרסמות חדשות לבקרים, מהתגברות תופעות האלימות בחברה הישראלית, בהן נעשה שימוש בנשק לגדיעת חיי אדם ובכללם נשים וילדים, שלא אחת נפלו קורבן לירי תועה.",,,,,,,,,,[],,,,,,,
בחינת מידת הפגיעה בערך המוגן מובילה למסקנה כי הפגיעה בערך המוגן הינה פגיעה ממשית.,,,,,,,,,,,,,,,,,
"יש לזכור כי מדובר באקדח בעל קליבר 9 מ""מ, הכולל מחסנית ריקה במצב הכנס, לצד מחסנית נוספת התואמת לאקדח שהוחזקה בשקית שהכילה בנוסף כ- 15 כדורי תחמושת התואמים לאקדח 9 מ""מ, המוחזק במגירה בחדר השינה של הנאשם.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,['מאחר'],['אקדח'],,,,,,,,
נסיבות החזקת הנשק מלמדות כי מדובר בנשק זמין לשימוש מיידי ובהתאם בעל פוטנציאל ממשי להמית.,,,,,,,,,,,,,,,,,
