,case,text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,RESPO,REGRET,CIR_USE,CIR_TYPE_WEP,CIR_STATUS_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_OBTAIN_WAY_WEP,CIR_MONEY_PAID_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,_HELD_WAY_WEP
0,ME-16-06-50916-362,מוחמד ג'לאמנה ת.ז. xxxxxxxxxx,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ME-16-06-50916-362,מוחמד ג'לאמנה ת.ז. xxxxxxxxxx,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ME-16-06-50916-362,"חוק העונשין, תשל""ז-1977: סע'  40 ב, 40 ג, 40 ט, 144, 144(ב), 192, 329(2), 338(א)(5), 340א, 40 יא, 40יג (ב)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ME-16-06-50916-362,"פקודת התעבורה [נוסח חדש]: סע'  התוספת הראשונה, התוספת השנייה, 10א, 62(1), 67",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ME-16-06-50916-362,"הנאשם הודה בתיק זה בעובדות כתב האישום שתוקן, במסגרת הסדר טיעון בין הצדדים, אשר לא כלל הסדר לעניין העונש והורשע בביצוע העבירות כדלקמן:  נשיאת נשק,  עבירה לפי סעיף 144(ב) רישא  לחוק העונשין, התשל""ז – 1977 (להלן: חוק העונשין), איומים, עבירה לפי סעיף 192  לחוק העונשין, יריות באזור מגורים, עבירה לפי סעיף 340א לחוק העונשין, מעשה פזיזות ורשלנות, עבירה לפי סעיף 338(א)(5) לחוק העונשין, נהיגה בזמן פסילה, עבירה לפי סעיף 67 לפקודת התעבורה תשכ""א – 1961 ונהיגה ללא רישיון נהיגה, עבירה לפי סעיף 10א וסעיף 62(1) לפקודת התעבורה [נוסח חדש],תשכ""א-1961 (להלן: פקודת התעבורה).",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ME-16-06-50916-362,"כעת, לאחר שהוגש בתיק זה תסקיר שירות המבחן בעניינו של הנאשם והושלם הליך הטיעונים לעונש, כל שנותר הוא לגזור את דינו של הנאשם.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ME-16-06-50916-362,כתב האישום המתוקן (להלן גם: כתב האישום),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ME-16-06-50916-362,בין הנאשם לבין נאסר בסל (להלן: נאסר) ישנה היכרות מוקדמת.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ME-16-06-50916-362,בשנת 2002 פקע תוקף רישיון הנהיגה של הנאשם ומאז לא חודש.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ME-16-06-50916-362,"בתאריך 3.2.15 פסל בית משפט השלום בעכו את הנאשם מלנהוג לתקופה של 24 חודשים, ובמועד הרלוונטי לכתב האישום היה הנאשם פסול מלנהוג.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ME-16-06-50916-362,"ביום 12.6.16, עובר לשעה 18:25, נסע הנאשם לביתו של אחיו משהור בכפר ג'דידה- מכר (להלן: הבית), כשהוא נוהג ברכב מסוג  סקודה ונושא עמו ברכב נשק מסוג קרל גוסטב, שהוא נשק שסוגל לירות כדור שבכוחו להמית אדם (להלן: הנשק), בלא רשות על פי דין.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
11,ME-16-06-50916-362,"הנאשם החנה את הרכב ליד הבית, השאיר את הנשק ברכב, ונכנס לתוך הבית.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12,ME-16-06-50916-362,"מכתב האישום עולה, כי כעבור זמן קצר הגיע נאסר לבית והחל לשוחח עם הנאשם.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
13,ME-16-06-50916-362,במהלך השיחה התלהטו הרוחות.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,ME-16-06-50916-362,"הנאשם אמר לנאסר, כי עכשיו ""נפתח  עניין"" ביניהם.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,ME-16-06-50916-362,בעקבות הצעקות התגודדו מספר אנשים מחוץ לבית.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
