text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"חוק העונשין, תשל""ז-1977: סע'  144(א), 40יא",,,,,,,,,,,,,,,,,
"הנאשם הודה והורשע, במסגרת הסדר טיעון, בכתב אישום מתוקן שייחס לו עבירת החזקת נשק – לפי סעיף 144(א) רישא לחוק העונשין, תשל""ז-1977.",,,,,,,,,,,,,,['כן'],,,
"העבירה בוצעה בכך שביום 8/5/16 החזיק הנאשם בתחומי כפרו עכברה, תת מקלע מאולתר מסוג קרל גוסטב, אשר סוגל לירות כדורים שבכוחם להמית אדם, זאת ללא רשות על פי דין.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,['מאחר'],['תת מקלע מאולתר מסוג קרל גוסטב'],[],,,,,,,
"על פי התסקיר מיום 28/3/17, הנאשם רווק בן 24 שנים, בן למשפחה המונה זוג הורים ושני אחים ואחות, הנאשם תיאר מערכת יחסים תקינה וחמה עם בני משפחתו ומסר כי הוריו מהווים דמויות משמעותיות עבורו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הנאשם סיים 12 לימוד.,,,,,,,,,,,,,,,,,
"עוד עולה מהתסקיר ולפי דיווח מטעם הורי הנאשם, כי בגיל 4 שנים סבל הנאשם מאפילפסיה וטופל תרופתית, ובגיל 8 אובחן כסובל מהפרעות קשב וריכוז וטופל תרופתית עד גיל 14.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"במשך השנים עבד הנאשם במוסכים שונים כשכיר וכעצמאי, עבד כשנה בהרכבת גדרות, וכשבועיים לפני מעצרו עבד במפעל לייצור משטחי עץ בחצור הגלילית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"כיום, עוזר הנאשם לאביו בגידול עדר הבקר שבבעלות האב, בעוד אביו משמש כמפקח על תנאי שחרורו ממעצר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
שרות המבחן מסר כי הנאשם נעדר עבר פלילי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
בהתייחסו לעבירה –הנאשם התקשה לקבל אחריות מלאה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מסר כי מספר ימים לפני שהנשק נתפס, במהלך מפגש עם צעירים מכפר טובא-זנגרייה, החזיק הנאשם את הנשק בנוכחותם של הצעירים מתוך סקרנות, ומספר ימים לאחר מכן נמצא הנשק ברכב של קרוב משפחתו והוא הואשם בהחזקתו.",,,,,['ברכב'],,,[],,,,,,,,,
"הנאשם הטיל את מעורבותו בביצוע העבירה על גורמים שונים, שלטענתו מנסים לפגוע בו ובבני משפחתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,[],,,,,,,,,,,
"הנאשם ציין כי טרם מעצרו נהג להסתובב בחברת צעירים ""בעייתיים"" ובאמצעותם נחשף לנשק, ושיתף כי מאז מעצרו ניתק עימם קשר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"עוד מסר הנאשם כי בכוונתו ללמוד טכנאות שיניים ולעבור להתגורר בחו""ל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"שרות המבחן התרשם מהנאשם כבעל דימוי עצמי נמוך, אשר נגרר אחר דמויות שנתפסות על ידו ככוחניות וחזקות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
צויין כי נראה שהנאשם גילה חוסר יציבות תעסוקתית.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"יחד עם זאת ציין שרות המבחן לזכותו של הנאשם, את היותו נעדר עבר פלילי, בעל יכולות מילוליות וקוגניטיביות תקינות וביטוי לתפקוד נורמטיבי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
עוד התרשם שרות המבחן כי הנאשם הפנים באופן ראשוני את הבעייתיות בהתנהלותו וחווה את הליך המעצר וההליך המשפטי כמרתיעים ומציבי גבול עבורו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בנוסף התרשם שרות המבחן ממשפחתו של הנאשם ככזו שיש ביכולתה להוות מודל סמכותי עבורו, ושיש בכוחם להפחית מהסיכון להישנות התנהגות עוברת חוק בעתיד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם שלל נזקקות טיפולית, ובחווייתו ציין כי למד את הלקח מתוצאות התנהגותו, ומסר כי  ביכולתו לפתוח דף חדש בחייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
התרשמות שרות המבחן הייתה כי הנאשם אינו בשל להעמיק בעולמו הפנימי ובנסיבות התנהגותו ועל כן לא בא בהמלצה להעמידו בצו מבחן.,,,,,,,,,,,,,,,,,
"על אף הימנעות מהמלצה טיפולית, המליץ שרות המבחן להימנע מהשמתו של הנאשם מאחורי סורג ובריח.",,,,,,,,,,,,,,,,,
"צויין כי מאסר עלול לחשוף את הנאשם לאוכלוסייה עבריינית, וכי הדבר יגביר את הסיכון להישנות התנהגות עוברת חוק בעתיד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
שרות המבחן המליץ לפיכך להטיל על הנאשם עונש מאסר לריצוי בדרך של עבודות שרות ומאסר מותנה.,,,,,,,,,,,,,,,,,
ביום 29/3/17 הגישו הצדדים את טיעוניהם לעונש בכתב.,,,,,,,,,,,,,,,,,
"ב""כ המאשימה עמדה על הערכים המוגנים בעבירות הנשק ועל חומרתן של עבירות אלה, פירטה את הנסיבות הקשורות בביצוע העבירה וטענה כי מתחם העונש ההולם הוא בין 2-4 שנות מאסר בפועל.",,,,,,,,,,,,,,,,,
"ב""כ המאשימה עתרה לגזור את עונשו של הנאשם בשליש התחתון של מתחם העונש לו טענה, ולהטיל עליו בנוסף מאסר על תנאי מרתיע וקנס.",,,,,,,,,,,,,,,,,
"ב""כ הנאשם, בהסתמך על דברי הנאשם בפני שרות המבחן ולאחר שתוקן כתב האישום, טען כי מלבד החזקת הנשק לזמן קצר, לא לקח הנאשם חלק בהסלקתו ברכב, ששם נמצא הנשק,  וציין כי לא נעשה בנשק כל שימוש על ידי הנאשם.",,,,,,,,,,,,,,,,,
"ב""כ הנאשם טען כי נסיבות ביצוע העבירה מלמדות על כך שלא הייתה לנאשם כוונה פלילית וכי התנהגותו היא על גבול הרשלנות ולכן חומרת העבירה נמצאת ברף התחתון של עבירות הנשק.",,,,,,,,,,,,,,,,,
"ב""כ הנאשם טען כי מתחם העונש ההולם הוא בין מאסר על תנאי ועד 6 חודשי מאסר שיכולים להיות מרוצים בדרך של עבודות שרות ועונשים נלווים.",,,,,,,,,,,,,,,,,
"לאחר שסקר ב""כ הנאשם את הנסיבות שאינן קשורות בביצוע העבירה, עתר להשית עליו עונש ברף התחתון של המתחם ולהסתפק בענישה  צופה פני עתיד.",,,,,,,,,,,,,,,,,
"עוד טען ב""כ הנאשם על כך שהנאשם הודה בהזדמנות הראשונה לאחר תיקון כתב האישום כך שישקף את הנסיבות האמיתיות לביצוע העבירה, וכי הנאשם הביע חרטה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,['כן'],,,
אמר שהוא מצטער וכי הוא יודע שטעה.,,,,,,,,,,,,,,,,,
"תיקון 113 לחוק העונשין קובע את העיקרון המנחה בענישה והוא קיומו של יחס הולם בין חומרת מעשה העבירה בנסיבותיו, ומידת אשמו של הנאשם, ובין סוג ומידת העונש המוטל עליו.",,,,,,,,,,,,,,,,,
"בקביעת מתחם העונש, על בית המשפט להתחשב בערך החברתי שנפגע כתוצאה מביצוע העבירה, מידת הפגיעה בו, במדיניות הענישה הנוהגת ובנסיבות הקשורות בביצוע העבירה.",,,,,,,,,,,,,,,,,
הערך החברתי המוגן בעבירות הנשק הוא הגנה על שלום הציבור וביטחונו.,,,,,,,,,,,,,,,,,
"עבירות הנשק טומנות בחובן סיכון ממשי לפגיעה בחיי אדם, שכן אין לדעת לאילו ידיים יגיעו כלי נשק המועברים מיד ליד בלי פיקוח ואין לדעת מה השימוש שייעשה בהם.",,,,,,,,,,,,,,,,,
"ישנו קשר ישיר בין נשק בלתי חוקי לבין עבירות פליליות שעניינן אלימות, רכוש, ואף עבירות נגד בטחון המדינה, זהו קשר מובנה וברור מאליו, השולל תסריט תמים ובלתי פלילי להתנהגות של החזקה לא חוקית בנשק.",,,,,,,,,,,,,,,,,
"עבירות חמורות ונפוצות בתחומי הרכוש והאלימות, עלולות, אם מבצעיהן יתחמשו למעשיהם בנשק חם, לגרום לתוצאות חמורות אלפי מונים ואף לאבידות בנפש.",,,,,,,,,,,,,,,,,
"בית המשפט, בקבעו את חומרת עבירת הנשק הנדונה בפניו, ייתן את דעתו לסוג הנשק או התחמושת, לכמות, לתכלית ולמטרה שלשמה הוחזק אותו נשק ולמוחשיות הסכנה הקיימת שמא ייעשה באותו נשק שימוש.",,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,,,,,,,
"קיים מגוון רחב של עבירות החזקת נשק, החמורות בהן הנן אלה אשר נועדו לעבירות אלימות חמורות או שנועדו לפגוע בביטחון המדינה, אחרות, חמורות פחות, עניינן להחזקה לא חוקית בנשק למה שמוגדר כהגנה עצמית, ובתחתית מדרג החומרה ניצבות אותן עבירות נשק שמבצעיהן החזיקו בעבר רשיון לנשק, אך לא חדשו את הרשיון כדין, לעיתים בשל רשלנות בלבד.",,,,,,,,,,,,,,,,,
החזקת נשק שלא כדין מאופיינות בחומרה בשל נזק פוטנציאלי אשר עלול להיגרם בשל שימוש פלילי או רשלני בנשק בלתי חוקי.,,,,,,,,,,,,,,,,,
כתב האישום המתוקן בו הורשע הנאשם במסגרת הסדר טיעון נוסח בלשון לאקונית ביותר.,,,,,,,,,,,,,,['לא'],,,
"תיקונו של כתב האישום במסגרת הסדר הטיעון נעשה תוך השמטתם של פרטים, אשר נכללו בכתב האישום המקורי, ונמחקו בהסכמה.",,,,,,,,,,,,,,,,,
"כל שצויין בכתב האישום המתוקן הנו כי הנאשם החזיק באותו תת מקלע מאולתר מסוג קרל גוסטב, ביום 8/5/16, בכפר עכברה.",,,,,,,,,"['תת מקלע מאולתר, מסוג קרל גוסטב']",,,,,,,,
"מקום ספציפי בו הוחזק הנשק האמור, הדרך בה הגיע הנשק אל הנאשם, המועד שממנו והלאה החזיק הנאשם בנשק או מטרת החזקתו – פרטים אלה כולם, ואף נסיבות אחרות רלוונטיות, נותרו בלתי ידועים.",,,,,,,,,,,,,,,,,
"יחד עם זאת, ניתן ללמוד לגבי נסיבות מסויימות, גם בדרך של מסקנה מהיעדר פירוטן.",,,,,,,,,,,,,,,,,
"כך לדוגמא, ברור כי אין עניין לנו כאן במי שהחזיק בעבר רשיון נשק ולא חידשו, ואף ברור כי הנאשם לא היה נתון בסכנת חיים כלשהי, שהשתיתה טענה של הגנה עצמית באמצעות אותו תת מקלע שהחזיק.",,,,['נשק עם מחסנית בהכנס'],,,,,['תת מקלע (תת מקלע)'],,,,,,,,
"כפי שפורט לעיל, הנאשם, בדבריו לשרות המבחן, רמז כי ""גורמים שליליים"" שעמם היה בקשר לתקופה קצרה, הם העומדים מאחורי הסתבכותו ואולי אף בהפללתו במתכוון, בכך שהנשק האמור ""מצא דרכו"" אליו באופן לא ברור.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"טענותיו אלה של הנאשם באשר לנסיבות ביצועה של העבירה הן טענות עובדתיות מחוץ לכתב האישום, אשר אין להסתמך עליהן לצורך קביעת העונש.",,,,,,,,,,,,,,,,,
