text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* בית המשפט גזר על נאשם שהורשע בריבוי עבירות מין כלפי קטינה בת משפחה – 22.5 שנות מאסר בפועל מיום מעצרו, שלושה מאסרים על תנאי ופיצוי למתלוננת.",['הנאשם קיבל 22.5 שנות מאסר בפועל מיום מעצרו'],['הנאשם קיבל 3 מאסרים על תנאי'],[],,,,,,,,,,,
"על פי הצהרתם, כתב האישום יתוקן, הנאשם יודה בעובדות כתב האישום המתוקן ויורשע על פי הודאתו.",,,,,,,,,,,,,['כן'],
"בנסיבות המקרה שלפנינו ולנוכח מהות המעשים בהם הודה ובגינם הורשע הנאשם, מצאנו להביא כתב האישום כלשונו בשינויים קלים חסרי משמעות.",,,,,,,,,,,,,,
"על פי כתב האישום YY (להלן: ""המתלוננת"") ילידת 2008XX הינה בתה של XX הנאשם וXX היו בעת הרלבנטית לכתב האישום, בני זוג מזה 10 שנים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"ביום 13.5.2023 רכש הנאשם איבר מין מסוג ויברטור, ונתן אותו למתלוננת.",,,,,,,,,,,,,,
"החל מחודש ספטמבר 2023, במועד שאינו ידוע במדויק למאשימה, סיפק הנאשם למתלוננת סם מסוכן מסוג מתאמפטמין, המכונה ""קריסטל"", והכריח אותה לעשן עמו את הסם בתדירות יום-יומית.",,,,,,,['הסוג הוא [מתאמפטמין]'],,,,,,,
"בנוסף, תקף הנאשם את המתלוננת, בת משפחתו, בעודו אחראי עליה, איים עליה בפגיעה שלא כדין בגופה ובשמה הטוב, והדיח אותה להשתמש בסמים מסוכנים.",,,,,,,,,,,,,,
"במסגרת הראיות לעונש, ביקשה המתלוננת להשמיע את דברה, המתלוננת שטרם מלאו לה 16 שנים תיארה באומץ רב ובפירוט רב את המעשים שנעשו בה וכיצד הנאשם שלט בחייה ועשה בה כשלו באופן מניפולטיבי ואלים.",,,,,,,,,,,,,,
"כמו כן, הוגש בעניינה של המתלוננת תסקיר נפגעת עבירה, XXXXXXXXXXXXXXXXXX",,,,,,,,,,,,,,
"לנאשם שלוש הרשעות קודמות בדין, אך כולן התיישנו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,
"באת כוח המאשימה הפנתה לעובדות כתב האישום המתוקן שבהן הודה הנאשם, והדגישה החומרה בביצוע העבירות מין בתוך המשפחה, ועל האמון הבסיסי שנפגע.",,,,,,,,,,,,,,
"בא כוח הנאשם התייחס לעובדה כי למתלוננת זוגיות, ומסוגלת לתת אמון באופן שמראה על ""ניצני שיקום"", ליחס הטוב שהעניק הנאשם למתלוננת בדאגה ללימודיה, וביקש לתת משקל משמעותי להודאתו המהירה של הנאשם שחסכה הליכים שיפוטיים, כמו גם ההקלה למתלוננת באי העדתה לרבות בחקירתה הנגדית.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['כן'],['כן'],
"בנוסף, הוסיף בא כוח הנאשם כי יש לתת מקום ללקיחת האחריות והבעת החרטה שהביע הנאשם.",,,,,,,,,,,['לא'],['כן'],,
"הסניגור ביקש כי עונשו של הנאשם, בתוך המתחם, יהיה מצוי בתחתיתו לנוכח נסיבות חייו, גילו, ונטילת האחריות על ידו.",,,,,,,,,,,,['כן'],,
"הנאשם מסר לבית המשפט מכתב בו פירט נסיבות חייו, ובו מציג כי הגיע לארץ בגיל צעיר ונקלע למעגל של התמכרות.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הנאשם מכיר במכתבו באחריות למעשיו והביע רצון לטיפול.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['לא'],['כן'],,
"בדבריו האחרונים של הנאשם ביקש במילים אלה: ""אני במצבי הנוכחי מצטער על מעשיי ולוקח אחריות ומבין את מעשיי."" וכן: ""מבקש בכל ליבי תעזרו לי בבקשה אני זקוק לטיפול והכוונה שיוכלו לעזור לי להשתקם ולחזור לתלם.",,,,,,,,,,,['לא'],,,
"תפ""ח 1447-04-22  מדינת ישראל נ' פלוני [נבו] (20.7.2023)- הנאשם הורשע, על יסוד הודאתו, בעבירות אינוס ומעשים מגונים בקטינות בנות משפחה.",,,,,,,,,,,,,,
"הנאשם היה בעלה של אם המתלוננות, אביהן החורג.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
לאורך תקופה ממושכת של כחמש שנים ביצע הנאשם עבירות מין רבות במתלוננות.,,,,,,,,,,,,,,
"בית המשפט השית על הנאשם, נעדר עבר פלילי, 20 שנות מאסר בפועל, מאסרים על תנאי ותשלום למתלוננת הראשונה על סך 130,000 ₪ ולמתלוננת השנייה 60,000 ₪.",['הנאשם קיבל 20 שנות מאסר בפועל'],['הנאשם קיבל 20 שנות מאסר בפועל. אין מידע על מאסר על תנאי בטקסט'],[],,,,,,,,,,,
"תפ""ח 18830-12-15 מדינת ישראל נ' פלוני [נבו] (6.12.2017)- הנאשם הורשע, על יסוד הודאתו, בעבירות של תקיפה מינית, עבירות מין במשפחה, עבירות אינוס במשפחה, מעשי סדום בבת משפחה ומעשים מגונים בבת משפחה.",,,,,,,,,,,,,,
"הנאשם דודה של המתלוננת, נהג במשך 12 שנים לבצע בה עבירות מין רבות הכוללות החדרת איבר מינו אל תוך איבר מינה, החדרת איבר מינו אל פי הטבעת שלה, לנשק אותה על פיה כשהוא מחדיר את לשונו, לגעת בה בגופה ואונן בנוכחותה כאשר ביקש ממנה להוריד את בגדיה.",,,,,,,,,,,,,,
"בית המשפט המחוזי קבע מתחם ענישה הולם שבין 11 ל-18 שנות מאסר בפועל והשית על הנאשם, נעדר עבר פלילי, 13 שנות מאסר בפועל, מאסר על תנאי ופיצוי כספי למתלוננת על סך 200,000 ₪.",['הנאשם קיבל 13 שנות מאסר בפועל'],['13 חודשי מאסר על תנאי'],[],"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הנאשם הוא בבחינת אביה של המתלוננת אף כי אינו אביה הביולוגי.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לפנינו נגלה באופן כואב, אדם, אשר מצא לפגוע באופן קשה ביותר בילדה תמימה, רכה בשנים, המצויה תחת אחריותו, אשר בתחילת המעשים, לא הבינה פשר הפגיעות המיניות הקשות בה ורק בשלבים מאוחרים עם התבגרותה, הבינה פשר המעשים ובכך הכתה בה עוצמת הפגיעה בה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
5 (עשרים ושתיים שנים ושישה חודשים) שנות מאסר בפועל.,['הנאשם קיבל 5 שנות מאסר בפועל'],[],[],,,,,,,,,,,
18 חודשי מאסר על תנאי והתנאי הוא שבמשך שלוש שנים לא יעבור הנאשם עבירות פשע לפי סימנים ה' וח' לפרק י' לחוק העונשין לרבות ניסיון.,[],['18 חודשי מאסר על תנאי'],[],,,,,,,,,,,
9 חודשי מאסר על תנאי והתנאי הוא שבמשך שלוש שנים מיום שחרורו ממאסר לא יעבור הנאשם עבירה עוון לפי סימנים ה' וח' לפרק י' לחוק העונשין לרבות ניסיון.,[],['9 חודשי מאסר על תנאי'],[],,,,,,,,,,,
12 חודשי מאסר על תנאי והתנאי הוא שבמשך שלוש שנים מיום שחרור הנאשם ממאסר לא  יעבור הנאשם עבירת פשע על פקודת הסמים המסוכנים.,[],['12 חודשי מאסר על תנאי'],[],,,,,,,,,,,
