verdict,text,part_single,part_concatenated
ME-23-04-12589-79,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), ג",ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
ME-23-04-12589-79,"חוק העונשין, תשל""ז-1977: סע'  40 ב', 40 ג', 40 ד', 40 ה', 40ו', 40ז', 40ט', 40 יא'",ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
ME-23-04-12589-79,"* בית המשפט גזר על הנאשמת, שהורשעה בשתי עבירות של החזקת סם שלא לצריכה עצמית, 9 חודשי מאסר בעבודות שירות, שני מאסרים על תנאי, קנס בסך 5,000 ש''ח או מאסר תמורתו וחילוט רכב.",ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
ME-23-04-12589-79,* עונשין – ענישה – מדיניות ענישה: עבירות סמים,ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
ME-23-04-12589-79,"הנאשמת הורשעה על יסוד הודאתה במסגרת הסדר טיעון, בשתי עבירות של החזקת סם שלא לצריכה עצמית.",ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
ME-23-04-12589-79,בית המשפט המחוזי גזר את הדין כדלהלן:,ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
ME-23-04-12589-79,חומרתן של עבירות סמים ובכללן עבירה של החזקת סמים שלא לצריכה עצמית ידועה.,ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
ME-23-04-12589-79,"עבירות הסמים פוגעות בערכים חברתיים של הגנה על שלום הציבור ובריאותו, שלטון החוק, הסדר החברתי וכן מניעת נזקים עקיפים ועבירות נלוות לעבירות סמים.",ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
ME-23-04-12589-79,"הנזק האדיר בשל השימוש בסמים הוא רחב ביותר, הן באשר לפרט המשתמש בסם ולעיתים מאבד צלם אנוש, והן באשר לנזק לחברה ולעיתים גם נזק כלכלי לא פשוט אלא קשה ביותר.",ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
ME-23-04-12589-79,"העבירות אותן ביצעה הנאשמת חמורות ביותר, בלשון המעטה.",ע''י ב''כ עו''ד יוסי בוקר,"בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו, בית המשפט המחוזי בתל אביב -יפו,  לפני , כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, כבוד השופט עמית  אברהם הימן, המאשימה, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, מדינת ישראל, ע""י ב""כ עו""ד פמלה בנימין, מפרקליטות מחוז תל אביב - פלילי, נגד, נגד, נגד, נגד, נגד, הנאשמים, ע''י ב''כ עו''ד יוסי בוקר, ע''י ב''כ עו''ד יוסי בוקר"
