feature_key,text,extraction
GENERAL_CIRCUM,"בפתח טיעוניה לעונש הגישה ב""כ המאשימה את הרישום הפלילי של הנאשם.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : כן']"
GENERAL_CIRCUM,"מרישום זה למדתי כי לחובתו 7 הרשעות קודמות, החל משנת 2015 ועד שנת 2019.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"לטעמה, מסקנה זו מתבקשת במיוחד לאור עברו הפלילי של הנאשם והעובדה כי לא עומדות לזכותו נסיבות אישיות מיוחדות ואף לא נטען לשיקולי שיקום.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']"
GENERAL_CIRCUM,"הסנגור טען כי הנאשם בן 36, רווק, בן למשפחה נורמטיבית להורים גרושים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הוא גדל במשפחה עם בעיות סוציואקונומיות קשות ביותר, אשר השפיעו על תהליך התבגרותו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"עם זאת, הוא סיים 12 שנות לימוד עם תעודת בגרות, כך שחרף הקשיים פילס דרכו, במסגרות מסודרות.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הסנגור הוסיף כי אומנם לנאשם הרשעות קודמות, אך האחרונה שבהן בשנת 2019 ואף לא אחת מהן מלמדת על קשר לייצור או סחר בסמים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"בנוסף, טען הסנגור כי יש לקחת בחשבון את מעצרו של הנאשם עד כה, כאשר מזה 15 חודשים הוא מצוי בתנאי מעצר קשים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"בעניין דרחי הנ""ל הוטלו 30 חודשי מאסר על נאשם ללא עבר פלילי משמעותי, אשר הקים מעבדה לגידול סם מסוג קנבוס במספר חדרים בדירה אשר בחזקתו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם אברהם חודדטוב (להלן אברהם), אשר לחובתו שבע הרשעות קודמות בנושא סמים, רכוש ואלימות, הורשע על פי הודאתו בכתב אישום מתוקן שכלל עבירות של ייצור סם באמצעות גידולו, החזקת סם שלא לצריכה עצמית, החזקת כלים ונטילת חשמל, בנוגע להפעלת שלוש מעבדות, בהן נתפסו סמים במשקל של כ- 36 ק""ג.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"גזר דינם האמור נומק בתיקון המשמעותי של כתב האישום, בחיסכון בזמן שיפוטי ניכר נוכח ההודאה ובעברם הפלילי שאינו מכביד.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,בא כוח הנאשם ציין בטיעוניו כי הנאשם בן למשפחה נורמטיבית אשר גדל תחת בעיות סוציואקונומיות קשות.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"חרף הקשיים, הנאשם השלים 12 שנות לימוד עם תעודת בגרות.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"כיום הנאשם כבן 37, רווק, והוא הספיק לצבור לחובתו שבע הרשעות קודמות, חלקן בגין עבירות חמורות, גם אם לא בנוגע לייצור סם והפצתו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"זאת כאשר גם לשותפו אברהם, היו שבע הרשעות קודמות.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,לחובתו שבע הרשעות קודמות.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
