text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
מפרקליטות מחוז ירושלים (פלילי),0,0,0,1,0,0,0,0,0,0,0
"שמואל דורנר, ""חילוט חפצים ששימשו בביצוע"", הפרקליט, כרך מג (תשנ""ז) 211",0,0,0,1,0,0,0,0,0,0,0
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  1, 6, 7, 7.א., 7.ג, 9, 9(א), 10, 31(6), 36א, 36א (א), 36א (א)(1), 36א(ב), 36ג', 36ג (ב)",0,0,0,0,0,0,0,0,0,0,0
"פקודת סדר הדין הפלילי (מעצר וחיפוש) [נוסח חדש], תשכ""ט-1969: סע'  32(א)",0,0,0,1,0,0,0,0,0,0,0
חוק-יסוד: כבוד האדם וחירותו,0,0,0,1,0,0,0,0,0,0,0
"חוק איסור הלבנת הון, תש""ס-2000",0,0,0,1,0,0,0,0,0,0,0
"הנאשם הודה והורשע במסגרת הסדר טיעון בעבירות של גידול סם מסוכן - עבירה  לפי סעיף 6 לפקודת הסמים המסוכנים [נוסח חדש] תשל""ג-1973 (להן: פקודת הסמים; הפקודה), שתי עבירות של החזקת חצרים – עבירה לפי סעיף 9(א) לפקודת הסמים, החזקת סמים שלא לצריכה עצמית – עבירה לפי סעיף 7(א)+(ג) רישא לפקודת הסמים, והחזקת כלים – עבירה לפי סעיף 10 רישא לפקודה.",0,0,0,0,0,0,0,0,0,0,1
"על פי עובדות כתב האישום המתוקן, בתקופה הרלוונטית התגורר הנאשם בבית הרשום במנהל מקרקעי ישראל ומצוי בבעלותו במושב תירוש (להלן: הבית).",0,0,0,0,0,0,0,0,0,0,0
"עובר לחודש יוני 2016 גיבש הנאשם תכנית לגדל סם מסוכן מסוג קנביס בבית, למטרת רווח.",0,0,1,0,1,0,0,0,0,0,0
לשם קידום התכנית נסע הנאשם למרוקו ורכש זרעים בכמות שתאפשר גידול של כאלף שתילי קנביס.,0,0,1,0,0,0,0,1,0,0,0
"כמו כן רכש במהלך חודש יוני 2016 כלים לגידול הסם, לרבות אדניות, מערכת השקיה, רשת הצללה, צינורות, טפטפות, דשן והורמונים טבעיים לעידוד גידול הקנביס.",0,0,1,0,1,0,0,1,0,0,0
הנאשם זרע מאות זרעי קנביס באדניות שהציב על גג ביתו וגידל אותם שם.,0,0,0,0,0,0,1,1,0,0,0
"כשצמחו קטף את השתילים, הפריד את העלים מהצמחים באמצעות מכשיר אלקטרוני, וארז אותם בארגזים שאוחסנו בקומה השלישית של הבית.",0,0,0,1,0,0,0,1,0,0,0
לאחר קטיף זה זרע הנאשם כמות נוספת של זרעי קנביס ב-518 אדניות שהציב על גג ביתו.,0,0,0,0,1,0,1,0,0,0,0
"בפשיטה שנערכה על הבית ביום 20.11.16 נתפס סם מסוכן מסוג קנאביס במשקל כולל של 77.32 ק""ג, חלקו ארוז בארגזי קרטון וחלקו באדניות על גג הבית.",0,0,1,0,1,1,0,0,0,0,0
כתב האישום (המקורי וכן) המתוקן כלל גם בקשה לחילוט רכושו של הנאשם.,0,0,0,1,0,0,0,0,0,0,0
"בית המשפט התבקש לקבוע כי הנאשם הוא סוחר סמים אשר ביצע עבירה של עסקת סמים, ולחלט את ביתו של הנאשם וכן שני כלי רכב הרשומים על שמו וכסף מזומן בסכום של 1,100 דולר שנמצא בבית.",0,0,1,0,0,0,1,0,0,0,0
"בקשת החילוט מבוססת הן על סעיף 32(א) לפקודת סדר הדין הפלילי (מעצר וחיפוש) [נוסח חדש] תשכ""ט-1969, בהתייחס לרכוש ששימש או שהיה מיועד לאפשר את ביצוע העבירה, הן על סעיף 36א(ב) לפקודת הסמים, לאחר שייקבע, כפי שהתבקש, כי הנאשם הוא סוחר סמים.",0,0,0,0,0,0,0,0,0,0,0
"בהודעה על הסדר טיעון הודיעו הצדדים על הסדר לפיו הנאשם יודה ויורשע בעובדות כתב האישום המתוקן, והצדדים יעתרו במשותף להטיל על הנאשם עונש של 12 חודשי מאסר בפועל בניכוי ימי מעצרו, וכן מאסר על תנאי וקנס בהתאם לשיקול דעת בית המשפט.",1,0,0,1,0,0,0,0,0,0,1
"עוד הוסכם כי הצדדים יהיו חופשיים בטיעוניהם בנוגע לבקשה להכרזה כי הנאשם הוא סוחר סמים ובנוגע לבקשת החילוט, ויהיו רשאים להביא ראיות בנושאים אלו בטרם הטיעון לעונש.",0,0,0,0,0,0,0,0,0,0,0
"המחלוקת בין הצדדים נוגעת, איפוא, להכרזה על הנאשם כסוחר סמים ולשאלת החילוט, כאשר מרכז הכובד בעניין החילוט הושם על הנכס היקר ביותר – ביתו של הנאשם.",0,0,0,1,0,0,0,0,0,0,0
"מרבית העובדות במקרה זה אינן שנויות במחלוקת ולא נדרשה שמיעת ראיות, מאחר שהצדדים הגיעו להסכמה עובדתית והנאשם הודה בכתב אישום מתוקן.",0,0,0,0,0,0,0,0,0,0,0
"המחלוקת שנותרה נוגעת לשאלה מה היתה מטרת גידול הסמים, ולשאלה זו השלכות על סוגיית החילוט וההכרזה על הנאשם כסוחר סמים.",0,0,0,1,0,0,0,0,0,0,0
"מטעם המאשימה הוגשו צילומים של הסמים שנתפסו, של בית הנאשם, מכשירים וציוד שנמצאו בבית, אדניות וקופסאות אחסון של הסמים, וכדו' (ת/1, ת/2).",0,0,0,1,0,0,0,0,0,0,0
"בנוסף הוגשו הערכת שמאי של שווי הבית (ת/3), פסק דין של בית משפט לעניינים מקומיים בנוגע לבית (ת/4), דיסק ותמליל של החיפוש בביתו של הנאשם (ת/5).",0,0,0,1,0,0,0,0,0,0,0
"הודעות הנאשם במשטרה, תמלילים ודיסקים מחקירותיו סומנו ת/6 – ת/12.",0,0,0,1,0,0,0,0,0,0,0
"רס""ר יהודה טובול ופקד רגב מרדכי חקרו את הנאשם במשטרה וגבו ממנו הודעות.",0,0,0,1,0,0,0,0,0,0,0
הם העידו אודות גביית ההודעות.,0,0,0,1,0,0,0,0,0,0,0
"ב""כ הנאשם חקרה את העדים על מחקריו הקודמים של הנאשם והספרים שפרסם (עמ' 31-34 לפרוטוקול).",0,0,0,0,0,0,0,0,0,0,0
הנאשם העיד ונחקר בחקירה ראשית ונגדית.,0,0,0,1,0,0,0,0,0,0,0
"טענתו העיקרית של הנאשם היא שבהיותו חוקר של צמחי מרפא וצמחי ארץ ישראל, גידל את הסמים לצורך מחקר מדעי.",0,1,0,0,0,0,0,0,0,0,0
"בעדותו תיאר הנאשם עבודות רחבות היקף שביצע במשך השנים, כולל מחקר שדה גדול על צמחי הבר של ארץ ישראל כמקור לתרופות, כתיבת ""ילקוט הצמחים"" - אנציקלופדיה הסוקרת את כל צמחי הרפואה והתועלת של ארץ ישראל, מחקרי שדה שערך בקרב מרפאים עממיים במגזר הערבי והבדואי ברחבי הארץ, ולאחר מכן בקרב עולים ממדינות ערב.",0,0,0,0,0,0,0,0,0,0,0
"הנאשם הציג ספרים רבים שכתב בנושאים אלו, ולדבריו הוא הניח את הבסיס לכל המחקר המדעי בנושא צמחי מרפא בישראל, והמחקרים האקדמיים הנעשים כיום מבוססים על מחקריו שלו (עדות הנאשם, פרוטוקול עמ' 13).",0,0,0,0,0,0,0,0,0,0,0
מאוחר יותר המשיך הנאשם את מחקריו במקום שהוגדר על ידו כבית הגידול הגדול בעולם לגידול קנאביס - במרוקו.,0,0,0,0,0,0,0,1,0,0,0
"לדברי הנאשם, הוא עצמו אינו משתמש ומעולם לא השתמש בסמים, אך היה מעוניין לבחון את האפשרות של שימוש בסמים בדרך של חליטה, ולא כעישון, מאחר שהעישון מזיק (עדותו בעמ' 14).",0,1,0,0,0,0,0,0,0,0,0
"לטענתו מטרת המחקר היתה לסייע לחולים סופניים, והוא אף סייע למספר חולים ללא כל תמורה (עמ' 15).",0,0,0,0,0,0,0,0,0,0,0
"הנאשם הכחיש את הטענה שהתכוון להפיק רווח כספי מהסחר בסם, וטען כי הכסף מעולם לא היה נר לרגליו והוא חי בצניעות רבה.",0,1,0,0,0,0,0,0,0,0,0
"בנוגע לבית מגוריו, נשוא בקשת החילוט, הנאשם  טען כי היה מעוניין לרכוש בית במקום שאוכלוסייתו מושתתת על עולים ממרוקו.",0,1,0,0,0,0,0,0,0,0,0
"לדבריו הוא בנה בשלב הראשון בית צנוע בן קומה אחת, ובהמשך הוסיף קומה נוספת שנבנתה כחדר אירוח מרוקאי, במטרה לשרת את המטיילים המשתתפים בסיוריו (עמ' 16, 17).",0,0,0,0,0,0,0,0,0,0,0
"הנאשם תיאר את מצבו הכלכלי היום, והעיד כי הוא מתקיים מקצבת ביטוח לאומי וצבר חובות שונים.",0,1,0,0,0,0,0,0,0,0,0
"לדבריו הוא חי באופן סגפני, ללא חשמל (עמ' 17, 18).",0,1,0,0,0,0,0,0,0,0,0
"הנאשם עומת עם העובדה שהודה בעובדות כתב האישום, הכוללות גם טענה שעבר את העבירה למטרת רווח, ובאת כוחו טענה כי הרווח שאותו ביקש הנאשם להשיג הוא רווח מחקרי.",0,0,0,0,0,0,1,0,0,0,1
"עם זאת הבהירה כי הנאשם אינו מתכוון לחזור בו מהודאתו בכתב האישום המתוקן (עמ' 19, 20).",0,0,0,0,0,0,0,0,0,0,0
"בחקירתו הנגדית נשאל הנאשם על גנרטורים ומשקל דיגיטלי שנמצאו בביתו, וטען שהם נועדו לשימושו שלו.",0,0,0,0,0,0,0,0,0,0,0
"הוא הסביר כי נזקק לכמות של 30 ק""ג של סם כיוון שייעד את המחקר ל- 300 חולים סופניים שהיו אמורים לקבל את הטיפול (עמ' 21).",0,0,0,0,0,0,0,0,0,0,0
"הנאשם נשאל על קיומו של חומר כתוב המתעד את המחקר, והשיב כי קיים יומן מחקר שבו רשם את נתוני הגידול.",0,0,0,1,0,0,0,0,0,0,0
עם זאת הנאשם הוסיף כי חקירת המשטרה קטעה את המחקר באיבו וכי לא נכתב דבר לגבי המחקר עצמו (עמ' 23).,0,0,0,1,0,0,0,0,0,0,0
"מהחקירה עלה גם שהנאשם לא עסק כלל בצד המדעי של ה""ניסוי"", לא עסק בחומרים הפעילים שבצמח הקנביס (עמ' 28-30) ולמעשה החידוש היחיד שבמחקר הנטען הוא הנסיון לעשות שימוש בעלי הקנביס בחליטה ולא בעישון או בצורות עיבוד אחרות.",0,0,0,1,0,0,0,0,0,0,0
