text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 10, 13, 19א, 36א(א)",,,,,,,,,,,,,,
הנאשם הורשע על פי הודאתו בעבירות הבאות:,,,,,,,,,,,,,,
"החזקת סם שלא לצריכה עצמית, לפי סעיפים 7(א)(ג) רישא לפקודת הסמים;",,,,,,,,,,,,,,
"החזקת כלים להכנת סם שלא לצריכה עצמית, לפי סעיף 10 רישא לפקודת הסמים;",,,,,,,,,,,,,,
מהחלק הכללי של כתב האישום עולה כי הנאשם קשר קשר לפשע עם אחרים באמצעות אפליקציית טלגרם במטרה לסחור בסמים מסוג קנביס.,,,,,,,,,,,,,,
"מהאישום הראשון עולה, כי ביום 1.3.2022 סחר הנאשם בקנביס במשקל 24.56 גרם תמורת 450 ₪ מול א""א, עמו תואמה העסקה בטלגרם, ואליה הגיע הנאשם ברכבו.",,,,,['סוג הסמים הוא קנאביס'],['[24.56 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,
"מהאישום השני עולה, כי ביום 15.3.2022 ביצע הנאשם עסקה בנסיבות דומות ובשיטה זהה מול ג""ק, לו מכר הנאשם קנביס במשקל 23.84 גרם תמורת 800 ₪.",,,,,['סוג הסמים הוא קנאביס'],['[23.84 - גרם]'],"['הנאשם הואשם במכירת קנביס, לא בהפעלת מעבדה. הוא היה בעל הסמים, כי הוא מכר אותם']",,,,,,,
"בחיפוש על גופו נמצאו 800 ₪ במזומן, ובהמשך בחיפוש ברכבו נמצאו סמים מסוג חשיש במשקל 111.17 גרם מחולק לאריזות וכ-620 גרם קנביס ארוז בעשרות אריזות.",,,,,['הסוג של הסמים הוא חשיש וקנביס'],['[111.17 - גרם]'],['[בעל הסמים]'],,,,,,,
"בהמשך בחיפוש בבית סבתו בו התגורר נתפסו כ-680 גרם קנביס, אף הוא מחולק לעשרות חבילות.",,,,,,['[680 - גרם]'],,,,,,,,
"בחיפוש בדירה שכורה סמוך לירושלים נתפסו גרמים בודים של קנביס וכן מחסנית צה""לית ובה 38 כדורי 5.56 מילימטר.",,,,,['סוג הסמים הוא קנאביס'],['[3 - מחסנית]'],,,,,,,,
בהמשך הוקלו התנאים עוד לאחר שהמשיב השתלב בצו פיקוח מעצרים ושיתף פעולה עם שירות המבחן.,,,,,,,,,,,,,,
"הנאשם הודה בפניי בכתב אישום מתוקן ללא הסכמה עונשית, ונשלח הן לשירות המבחן והן לממונה על עבודות השירות.",,,,,,,,,,,['כן'],,,
"מהתסקיר שהוגש בעניינו של הנאשם עולה, כי הוא כבן 24, רווק ומתגורר עם חברתו מזה כ-9 חודשים בדירה שכורה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"בחודשים האחרונים הוא עובד כשכיר במוסך ופועל להחזיר חובות אליהם נקלע, ואשר העמיקו בשל התקופה הארוכה במעצר בית, בה לא עבד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"תוארה ילדותו של הנאשם, כשגדל מגיל צעיר עם אמו לאחר גירושי הוריו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
