Unnamed: 0,verdict,text,part
0,SH-22-03-62924-190,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 10, 13, 19א, 36א(א)",מטעם הסניגוריה הציבורית
1,SH-22-03-62924-190,"חוק העונשין, תשל""ז-1977: סע'  25, 29(א), 144(א), 244",מטעם הסניגוריה הציבורית
2,SH-22-03-62924-190,הנאשם הורשע על פי הודאתו בעבירות הבאות:,כתב האישום המתוקן בו הודה הנאשם
3,SH-22-03-62924-190,"2 עבירות של סחר בסמים בצוותא, לפי סעיפים 13 ו-19א לפקודת הסמים המסוכנים בצירוף סעיף 29(א) לחוק העונשין, התשל""ז-1977;",כתב האישום המתוקן בו הודה הנאשם
4,SH-22-03-62924-190,"החזקת סם שלא לצריכה עצמית, לפי סעיפים 7(א)(ג) רישא לפקודת הסמים;",כתב האישום המתוקן בו הודה הנאשם
5,SH-22-03-62924-190,"החזקת כלים להכנת סם שלא לצריכה עצמית, לפי סעיף 10 רישא לפקודת הסמים;",כתב האישום המתוקן בו הודה הנאשם
6,SH-22-03-62924-190,"ניסיון שיבוש מהלכי משפט, לפי סעיפים 244 ו-25 לחוק העונשין;",כתב האישום המתוקן בו הודה הנאשם
7,SH-22-03-62924-190,"החזקת תחמושת, לפי סעיף 144(א) לחוק העונשין.",כתב האישום המתוקן בו הודה הנאשם
8,SH-22-03-62924-190,מהחלק הכללי של כתב האישום עולה כי הנאשם קשר קשר לפשע עם אחרים באמצעות אפליקציית טלגרם במטרה לסחור בסמים מסוג קנביס.,כתב האישום המתוקן בו הודה הנאשם
9,SH-22-03-62924-190,"מהאישום הראשון עולה, כי ביום 1.3.2022 סחר הנאשם בקנביס במשקל 24.56 גרם תמורת 450 ₪ מול א""א, עמו תואמה העסקה בטלגרם, ואליה הגיע הנאשם ברכבו.",כתב האישום המתוקן בו הודה הנאשם
10,SH-22-03-62924-190,"מהאישום השני עולה, כי ביום 15.3.2022 ביצע הנאשם עסקה בנסיבות דומות ובשיטה זהה מול ג""ק, לו מכר הנאשם קנביס במשקל 23.84 גרם תמורת 800 ₪.",כתב האישום המתוקן בו הודה הנאשם
11,SH-22-03-62924-190,"בסמוך לאחר מכן עצרו שוטרים את הנאשם בכף, ובתגובה ניסה הנאשם להשליך את מכשיר הטלפון הסלולרי שהחזיק בידו.",כתב האישום המתוקן בו הודה הנאשם
12,SH-22-03-62924-190,"בחיפוש על גופו נמצאו 800 ₪ במזומן, ובהמשך בחיפוש ברכבו נמצאו סמים מסוג חשיש במשקל 111.17 גרם מחולק לאריזות וכ-620 גרם קנביס ארוז בעשרות אריזות.",כתב האישום המתוקן בו הודה הנאשם
13,SH-22-03-62924-190,"בהמשך בחיפוש בבית סבתו בו התגורר נתפסו כ-680 גרם קנביס, אף הוא מחולק לעשרות חבילות.",כתב האישום המתוקן בו הודה הנאשם
14,SH-22-03-62924-190,"בחיפוש בדירה שכורה סמוך לירושלים נתפסו גרמים בודים של קנביס וכן מחסנית צה""לית ובה 38 כדורי 5.56 מילימטר.",כתב האישום המתוקן בו הודה הנאשם
15,SH-22-03-62924-190,לאחר מכן הוארכו תנאי מעצר הבית והוגש כתב אישום יחד עם בקשה להותרת התנאים על כנם עד לתום ההליכים ביום 29.3.2022.,מהלך הדיון
16,SH-22-03-62924-190,ביום 26.6.2022 ניתנו למשיב חלונות התאווררות ומחודש יולי 2022 הותר לו לצאת לעבודה אצל אביו.,מהלך הדיון
17,SH-22-03-62924-190,בהמשך הוקלו התנאים עוד לאחר שהמשיב השתלב בצו פיקוח מעצרים ושיתף פעולה עם שירות המבחן.,מהלך הדיון
18,SH-22-03-62924-190,"הנאשם הודה בפניי בכתב אישום מתוקן ללא הסכמה עונשית, ונשלח הן לשירות המבחן והן לממונה על עבודות השירות.",מהלך הדיון
19,SH-22-03-62924-190,"מהתסקיר שהוגש בעניינו של הנאשם עולה, כי הוא כבן 24, רווק ומתגורר עם חברתו מזה כ-9 חודשים בדירה שכורה.",תסקיר שירות המבחן
20,SH-22-03-62924-190,"בחודשים האחרונים הוא עובד כשכיר במוסך ופועל להחזיר חובות אליהם נקלע, ואשר העמיקו בשל התקופה הארוכה במעצר בית, בה לא עבד.",תסקיר שירות המבחן
21,SH-22-03-62924-190,בני הזוג מתכננים להתחתן.,תסקיר שירות המבחן
22,SH-22-03-62924-190,"תוארה ילדותו של הנאשם, כשגדל מגיל צעיר עם אמו לאחר גירושי הוריו.",תסקיר שירות המבחן
23,SH-22-03-62924-190,"במהלך לימודיו חווה בעיות התנהגות והסתגלות, אך למרות זאת סיים 12 שנות לימוד עם תעודת בגרות מלאה.",תסקיר שירות המבחן
24,SH-22-03-62924-190,"כבר מנערוּת יצא לעבוד כדי לסייע בפרנסת התא המשפחתי, ובשנים אלה גם נחשף לשימוש בקנביס על-רקע חברתי.",תסקיר שירות המבחן
25,SH-22-03-62924-190,"הוא גויס לצבא במסלול מקא""מ המאפיין אוכלוסיות המתמודדות עם קשיים שונים, וסיים שירות צבאי מלא בהצלחה ולאחר מכן המשיך לעבוד.",תסקיר שירות המבחן
