text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"על ידי בא כוחה עו""ד ישראל בן שושן ומתמחה הגב' שי לי פדידה",,,,,,,,,,,,,,,,,
"על ידי בא כוחו  עו""ד עאדל בויארת",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40ד', 40 ה', 40ט', 144(א), 40יא'",,,,,,,,,,,,,,,,,
"הנאשם הודה בעבירות המיוחסות לו בכתב האישום המתוקן ממנו עולה כי בתאריך 29.08.21 בשעה 08:45 או בסמוך לכך, בביתו של הנאשם שבשכונת עין ג'רר, באום אל פחם, בחיפוש שנערך כדין במקום על ידי שוטרים, נמצא הנאשם כשהוא מחזיק בחדר השינה, בארון הבגדים בנשק מסוג אקדח חצי אוטומטי FN מספר סידורי C43502  שיש בכוחו לירות כדור ובכוחו להמית אדם (להלן: ""הנשק""), כשהוא טעון במחסנית תואמת המכילה 13 כדורי תחמושת בקוטר 9 מ""מ (להלן: ""אביזר הנשק"" ו-""תחמושת""), וזאת בלא רשות על פי דין.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']","['בבית', 'סמוך לבית']",,,"['מאחר', 'מצא']","['אקדח סוג הנשק הוא אקדח, כפי שמתואר בכתב האישום: ""נשק מסוג אקדח חצי אוטומטי FN מספר סידורי C43502']",[],,,,['כן'],,,
"על בסיס הודאתו, הורשע הנאשם בעבירות של החזקת נשק שלא כדין – עבירה לפי סעיף 144(א) רישא לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין"") והחזקת חלק של נשק או תחמושת – עבירה לפי סעיף 144 (א) סיפא לחוק העונשין.",,,,,,,,,,,,,,['כן'],,,
"בטיעוניה לעונש הגישה ב""כ המאשימה את תמונות המוצגים (הנשק, המחסנית והתחמושת – ת/1) ועמדה על חומרת מעשיו של הנאשם ועל הערכים החברתיים שנפגעו, שלום הציבור ובטחונו.",,,,,,,,,['אקדח'],,,,,,,,
"המאשימה הדגישה כי מידת הפגיעה בערכים אלה איננה מסתכמת רק בנזק שאירע בפועל אלא גם בפוטנציאל של פגיעה בחפים מפשע וערעור בטחון הציבור והסדר החברתי, הנובע מאותן עבירות.",,,,,,,,,,,,,,,,,
"המאשימה הדגישה כי מיגור הנגע של החזקת נשק בלתי חוקי והשימוש בו, הפך למטרת על בקרב גורמי אכיפת החוק, ובתי המשפט ראו בעבירות הנשק כעבירות שיש להחמיר עם מבצעיהם על ידי הטלת מאסרים ממושכים.",,,,,,,,,,,,,,,,,
"בקביעת מתחם העונש ההולם את מעשיו של הנאשם, עמדה המאשימה על מדיניות הענישה הנהוגה בעבירות דומות, תוך הפניה לאסופת פסקי דין מטעמה (ת/3).",,,,,,,,,,,,,,,,,
"כן עמדה המאשימה על הנסיבות הקשורות בביצוע העבירה ובכלל זה, העובדה כי הנשק הוסלק בתוך ארון בגדים כשהוט טעון במחסנית מלאה בכדורים.",,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,,,,,,,
"המאשימה סברה כי מתחם העונש ההולם את מעשיו של הנאשם נע בין 12 ל- 36 חודשי מאסר וביקשה בהתחשב בנסיבות שאינן קשורות בביצוע העבירה, בעיקר עברו הפלילי של הנאשם (ת/2) והצורך להרתיע את הרבים בעבירות נשק ועל אף ההודאה, למקם את עונשו של הנאשם באמצע המתחם.",,,,,,,,,,,,,,['כן'],,,
"לצד זאת, מבקשת המדינה להטיל על הנאשם מאסר על תנאי וקנס.",,,,,,,,,,,,,,,,,
"מנגד, באשר לנסיבות העבירות, בא כוח הנאשם ציין שבראיות המאשימה קיימת חוות דעת של מעבדת הנשק בה נקבע שהנשק לא היה קשור לאף אירוע פלילי (נ/2).",,,,,,,,,,,,,,,,,
"הסנגור הפנה לאסופת פסקי דין מטעמו (נ/1) תוך שסבר כי מתחם העונש ההולם את מעשיו של הנאשם נע בין 6 חודשי מאסר בפועל, שניתן לרצות בעבודות שירות ועד 24 חודשי מאסר.",,,,,,,,,,,,,,,,,
