,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
0,SH-16-10-1516-912,"מספר פל""א 418548/2016",,0.9996601416138854,,,,,,,,,,,,,,,,,
1,SH-16-10-1516-912,"לפני כבוד השופטת, סגנית נשיאה פרנקל (שיפמן) ליאורה",,0.9995905659343295,,,,,,,,,,,,,,,,,
2,SH-16-10-1516-912,"לפני כבוד השופטת, סגנית נשיאה פרנקל (שיפמן) ליאורה",,0.9995905659343295,,,,,,,,,,,,,,,,,
3,SH-16-10-1516-912,"ב""כ המאשימה עו""ד רמי שיינפלד",,0.9994668283385335,,,,,,,,,,,,,,,,,
4,SH-16-10-1516-912,"ב""כ הנאשם עו""ד חי אוזן",,0.9995108398269709,,,,,,,,,,,,,,,,,
5,SH-16-10-1516-912,הנאשם -  בעצמו,,0.9995085954548808,,,,,,,,,,,,,,,,,
6,SH-16-10-1516-912,"חוק העונשין, תשל""ז-1977: סע'  40ג(א), 144, 144  (א), 144(ב)",,0.999714268549855,,,,,,,,,,,,,,,,,
7,SH-16-10-1516-912,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7 (א), 7 (ג)",,0.9997333427164986,,,,,,,,,,,,,,,,,
8,SH-16-10-1516-912,"הנאשם הורשע בהתאם להודאתו בעבירות של החזקת נשק, עבירה לפי סעיף 144  (א) רישא לחוק העונשין, התשל""ז – 1977.",,0.0014215264230265073,0.0002966737292308607,3.464541366750558e-08,0.0018099316810277176,0.9997483903896516,0.9995470555111103,,,,,,1.1407680427473975e-05,1.1884022306618843e-05,,,,,
9,SH-16-10-1516-912,"(להלן: ""החוק""), החזקת אביזר נשק או תחמושת שלא כדין, עבירה לפי סעיף 144 (א) סיפא לחוק, (3 עבירות), והחזקת סמים לצריכה עצמית, עבירה לפי סעיפים 7 (א) ו- 7 (ג) סיפא לפקודת הסמים המסוכנים [נוסח חדש]  תשל""ג – 1973 (להלן: ""הפקודה"").",,0.9996507559741497,,,,,,,,,,,,,,,,,
10,SH-16-10-1516-912,"באופן שביום 25.09.16 בשעה 11:00 או בסמוך לכך, החזיק הנאשם בביתו אקדח מסוג Tactical-hulk, מודל PT12-pro , 7.65 מ""מ, ובתוכו מחסנית ריקה, מוסלק במגף בתוך מזוודה.",,0.00024985054044572596,0.00010384621097544894,8.426891098428351e-08,0.999904385811985,1.883277682465931e-05,,0.9998220023243788,1.3936030693382433e-05,1.310314521383848e-05,1.7162871316313374e-05,0.9994890831103124,,,0.0002598988143709616,0.9997195532839162,0.8477004528975777,6.977451517633382e-05,6.977451517633382e-05
11,SH-16-10-1516-912,כמו כן החזיק במחסנית תואמת ריקה מוסלקת אף היא בתוך מגף.,,0.00045419769605864116,0.00041205666812929207,5.6605118609047686e-08,0.9999104360735971,1.846748035248997e-05,,0.9998424077250363,1.261750456248662e-05,1.148300916141673e-05,1.3727507315457758e-05,0.9996551398827044,,,0.0017479501390420243,0.9909855905469824,3.760088116769475e-05,5.53618566448697e-05,5.53618566448697e-05
12,SH-16-10-1516-912,"עוד החזיק כוורת ובתוכה 31 כדורים 7.65 מ""מ תואמים מוסלקים בסיר בישול במטבח וכן סם מסוכן מסוג חשיש לצריכה עצמית.",,0.0015413134653506485,0.0001890645217681922,5.1574076438610204e-08,0.9998932577032188,1.9209323441100612e-05,,1.3007890801353032e-05,1.1932990275628509e-05,1.168291054352985e-05,1.434965855492261e-05,0.9996236083159894,,,0.00020428272269220555,0.00012883448233718824,0.001654482119748023,7.034228417553132e-05,7.034228417553132e-05
13,SH-16-10-1516-912,הצדדים הציגו הסדר דיוני במסגרתו הודה הנאשם בעובדות כתב האישום המתוקן.,,0.00271663927285924,0.00020356803294285404,3.396568053081154e-08,0.0016111264220689024,0.9996868971792735,0.9996629425349954,,,,,,1.1303937812151363e-05,1.1731324466129945e-05,,,,,
14,SH-16-10-1516-912,לא הוצג הסדר לעניין העונש.,,0.9993530341820617,,,,,,,,,,,,,,,,,
15,SH-16-10-1516-912,עם זאת המאשימה הצהירה כי תעתור להטלת עונש מאסר.,,0.9987394043843243,,,,,,,,,,,,,,,,,
16,SH-16-10-1516-912,"לאור גילו של הנאשם בעת ביצוע העבירה חלה בעניינו חובת תסקיר, ומשכך שירות המבחן נתבקש להגיש תסקיר.",,0.9990809784865475,,,,,,,,,,,,,,,,,
17,SH-16-10-1516-912,מהתסקיר עלה כי הנאשם בן 22 נשוי.,,0.002792010019649425,0.00018321493361885357,0.9997998718096702,0.00177330059151328,2.155837197028355e-05,,,,,,,,,,,,,
18,SH-16-10-1516-912,"עובר למעצרו עבד כטבח במסעדות, לאחר שחרורו בתנאים ומחודש מרץ 2017 עובד במאפייה.",,0.0021876183305485695,0.00019346189420006162,0.9999720316169917,0.0014553841632197174,1.8995179541993377e-05,,,,,,,,,,,,,
19,SH-16-10-1516-912,צויין כי הנאשם בוגר 12 שנות לימוד ובגרות חלקית.,,0.0014822973232265677,0.00021688935569594148,0.9998255087641769,0.0017499432141195677,2.0017170459525664e-05,,,,,,,,,,,,,
20,SH-16-10-1516-912,שירות המבחן התייחס למשפחת מצאו של הנאשם.,,0.9918379628210606,,,,,,,,,,,,,,,,,
21,SH-16-10-1516-912,משפחה נורמטיבית.,,0.0002577343032789501,1.8853039340322853e-05,0.999841788632494,0.0013752978836775868,2.2171016490153523e-05,,,,,,,,,,,,,
22,SH-16-10-1516-912,צויין כי הוריו הנאשם התגרשו והקשר עם אביו רופף.,,0.004408258172371882,0.00040663576779978135,0.99973506954059,0.0021258309767902437,2.2000227039607e-05,,,,,,,,,,,,,
23,SH-16-10-1516-912,צויין כי עוד מילדותו נטל תפקידים הוריים במטרה לסייע בפרנסת המשפחה.,,0.0013032094570624264,0.00043593453636142697,0.9996101126464763,0.002055280605609601,2.244033082897768e-05,,,,,,,,,,,,,
24,SH-16-10-1516-912,צויין כי לא רשומות לחובת הנאשם הרשעות קודמות.,,0.0008281037220114908,0.00014929474911490928,0.9999213593296018,0.001795636893508568,1.8912212721976082e-05,,,,,,,,,,,,,
25,SH-16-10-1516-912,צויין כי במסגרת הליך המעצר הוטל על הנאשם פיקוח מעצר למשך 6 חודשים במהלכו שולב הנאשם בטיפול קבוצתי.,,0.0013800343799521162,0.00024704985206338925,0.9996937845377861,0.001878905855354637,1.854252817750684e-05,,,,,,,,,,,,,
26,SH-16-10-1516-912,עם זאת צויין כי הנאשם גילה יכולת ראשונית להעזר בטיפול אולם בלטו דפוסי סגירות והימנעות מחשיפה ומתן אמון.,,0.0021932846091187726,0.0004293359194744227,0.9984088402408539,0.0018259665642988846,1.8889649194902976e-05,,,,,,,,,,,,,
27,SH-16-10-1516-912,"באשר לעבירות נשוא כתב האישום, צוין כי הנאשם צמצם אחריותו ביחס לביצוע העבירות.",,0.00035198349895576196,0.00015839579142303621,4.2562323667180186e-08,0.0020274168167834683,0.9997116316092375,1.4323423928994773e-05,,,,,,1.2135275907707337e-05,0.9994843174188247,,,,,
28,SH-16-10-1516-912,שלל מעורבות שולית.,,0.00016943116448028594,3.345410093091755e-05,0.9998877514626439,0.0016150584537374326,2.2408020710754522e-05,,,,,,,,,,,,,
29,SH-16-10-1516-912,הבין את חומרת מעשיו.,,0.0010835102914035363,5.7017626447312786e-05,0.9944288303621966,0.0015549106948151673,2.5371647193504106e-05,,,,,,,,,,,,,
30,SH-16-10-1516-912,עם זאת טען כי המזוודה הגיעה אליו מחבר משפחה שביקשו לאחסנה ופעל לתפיסתו מתוך תחושת מחויבות ורצון להשתייכות.,,0.002658507621214609,0.0005599559971215709,3.425467369120123e-08,0.9999013133179832,1.8961360279961057e-05,,1.2374550926793495e-05,1.3486597826693202e-05,1.120704705493273e-05,1.2080816705844197e-05,1.2694898265467243e-05,,,0.00028439210948257064,0.00029218015167447144,0.9700314830125207,5.1640643400237304e-05,5.1640643400237304e-05
31,SH-16-10-1516-912,לא עלה בידו לספק הסבר באשר לתחמושת ומשכך שירות המבחן סבור כי קיימת מעורבות בחברה שולית.,,0.0005302914771762858,0.0003689646778433496,0.9996304310670842,0.0019808478311634414,1.8580530714929585e-05,,,,,,,,,,,,,
32,SH-16-10-1516-912,"שירות המבחן התרשם מחוסר בשלות, מקושי להציב גבול כשנתון בלחצים חברתיים, עם זאת לאחר מעצרו הנוכחי חל שינוי ראשוני והנאשם הצליח לבחון באופן ביקורתי דפוסי חשיבתו, החלטתו והתנהלותו.",,0.003408627475573781,0.0001747449232761765,0.9980283797013769,0.0019740714163048075,1.850869713033402e-05,,,,,,,,,,,,,
33,SH-16-10-1516-912,שירות המבחן סבור כי ההליך הפלילי מהווה גרום מרתיע ומדרבן לשינוי עבור הנאשם וכן צויין כי הוא הביע מוטיבציה להשתלב בטיפול.,,0.0034456259429649057,0.0005175130329419889,0.9979599806497984,0.001896611737283259,1.8509154015336348e-05,,,,,,,,,,,,,
34,SH-16-10-1516-912,לאור האמור בשקילת כל השיקולים שירות המבחן המליץ להעמיד את הנאשם בצו מבחן למשך שנה במהלכה ישתלב הנאשם בקבוצה טיפולית לצד עונש מאסר לרצוי על דרך של עבודות שירות ועונש מאסר על תנאי.,,0.010628823915826202,0.0003079344143187447,0.9953591404404468,0.0017399869203615068,1.7646560152246663e-05,,,,,,,,,,,,,
35,SH-16-10-1516-912,"ב""כ המאשימה הפנה לעבירות בהן הורשע הנאשם ולנסיבות ביצוען.",,0.9997308433960302,,,,,,,,,,,,,,,,,
