text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
רז דיין (עציר),,,,,,,,,,,,,,,,,
"ב""כ המאשימה, עו""ד דרור שטורק",,,,,,,,,,,,,,,,,
"הנאשם ובא-כוחו, עו""ד יוסי לין",,,,,,,,,,,,,,,,,
"הנאשם הודה כי קשר קשר עם אחר - אדי מכלוף (להלן:""אדי"") להניח חומר נפיץ בנכסיו של אלי בן לולו (להלן:""בן לולו"").",,,,,,,,,,,,,,['לא'],,,
"בתאריך 27.01.12, בסמוך לשעה 01:00, יצאו הנאשם ואדי ברכבו של הנאשם, ממסיבת בר המצווה של בנו של אדי, ונסעו לאזור מושב בית שקמה.",,,,,,,,,,,,,,,,,
אדי יצא מהרכב והביא אתו לרכב מטען חבלה (מטען צינור).,,,,,,,,,['מטען חבלה (מטען צינור)'],[],,,,,,,
"לאחר מכן, אדי והנאשם הגיעו לביתו של בן לולו במושב שחר והניחו את מטען החבלה בסמוך לגלגל הרכב שלו.",,,,,[],,,[],['מטען חבלה'],[],,,,,,,
"בסמוך לשעה 03:00, יצא בן לולו מביתו כדי לאסוף את בתו, וכשחזר לביתו הבחין במטען החבלה, המחובר לטלפון סלולארי כאמצעי להפעלתו, על רצפת החנייה של רכבו.",,,,,[],,,[],['מטען חבלה'],[],,,,,,,
"על יסוד הודאת הנאשם כאמור, הוא הורשע בנשיאת והובלת נשק, לפי סעיף 144(ב) לחוק העונשין תשל""ז-1977 ובסיוע לניסיון להרוס נכס בחומר נפיץ, לפי סעיפים 456 ו- 31 לחוק העונשין תשל""ז-1977.",,,,,,,,,,,,,,['כן'],,,
"הודאת הנאשם באה במסגרת הסדר טיעון בגדרו תוקן כתב האישום המקורי שהוגש נגדו והצדדים המליצו לבית המשפט להטיל עליו 30 חודשי מאסר בפועל, מיום מעצרו- 10.06.12 ומאסר על תנאי.",,,,,,,,,,,,,,['כן'],,,
"ב""כ התביעה הסביר את הסדר הטיעון בכך שהנאשם בחור צעיר, ללא עבר פלילי, אשר שיתף פעולה עם המשטרה, הודה בביצוע המעשים והוביל לחשיפת הפרשה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : כן', '7 : כן', '8 : לא', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,,,,,['כן'],,,
"ובכך שהודאת הנאשם תחסוך זמן שיפוט, וביקש לאמץ את הסדר הטיעון.",,,,,,,,,,,,,,['לא'],,,
"ב""כ הנאשם הצטרף לבקשה, והוסיף כי  חלקו של הנאשם בפרשה, משני, וכי הוא נגרר על ידי שותפו לעבירה, המבוגר ממנו בשנים רבות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
