text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע על פי הודאתו בעבירות של נהיגה בזמן פסילה, ללא רישיון נהיגה תקף בניגוד לסעיפים 67 ו- 10(א) לפקודת התעבורה [נוסח חדש], תשכ""א – 1961, ונהיגה ללא ביטוח תקף בניגוד לסעיף 2(א) לפקודת ביטוח רכב מנועי [נוסח חדש], תש""ל - 1970.",,,,,,,,,,,,,,
"עוד באותן נסיבות, נהג ללא רישיון נהיגה תקף (תוקפו פקע בשנת 93) וללא כיסוי ביטוחי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"המאשימה הגישה גיליון הרשעות קודמות של הנאשם בתעבורה (ת/1) וכן גיליון רישום פלילי (ת/2) וגזר דין מתיק פל""א 1970-11-18 (ת/3).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : כן']",,,,,,,,,,,,
"המאשימה בטיעוניה, הפנתה לחומרת העבירות, לעברו הפלילי ולעברו התעבורתי של הנאשם הכולל 8 הרשעות קודמות דומות של נהיגה בזמן פסילה וכן הצביעה על תקופת פקיעת הרשיון הממושכת – משנת 93.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"ההגנה בטיעוניה, ציינה כי למרות עברו המכביד של הנאשם, ניתן לראות כי בשנים האחרונות שינה אורח חייו ונמנע מביצוע עבירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,
"עוד ציינה כי בשנת 2013 הורשע הנאשם בנוכחותו בבית המשפט לתעבורה ונגזר דינו, בין היתר, לפסילה בת 3 שנים, אך הנאשם לא הפקיד רישיונו ואם היה מפקידו במועד לא היה עובר כעת העבירה של נהיגה בזמן פסילה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : כן', '11 : כן']",,,,,,,,,,,,
"ב""כ הנאשם ציין כי הנאשם בן 49, מגלה רצון לשקם את חייו ולפתוח בדרך חדשה וכי ניסה להשתלב בהליך שיקומי עוד בהליך המעצר, בו הינו נתון כבר 5 חודשים, לאור בחירתו שלא לעבור לחלופת מעצר בית כדי לא להכביד על אימו המפקחת האופציונאלית.",,"['1 : כן', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לאור האמור ולאור הודאתו המהירה של הנאשם, מבקש ב""כ הנאשם למקם את עונשו של הנאשם באמצע מתחם הענישה ולהפעיל את רכיב המאסר המותנה בחופף.",,,,,,,,,,,['כן'],,,
"הנאשם, בדברי סיכום, ציין כי לפני שנה חזר לחיות עם גרושתו וילדיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
הנאשם הביע חרטה וציין כי בעת מעצרו  כעת הוא משתתף בקורס המיועד לעברייני תעבורה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם ציין כי אין ברשותו רשיון נהיגה עקב חובות רבים שצבר בשל עסק שקרס וכי ברצונו לעבוד ולהחזיר את החובות, להיות אב ובעל טוב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
קבע כב' השופט בן יוסף בעניינו של מערער אשר נהג כאשר רישיון הנהיגה שלו אינו תקף ולא חודש בשל סיבות כלכליות:,,,,,,,,,,,,,,
"באשר לנסיבות הקשורות בביצוע העבירות, נתתי דעתי לכך שנהג בזמן פסילת רשיון שהוטלה על ידי בית המשפט בשנת 2013 וזאת למשך 3 שנים; נתתי דעתי לכך שלא בוצעו עבירות בטיחותיות נלוות וכי האירוע הסתיים ללא חבלות בגוף או נזקים לרכוש.",,,,,,,,,,,,,,
הנאשם בחר לבצע העבירות ללא כל השפעה של אחרים.,,,,,,,,,,,,,,
עוד נתתי דעתי לתקופה הממושכת של פקיעת רישיון הנהיגה העומדת על כ-28 שנים.,,,,,,,,,,,,,,
"הנאשם הורשע על פי הודאתו, ב- 2 עבירות של נהיגה בזמן פסילה ו-2 עבירות של נהיגה ללא רישיון נהיגה תקף (פקע כ-6 שנים קודם לכן).",,,,,,,,,,,['כן'],,,
לנאשם 3 הרשעות קודמות של נהיגה בזמן פסילה ו-6 הרשעות קודמות של נהיגה ללא רישיון נהיגה תקף.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בית משפט קמא גזר על המבקש 18 חודשי מאסר בפועל, הפעיל מאסר מותנה בן 6 חודשים מחציתו במצטבר ומחציתו בחופף.",,,,,,,,,,,,[],['הנאשם קיבל 6 חודשי מאסר על תנאי'],[]
10 שנות פסילה בפועל ועוד.,,,,,,,,,,,,[],[],[]
"הנאשם הורשע על פי הודאתו, ב- 3 עבירות של נהיגה בזמן פסילה ועבירה אחת של נהיגה ללא רישיון נהיגה תקף.",,,,,,,,,,,['כן'],,,
לנאשם 4 הרשעות קודמות של נהיגה בזמן פסילה ו-2 הרשעות קודמות של נהיגה ללא רישיון נהיגה תקף.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
