text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"פרק 3561/2023 מספר פל""א 408429/20023",,,,,,,,,,,,,,,,,
"ב""כ המאשימה מתמחה גב' צדף טדסקי",,,,,,,,,,,,,,,,,
"ב""כ הנאשמים עו""ד  עמל יחיא",,,,,,,,,,,,,,,,,
"הנאשמים באמצעות שב""ס",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40ג(א), 144(א)רישא, 40 יא",,,,,,,,,,,,,,,,,
"חוק סדר הדין הפלילי (סמכויות אכיפה – מעצרים), תשנ""ו-1996",,,,,,,,,,,,,,,,,
"הנאשמים הורשעו ביום 04.06.2024, על סמך הודאתם בכתב האישום המתוקן וזאת  בביצוע עבירה של החזקת נשק – עבירה לפי סעיף 144(א)רישא לחוק העונשין, תשל""ז – 1977 כאשר הנאשם 2 הורשע גם בעבירה של החזקת אביזרי נשק ותחמושת – עבירה לפי סעיף 144(א) סיפא לחוק.",,,,,,,,,,,,,,['כן'],,,
"על פי עובדות כתב האישום המתוקן בו הורשעו הנאשמים, עולה כי במועד אשר איננו ידוע החזיק הנאשם 1 בביתו בכפר עקב 2 נשקים מסוג M16 שיורים ובכוחם להמית.",,,,,,,,,['רובה סער (M16)'],['ירי'],,,,['לא'],,,
"כאשר הנאשם 2 החזיק בביתו שבכפר עקב במועד אשר איננו ידוע נשק, אביזרים לנשק ותחמושת לנשק M16 ולאקדח 9 מ""מ (כמפורט בכתב האישום המתוקן סעיף 3 (א- ה)).",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['רובה סער (M16)'],,,,,,,,
במסגרת הסדר הטיעון שאליו הגיעו הצדדים הוסכם שהנאשמים יודו ויורשעו בכתב האישום המתוקן.,,,,,,,,,,,,,,,,,
