text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם: ככל שביהמ""ש יתחשב בי ויגזור עלי עונש של מאסר בעבודות שירות, אני מסכים לבצע בדיקות שתן, ככל שאדרש.",,,,,,,,,,,,,,
"כפי הנטען בחלק הכללי בכתב האישום המתוקן, במועד הרלוונטי לכתב האישום, התגורר הנאשם במשק 24 במושב שתולים הנמצא בבעלותו מכוח ירושת המשק מהוריו.",,,,,,,,,,,,,,
"כפי הנטען בעובדות כתב האישום המתוקן, ביום 07.11.2017 בסמוך לשעה 13:00, במהלך חיפוש, נתגלה לשוטרים כי המחסן מחולק לשניים באמצעות מחיצות גבס, כאשר באחד מחלקי המחסן גידל הנאשם במעבדה מאובזרת, סם מסוכן מסוג קנבוס בדמות שתילים רבים, חלקם בוגרים וגדולים, וחלקם קטנים יותר ובמשקל כולל של 1.75 ק""ג נטו.",,,,,['קנביס (קנאביס)'],"['[1.75 - ק""ג]']",,,,,,,,
"עוד נטען כי הנאשם החזיק במחסן ששימש כמעבדת סמים, כלים רבים אשר שימשו לגידול הסם והכנתו ובהם: אוהל (בו השתילים חוברו לחשמל ומים)ׂׂ; מזגן; שרשוריות של מזגן מנורות; חומרי דישון; אריזות אדמת דשן; אביזרי תאורה וחימום; פילטרים של מים.",,,,,['קנביס'],,"['[בעל הסמים, לא בעל המעבדה]']",['כן'],,,,,,
"הנאשם הודה במיוחס לו לעיל, ועל יסוד הודאתו זו הורשע בעבירות של גידול סמים מסוכנים, לפי סעיף 6 לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973 (להלן: ""הפקודה""); והחזקת כלים להכנת סם שלא לצריכה עצמית, לפי סעיף 10 רישא לפקודה.",,,,,,,,,,,['כן'],,,
"בכלל זה, הלה הפנה לציוד שהחזיק הנאשם לשם הגידול וטען כי חומרת מעשיו של הנאשם אינו נאמד אך במשקל השתילים גרידא.",,,,,,,,,,,,,,
"עוד נטען כי בהיעדר אינדיקציה אחרת בכתב האישום, יש לראות בנאשם כמי שגידל את הסמים לצריכתו העצמית בלבד.",,,,,,,,,,,,,,
"טמיר פרויקטים בע""מ"", מעסיקו של הנאשם שמסר כי הנאשם הינו עובד החיוני לחברה וכי הלה ישר ומהימן ומבצע את עבודתו במקצועיות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם אשר קיבל את ""זכות המילה האחרונה"", הביע חרטה על מעשיו; הפנים את חומרת המיוחס לו; הביע תקווה לצאת לדרך חדשה ולהיות אדם שומר חוק  ומודל חיקוי חיובי לבנו בן ה -13.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],['כן'],,,,
"מבלי להתעלם שעסקינן בסם ה""קנבוס"" אשר נמנה עם הסמים ""הקלים"", ואינו מצוי במדרג חומרה גבוה מבין הסמים השונים (כמובן שהדברים נאמרים מבלי שבית המשפט מקל ראש ולו לרגע בנזקים שגם סם ""קל"" זה עלול להסב לנאשם ולסביבתו), הרי שבשיקולים לחומרא, נתתי דעתי לכמות השתילים ומשקל הסם אשר נתפסו ברשותו של הנאשם, קרי, שתילי קנבוס רבים, חלקם צעירים וחלקם גדולים, בכמות של 1.75 ק""ג.",,,,,['[קנביס]'],,,,,,,,,
"אדרבא, נדמה שבמקרה הנדון עסקינן בנאשם אשר תכנן היטב את הדברים וכלכל את מעשיו מבעוד מועד, עת הקים מעבדת סמים ביתית של ממש, תוך שימוש בכלים ובציוד מתאים.",,,,,,,"['[בעל הסמים, לא בעל המעבדה]']",,,,,,,
