text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
מחמד דיאב (עציר),,,,,,,,,,,,,,
ח'אלד דיאב,,,,,,,,,,,,,,
"באת-כוח המאשימה:	עו""ד יעל ריצ'קר (פרקליטות מחוז ירושלים (פלילי))",,,,,,,,,,,,,,
"באי-כוח הנאשם:	עו""ד יהודה שושן, עו""ד זאב וולף",,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40י(ד), 77, 144(א), 186, 262, 329(א)(1)), 333, 335(א)(1), 340א(א)",,,,,,,,,,,,,,
"חוק סדר הדין הפלילי [נוסח משולב], תשמ""ב-1982: סע'  191א(ב), 191א(ג)",,,,,,,,,,,,,,
"על-פי הכרעת הדין מיום 10.10.2021, הנאשם 1 (להלן – הנאשם), יליד 29.8.1976, הורשע בהתאם להודאתו במסגרת הסדר טיעון בעבירת חבלה חמורה בנסיבות מחמירות, לפי סעיף 333 וסעיף 335(א)(1) בחוק העונשין, התשל""ז-1977 (להלן – החוק), בעבירת החזקת נשק, לפי סעיף 144(א) בחוק, בעבירת ירי במקום מגורים, לפי סעיף 340א(א) בחוק ובעבירת החזקת סכין, לפי סעיף 186 בחוק.",,,,,,,,,"['הנאשם הורשע בעבירת החזקת נשק, לפי סעיף 144(א) בחוק העונשין, שכוללת החזקת א']",,,,,['כן']
הסדר טיעון כלל הסכמות לתיקון כתב האישום ולהרשעת הנאשם על-פי הודאתו בעובדותיו.,,,,,,,,,,,,,,['כן']
"בעניין העונש הוסכם כי המאשימה תעתור להשית על הנאשם 52 חודשי מאסר בפועל, מאסר מותנה ופיצוי לנפגע העבירה ואילו ההגנה לא הוגבלה בטיעוניה לעונש.",,,,,,,,,,,,,,
"כמו כן, בהתאם למוסכם, ביום 16.12.2021 הוגש תסקיר נפגע עבירה וביום 6.1.2022 הוגש תסקיר לעונש בעניין הנאשם.",,,,,,,,,,,,,,
"בשל הליכים שונים (אשר יפורטו בהמשך הדברים), ובשל בקשות דחייה, ישיבת הטיעונים לעונש נדחתה מספר פעמים ובסופו של דבר התקיימה ביום 10.5.2022.",,,,,,,,,,,,,,
עובדות כתב האישום המתוקן,,,,,,,,,,,,,,
שני הנאשמים הם בני דודים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
השניים ואיברהים שחאם (להלן – הנפגע) גרים בשכנות בכפר עקב בצפון ירושלים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
במהלך שנת 2018 רכש הנפגע מהנאשם דירה המצויה בקומה השנייה בבניין שבבעלות משפחת הנאשם.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ביום 16.11.2020, סמוך לשעה 16:00, התקינו הנפגע ובן דודו סאלם מעקה ברזל במרפסת דירתם.",,,,,,,,,,,,,,
"אותה עת, שהו בדירתם בני משפחה נוספים של הנפגע.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם הבחין בהתקנת המעקה ואמר להם שאסור להתקין במקום מעקה מהסוג שעמדו להתקין, מאחר שישנה כוונה להתקין מעקה זכוכית.",,,,,,,,,,,,,,
הנפגע התעקש להתקין את המעקה ואמר לנאשם כי התקנת מעקה זכוכית אינה כלולה בהסכם למכירת הדירה.,,,,,,,,,,,,,,
"הנאשם כעס על כך, קילל את הנפגע ואמר לו ""יא אחו מניוקה, אני רוצה לראות אותך מפרק את זה"" (כך במקור), עזב את המקום בכעס, הלך לביתו וחזר אל המקום כעבור מספר דקות, בעודו נושא כלי נשק (להלן – הנשק), עטוף בניילון, שאותו הניח במשרדו הסמוך לדירת הנפגע.",,,,,['מוסלק - מוסתר'],,,"['מאחר', 'מצא']",,,,,,
"הנאשם שוב פנה אל איברהים ששהה במרפסת דירתו ואמר לו ""יא אחו שרמוטה, אתה רוצה לפרק את זה או לא?"" (כך במקור).",,,,,,,,,,,,,,
הנפגע התעקש שלא לפרק את המעקה וחזר על כך שעניין זה לא הוסדר בהסכם ביניהם.,,,,,,,,,,,,,,
"בתגובה לסירובו, הלך הנאשם אל המשרד בקומת הקרקע והביא את הנשק בעודו מלווה בבני משפחתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,[],,,['מצא'],,,,,,
הנאשם כיוון את הנשק אל עבר דירתו של הנפגע ממרחק כ-7 מטר וירה לעברו 3 פעמים באמצעות הנשק ובכך יצר חורים בתקרת המרפסת.,,,,,[],,,[],,"['ירי', 'ניסיון לירי']",,,,
"כעבור מספר דקות נטל הנפגע אלה, יצא מדירתו והלך אל עבר הנאשם בעודו מלווה בקרובי משפחתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"הנאשם הבחין בנפגע, לקח את הנשק, ניגש אל הנפגע והכה באמצעותו בראשו של הנפגע.",,,,,[],,,,,[],,,,
"הנפגע נמלט מהמקום לכיוון כלי הרכב והתמוטט על הקרקע בעודו שותת דם ובראשו היה חתך שאורכו 12 ס""מ.",,,,,,,,,,,,,,
"בשלב זה, בעוד הנפגע היה שרוע על הקרקע, נטל הנאשם סכין ודקר את הנפגע מספר פעמים בגבו בכתף שמאל, במרפק ימין ובשוק שמאל.",,,,,[],,,,['סכין'],,,,,
"בשלב מסוים, הגיע גם הנאשם 2 אל המקום, אך לא נקט אמצעים סבירים למניעת מעשיו של הנאשם.",,,,,,,,,,,,,,
"כתוצאה ממעשי הנאשם, הנפגע נפצע בראשו ונגרם לו פצע בצורת האות U שאורכו כ-12 ס""מ, חתך במרכז גבו באורך 3 ס""מ אשר חדר עד הספיינוס פרוסס (Spinous Process – חלק בחוליית עמוד השדרה, היוצר את הקיר האחורי של תעלת השדרה), חתך באורך 5 ס""מ באזור הכתף השמאלית לכיוון החזה, חתך באורך 2 ס""מ במרפק ימין וכן חתך באורך כ-4 ס""מ בצד המדיאלי של הטיביה (החלק הפנימי של העצם העבה והארוכה בגפה התחתונה).",,,,,,,,,,,,,,
"הוא הובהל אל בית החולים, נזקק לאשפוז ולטיפול רפואי שבמסגרתו נשטפו הפצעים ונסגרו בסיכות.",,,,,,,,,,,,,,
עניינו של הנאשם 2,,,,,,,,,,,,,,
"ביום 10.10.2021 (מועד מתן הכרעת הדין בעניינו של הנאשם), הורשע הנאשם 2 בהתאם להודאתו במסגרת הסדר טיעון, בעבירת אי מניעת פשע, לפי סעיף 262 בחוק.",,,,,,,,,,,,,,['כן']
"על פי הסדר הטיעון, הושת עליו עונש מאסר אשר חפף את תקופת מעצרו, מיום 26.11.2020 עד יום 11.2.2021, ובסך הכול 78 יום וכן 21 יום מאסר מותנה למשך שנתיים (גזר הדין מיום 10.10.2021 ותיקון גזר הדין מיום 14.10.2021).",,,,,,,,,,,,,,
