,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
0,SH-09-05-9349-998,"מאשימה 1    מדינת ישראל באמצעות ב""כ עו""ד נטלי חגי",,0.9996745629963781,,,,,,,,,,,,,,,,,
1,SH-09-05-9349-998,"נאשם 1   מאלק עודה וב""כ עו""ד שאדי נאטור",,0.9996137598309561,,,,,,,,,,,,,,,,,
2,SH-09-05-9349-998,"חוק העונשין, תשל""ז-1977: סע'  א, פרק ח, 144 (א)",,0.9997197129696869,,,,,,,,,,,,,,,,,
3,SH-09-05-9349-998,"הנאשם, מאלק עודה, יליד 1979 הודה והורשע במסגרת הסדר טיעון בעבירה של החזקת נשק שלא כדין לפי ס' 144 (א) לחוק העונשין, התשל""ז 1977.",,0.007428082956035309,0.0003820784698919267,1.3514804584760719e-05,0.0017567158179634735,0.99976146130893,0.9996640205930606,,,,,,1.1608234237535977e-05,1.1872717871362734e-05,,,,,
4,SH-09-05-9349-998,"כעולה מכתב האישום ביום 12/5/09, בשעה 12:00 במהלך חיפוש במקפיא בביתו שבג'לג'וליה נמצא הנאשם מחזיק באקדח מסוג  CZ שמספרו 1066A עם מחסנית ריקה.",,0.00053778524735189,0.0006163620840484797,5.0575467019270404e-08,0.9999073871567906,1.8749761989413878e-05,,0.9998560561352864,1.1234766808466514e-05,1.131361987209173e-05,1.3529241156646487e-05,0.9996202660773006,,,0.9741277857308887,0.9998184986316997,0.9980901801062079,6.172537568562147e-05,6.172537568562147e-05
5,SH-09-05-9349-998,"ובתוך נעל בחדרו 26 כדורי אקדח 9 מ""מ  התואמים לנשק שבמקפיא.",,0.0013600965039758126,0.00030502421401190513,5.0679112187630427e-08,0.9999015657615643,1.8675605045954355e-05,,0.9998535504080348,1.2633713450762648e-05,1.2051765698553743e-05,1.412671920241177e-05,0.9985812764349741,,,0.9996380668335251,0.08322536811307606,0.005547684416376618,6.150655480009259e-05,6.150655480009259e-05
6,SH-09-05-9349-998,"בתסקיר שירות מבחן מיום 16/12/09 נאמר כי הנאשם כבן 30,בוגר 12 שנות לימוד- ללא בגרות, מאורס מזה כ-3 שנים, עובר למעצרו עבד בפנצ'רייה של המשפחה כעצמאי.",,0.007322042905537523,0.000266230210512974,0.9999123788618629,0.0015739224740413723,1.823416868119464e-05,,,,,,,,,,,,,
7,SH-09-05-9349-998,"הנאשם הודה במיוחס לו, אך התקשה לשתף ולהסביר לשירות המבחן את נסיבות הסתבכותו,שירות המבחן התרשם כי מתקשה לקחת אחריות ולבחון נסיבות הסתבכותו,",,0.0017569965707766666,0.00032300147091854695,0.9852931085108222,0.0018818513327616844,0.9997483820261627,0.9995511249073906,,,,,,1.2104900261750284e-05,0.9994437104721006,,,,,
8,SH-09-05-9349-998,"עמדת הנאשם כי יש בהליכים המשפטיים להרתיעו והוא מודע להשלכות, מאז מעצרו עבודתו נפגעה, חתונתו נדחתה, הדגיש כי העבירה חריגה לו ואינה מאפיינת את אורח חייו, ומאמין שימנע מהסתבכות נוספת בעתיד.",,0.01628440885470245,0.00014075217273796633,0.9996251234933409,0.0021063462281087604,2.112858019830222e-05,,,,,,,,,,,,,
9,SH-09-05-9349-998,לאור כל האמור ושלילת נזקקות טיפולית נמנע שירות המבחן מהמלצה טיפולית.,,0.0003980478462557664,0.00023608511864029412,0.9930232446825259,0.0018794592461131424,1.8202047482546235e-05,,,,,,,,,,,,,
10,SH-09-05-9349-998,ביום 31/12/09 שמעתי את טיעוני הצדדים לעונש.,,0.999829358478962,,,,,,,,,,,,,,,,,
11,SH-09-05-9349-998,"ב""כ המאשימה התייחסה לחומרת העבירה ולעונש שבצידה, לתסקיר שירות המבחן ובפרט לכך שלא בא בהמלצה.",,0.00023908341749312315,0.00021924681601989294,0.9962555311047194,0.001658816689026355,1.8506508712749404e-05,,,,,,,,,,,,,
12,SH-09-05-9349-998,לפיכך  הגם שמדובר בנאשם שעברו נקי עתרה למאסר שבין 8-12 חודשים בפועל.,,0.0040837185487050875,0.9975082549259552,0.9998501025207207,0.002012126986801831,1.8729300219525787e-05,,,,,,,,,,,,,
13,SH-09-05-9349-998,"כתימוכין צרפה פסיקה של בית משפט עליון שקבע מדיניות ענישה בעבירות אלו, ועתרה להורות על  11 חודשי מאסר בפועל, ומאסר על תנאי לתקופה ממושכת וקנס.",,0.003994676233955163,0.9972721575141511,6.072567473903284e-08,0.0017017094770632717,1.8932421435246602e-05,,,,,,,,,,,,,
14,SH-09-05-9349-998,"ב""כ הנאשם, מר שאדי נטור, התייחס בטיעוניו לנסיבות ביצוע העבירה ,לתסקיר שירות המבחן לנסיבותיו האישיות של הנאשם,ולמדיניות הענישה.",,0.9977034417288431,,,,,,,,,,,,,,,,,
15,SH-09-05-9349-998,"הוא עמד על הודיה בהזדמנות הראשונה עוד במהלך החקירה המשטרתית, שיתוף פעולה, הבעת חרטה, מעצר מאחורי סורג ובריח למשך חודשיים וחצי ולאחר מכן כ-5 חודשים במעצר בית מלא, עבר נקי.",,0.00444115036353383,1.4599898515994559e-05,0.9997934207675466,0.0015966425265293899,0.9997473659308097,1.4380133028855509e-05,,,,,,0.9992106209264046,1.2317994963691005e-05,,,,,
16,SH-09-05-9349-998,עבד למחייתו בפנצרייה ותכנן את חתונתו שנדחתה נוכח האירוע נשוא האישום.,,0.07469490461742344,0.0005646001209296745,0.9999315227950486,0.018588983561157593,1.8523183983251592e-05,,,,,,,,,,,,,
17,SH-09-05-9349-998,"לדבריו, חוסר שיתוף פעולה מצד הנאשם אינו מצביע על כך שלא מביע חרטה על מעשיו, משפחתו הינה משפחה מוכרת ומכובדת בישוב ג'לג'וליה, רחוקה מפליליים אביו יו""ר ועדת הסולחה ומאז האירוע המשפחה נרתמה ועומדת לצד הנאשם כדי שלא יוכתם שמו.",,0.018532272981649524,0.0005051132751197735,0.9998910310025392,0.0018876934861653462,0.9996334531218697,1.4211250487658337e-05,,,,,,0.9994126041317777,1.3665477136670286e-05,,,,,
18,SH-09-05-9349-998,כמו כן צרף לעיוני מקבץ פסיקה באשר לשיקולי הענישה ומדיניות הענישה בעבירות נשק.,,0.999295209995222,,,,,,,,,,,,,,,,,
19,SH-09-05-9349-998,"במסגרת הטיעונים לעונש שמעתי את, מר דוד סיון יו""ר ועד ישוב סמוך, שדה חמד, חבר משפחה, אשר העיד על אופיו הטוב של הנאשם על משפחתו, הלם שהכה במשפחה משוכנע כי ההליך הפלילי יש בו כדי להרתיע את הנאשם.",,0.007594245968643953,0.0003037058614865946,0.999770042490719,0.0020111913456093834,1.878403015880502e-05,,,,,,,,,,,,,
20,SH-09-05-9349-998,"אבי הנאשם, סוכן ביטוח, חבר בועדת סולחה מקומית ומתנדב בעמותה למען הקשיש העיד כי האירוע נשוא האישום חריג למשפחתו, כי בנו ניהל עסק ותמך במשפחתו, הביע חשש ממאסר מאחורי סורג ובריח שמא יפגע בעתיד בנו וידרדר אותו, ומסר כי שקע בדכאון נוכח ההליך התלוי ועומד כנגדו והחשש מהעונש שיוטל עליו.",,0.0113249101856308,0.00021872907932414572,0.9996750852802263,0.002067660963362178,2.047324624904118e-05,,,,,,,,,,,,,
21,SH-09-05-9349-998,הנאשם עצמו הביע חרטה והצר על מעשיו.,,0.0018384726955039533,0.00015825404206879992,3.6023187248027e-08,0.0019322553584002753,0.9996310060553714,1.4842445525400434e-05,,,,,,0.9994939689317051,1.4501197612312672e-05,,,,,
22,SH-09-05-9349-998,"הנאשם שבפני בחר להחזיק נשק ומחסנית ריקה במקפיא  שבביתו ובתוך נעל בחדרו בכדורים תואמים לנשק שבמקפיא, לא הובררה סיבה ההחזקה ונסיבותיו.",,0.002329784036192711,0.000294656626284,4.389807297779531e-08,0.9999010314438822,1.845875977542491e-05,,1.3321509099453027e-05,1.2487462642726518e-05,1.1532452285570296e-05,1.2833342856915804e-05,0.9995669754995795,,,0.33505536717587453,0.9997061798009681,0.2857714941983241,5.3841057008962867e-05,5.3841057008962867e-05
