,case,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,RESPO-predicted,REGRET-predicted,CIR_USE-predicted,CIR_TYPE_WEP-predicted,CIR_STATUS_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted,_HELD_WAY_WEP-predicted
0,,"בפני כב' השופטת רונית בש, סגנית נשיא",,0.9993125385778188,,,,,,,,,,,,,,,,
1,,המאשימה           מדינת ישראל,,0.9997693475873605,,,,,,,,,,,,,,,,
2,,תסקיר שירות המבחו                                   1,,0.9997056703864294,,,,,,,,,,,,,,,,
3,,".5    מתסקיר שירות המבחו בעניינו של הנאשם, שנערד ביום ,11.7.11 עולה כי, הנאשם   2",,0.9992210662683314,,,,,,,,,,,,,,,,
4,,"בו ,29 נשוי ואב לילד בו 5 ובבעלותו חנות פלאפל בה הוא עובד מזה כשבע שנים.",,0.014071120194333323,0.04799526012102698,0.9559346314662268,0.7775702239476772,0.07608033326286807,,,0.8417367521648389,0.4817330888887342,0.060299476677004714,0.9302365092507444,0.07525753978952865,0.19000223036909217,0.23465547676240098,0.0719011184904245,0.4407825663414364,0.46616673623471605
5,,3,,0.999225302859028,,,,,,,,,,,,,,,,
6,,"עוד עולה מתסקיר שירות המבחו, כי הנאשם פעיל חברתית בעיר עכו וידוע   4",,0.0033986510128309294,0.03058250625163716,0.49065337990840774,0.14406153474566957,0.36874894843264516,,,,,,,,,,,,
7,,בתרומתו הרבה לכל מיני מוסדות.,,0.9873761997463697,,,,,,,,,,,,,,,,
8,,"כמו כו, שותף הנאשם בפרויקטים לטובת הנוער  5",,0.0008487566573573733,0.031883445879404955,0.6932380914416055,0.12558336995884448,0.1417524937453109,,,,,,,,,,,,
9,,במסגרת עיריית עכו ומתנדב פעיל בשבט הצופים במועדוו האורתודוקסי משנת   6,,0.010100677013063258,0.15286118894807119,0.9361799755264065,0.7713312989069143,0.06570763574819005,,,0.9535239974923764,0.3336400085193394,0.0460100253320088,0.8819712391352978,0.021004367502124616,0.1656190688858922,0.07133562101508972,0.02512826120903872,0.25969517268444703,0.5892261883033498
