text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ב""כ המאשימה: עו""ד יוסי גימפל",,,,,,,,,,,,,,,,,
"ב""כ הנאשם: עו""ד ששון בר עוז  ועו""ד פהד חאג'",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40ט (א), 144(ב)",,,,,,,,,,,,,,,,,
"הנאשם הורשע, על סמך הודאתו, בעבירות שיוחסו לו בכתב אישום שתוקן במסגרת הסדר טיעון ואשר לא כלל הסכמה עונשית.",,,,,,,,,,,,,,['כן'],,,
"כתב האישום המתוקן (להלן: ""כתב האישום"") ייחס לנאשם עבירות בנשק (נשיאה והובלה) לפי סעיפים 144(ב) רישא וסיפא לחוק העונשין, התשל""ז -  1977 (להלן: ""חוק העונשין"").",,,,,,,,,,,,,,,,,
"בעובדות כתב האישום נאמר כי ביום 11.1.2018 בשעות אחר הצהריים, שהה הנאשם בחצר ביתו בכפר ג'דיידה מכר.",,,,,,,,,,,,,,,,,
"בהמשך, נכנס הנאשם לרכב שחנה בחצר הבית ונמצא בשימושו הבלעדי, ונסע אל מחוץ לחצר כשהוא נושא ומוביל, בלא רשות על פי דין, תת מקלע מאולתר ובתוכו מחסנית.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['ברכב'],,,['מאחר'],['תת מקלע מאולתר'],,,,,,,,
"הנאשם הניח את הנשק ברכב על המושב שליד הנהג, כשהוא מוסתר ועטוף בשקית בד, בתוך שקית שהכילה דברי אשפה.",,,,,['ברכב'],,,[],,,,,,,,,
"בחיפוש שנערך בביתו של הנאשם נמצא כדור בקליבר 9 מ""מ.",,,,,,,,,"['אקדח סוג הנשק שמצאו בחיפוש בביתו של הנאשם הוא אקדח, כיוון שהכדור שנמצא הוא בקליבר 9 מ""מ, המתאים לשימוש בא']",,,,,,,,
כאמור הנאשם הודה והורשע על סמך הודאתו בעבירות נשוא כתב האישום.,,,,,,,,,,,,,,['כן'],,,
"בהמשך, הוריתי לשירות המבחן לערוך תסקיר בעניינו, בטרם שמיעת הטיעונים לעונש.",,,,,,,,,,,,,,,,,
בתסקיר שירות המבחן מיום 17.9.2018 נאמר כי מדובר בגבר בן 44 נשוי ואב לששה ילדים שאין לחובתו כל הרשעות קודמות ואשר התקשה לשמור על רצף תעסוקתי לאורך השנים בשל בעיות בריאות מהן סבל.,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בבואו להעריך את הסיכון להישנות מקרים דומים בעתיד, ציין שירות המבחן כי התרשם מקיומו של קושי בוויסות דחפים ובהפעלת שיקול דעת הולם אצל הנאשם, המובילים אותו להתנהגות אימפולסיבית.",,,,,,,,,,,,,,,,,
