text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"חוק העונשין, תשל""ז-1977: סע'  40.טו, 40א, 144(ב), ו'  א' 1",,,,,,,,,,,,,,,,,
"הנאשם הודה והורשע במסגרת הסדר טיעון בכתב אישום מתוקן בעבירה של נשיאה והובלה של נשק שלא כדין, עבירה לפי סעיף 144(ב) רישא +סיפא לחוק העונשין.",,,,,,,,,,,,,,['כן'],,,
הסדר הטעון מתייחס לתיקון כתב האישום ואינו כולל הסכמות לעניין העונש שיוטל על הנאשם.,,,,,,,,,,,,,,,,,
"בתאריך 17.4.23 שעה 23:10 נסעו הנאשם ובן דודו מוראד ברכבה של אמו של הנאשם ברחוב אלעירק בכפר קרע כאשר מוראד נוהג ברכב ואילו הנאשם שישב לצדו נשא והוביל במושב האחורי של הרכב אקדח חצי אוטומטי מסוג GLOCK תוצרת אוסטריה מודל 17 קליבר 9 מ""מ טעון במחסנית תואמת וזאת בלא רשות על פי דין.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['ברכב'],,,,"['אקדח סוג הנשק הוא אקדח, כפי שמתואר בחומר: ""אקדח חצי אוטומטי מסוג GLOCK תוצרת אוסטריה מודל 17 קלי']",,,,,,,,
"במעשיו המתוארים לעיל, הנאשם נשא והוביל ברכב אקדח ומחסנית המהווים כלי נשק שסוגל לירות כדור ובכוחו להמית אדם.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']","['ברכב', 'על גופו']",,,['מאחר'],['אקדח'],[],,,,,,,
הוגש גיליון הרשעות פלילי של הנאשם (ת/1).,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : כן']",,,,,,,,,,,,,,,
"המאשימה בטיעוניה הדגישה את חומרת העבירה בה הורשע הנאשם, תוך מתן דגש על תופעת האלימות באמצעות נשק, והצורך להחמיר בעבירות נשק כאשר המטרה היא להגן על שלטון החוק, שלום הציבור וביטחונו, על חיי אדם, על שלמות גופם, נפשם ורכושם, שכן זמינות הנשק תורמת להגדלת מעגל האלימות ולתוצאות הקשות הנובעות מכך.",,,,,,,,,,,,,,,,,
"המאשימה ציינה כי מדובר במכת מדינה שיש להוקיעה מהשורש והפנתה לתיקון 140 לחוק העונשין (עונש מינימום) המלמד על עמדתו של המחוקק ועל הצורך להחמיר בעבירות נשק, בכלל זה הפנתה להנחיית פרקליט המדינה בדבר מדיניות הענישה המחמירה בעבירות נשק והמאמץ התביעתי להביא לצמצום התופעה.",,,,,,,,,,,,,,,,,
"בכל הקשור לנסיבות ביצוע העבירה, ציינה כי מדובר בנאשם בגיר שבחר בחירה מודעת לבצע את העבירה, חלקו בביצועה מלא, הוא הבין היטב את מעשיו, חומרתם והשלכותיהם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עוד ציינה כי אין מדובר באירוע מקרי, שכן הנאשם נסע ברכב של אמו בעודו נושא ומוביל באמצעות הרכב אקדח ומחסנית.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['ברכב'],,,,['אקדח'],,,,,,,,
"המאשימה הדגישה את פוטנציאל הנזק הרב הצפוי להיגרם מביצוע העבירה שכן אילו המשטרה לא הייתה עוצרת את הרכב, אין לדעת לאן הנשק היה עלול להתגלגל ואיזה שימוש היה נעשה בו לרבות פגיעה בחיי אדם.",,,,,,,,,,[],,,,,,,
"בכל הקשור לנסיבות שאינן קשורות בביצוע העבירה הפנתה להודאתו המידית של הנאשם, לחיסכון בזמן שיפוטי יקר, ולעברו הפלילי של הנאשם הכולל שתי הרשעות, בין היתר בתחום האלימות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,['כן'],,,
"בכל הקשור למדיניות הענישה, הפנתה לפסיקה רלוונטית וטענה למתחם עונש הולם שנע בין 24 ל- 48 חודשי מאסר בפועל.",,,,,,,,,,,,,,,,,
"לאור כל האמור לעיל ובשקלול עברו הפלילי של הנאשם והעובדה כי לא קיים לגביו אפיק שיקומי, ביקשה למקם את עונש המאסר בפועל ברף האמצעי של המתחם וכן להטיל מאסר על תנאי וקנס כספי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,,,,
"ב""כ הנאשם, הפנה להודאתו המידית של הנאשם, להבעת החרטה, לקבלת האחריות, ולחסכון בזמן שיפוטי יקר.",,,,,,,,,,,,,,['כן'],,,
"עוד הפנה לנסיבותיו האישיות של הנאשם, בין היתר לכך שהוא בן למשפחה נורמטיבית, נשוי ואב לילד.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בכל הקשור לנסיבות ביצוע העבירה, ציין כי מדובר בנשיאת והובלת אקדח עם מחסנית ריקה ללא כדורים לפרק זמן קצר' כך שהפוטנציאל לגרימת נזק היה נמוך.",,,,[],,,,,['אקדח'],[],,,,,,,
"בכל הקשור למדיניות הענישה, אבחן את פסיקת המאשימה, חלק על מתחם העונש לו טענה, והפנה לפסיקה רלוונטית תוך פירוט מספר רב של גזרי דין, ולא נקב במתחם עונש הולם.",,,,,,,,,,,,,,,,,
"לסיכום, ביקש שלא למצות את הדין עם הנאשם, להקל בעונשו, להתחשב בתקופת המעצר בה הוא נתון.",,,,,,,,,,,,,,,,,
"בנוסף, הפנה לחוות דעת שב""ס שהוגשה בעניינו של הנאשם.",,,,,,,,,,,,,,,,,
הנאשם עצמו הצטער על מעשיו וטען כי העולם העברייני זר לו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם ביקש להתחשב בו, ולחזור לחיק משפחתו.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עוד העיד על תפקודו התקין בכלא במהלך מעצרו, והיותו אסיר תומך ומועיל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מחוות דעת שב""ס  עולה כי הנאשם שולב במספר קבוצות טיפוליות לרבות, הכנה לטיפול באלימות כללית , הכנה לכישורי חיים, והכנה לטיפולי באלימות במשפחה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
