text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13, 19א",0.00010602691,2.866119e-05,2.1719075e-05,0.9999875,0.00038536754,0.00094024034,0.00042381382,0.027835108,0.042848673,0.0001218723,0.0010304078
"חוק העונשין, תשל""ז-1977: סע'  40ד(א)",0.00012654936,3.0017094e-05,2.3562457e-05,0.9999876,0.00035652408,0.0009412029,0.00044659476,0.012385401,0.092489965,0.00010416325,0.00024964634
"* הנאשם דנן עבר כברת דרך שיקומית מורכבת, מבגרת, מפכחת ומפרכת.",0.00017381756,0.9999963,1.84293e-05,1.0980379e-05,0.0005922991,0.0011893207,0.00066429726,0.0073178755,0.19127414,0.00021356069,0.00048276986
"באיזון הנדרש בין הצורך בענישה הולמת בגין ביצוע עבירות של סחר בסם מסוכן, מצד אחד, לבין האינטרס הציבורי והאינדיבידואלי של ענישה שיקומית מצד שני, נמצא לאמץ את המלצת שירות המבחן ולהשית על הנאשם 9 חודשי עבודות שירות, לצד העמדתו בצו מבחן והשתת מאסרים מותנים.",0.002294606,3.108928e-05,2.2575567e-05,0.99998736,0.014050661,0.0013818904,0.0016303578,0.0015763735,0.018859291,0.00015038518,0.93572783
* עונשין – ענישה – שיקום,0.00022077616,3.0475945e-05,1.888779e-05,0.99998736,0.00040202736,0.00084571476,0.00044696956,0.037742548,0.03142438,0.0001152356,0.00018603125
* עונשין – ענישה – הבניית שיקול הדעת השיפוטי בענישה,0.00014435647,3.053436e-05,1.6899128e-05,0.9999875,0.00039807262,0.0008693803,0.00046576792,0.01078295,0.06651404,8.508046e-05,0.00018989062
* עונשין – ענישה – מדיניות ענישה: עבירות סמים,0.00012862524,3.0890653e-05,1.9865623e-05,0.9999876,0.0004410046,0.001006216,0.0003925036,0.00741739,0.02913019,0.000115783245,0.00019611945
"ביהמ""ש המחוזי קבע בגזר דינו כי:",0.00023419611,3.1114258e-05,1.9263322e-05,9.321155e-06,0.00030269191,0.00088074344,0.0005896434,0.0027188691,0.062386725,0.00010032082,0.00012509858
"תיק זה מהווה חלק מפרשת סוכן, במסגרתה ניתנו מספר גזרי דין ונקבעו מתחמי ענישה בהתאם למכלול השיקולים העומדים ביסוד קביעת המתחם, בין היתר ביחס לכמות הסם שנמכרה בעסקאות השונות.",0.00013500602,3.1073985e-05,0.99974793,0.99998724,0.9761189,0.14899506,0.28963363,0.0030694457,0.010158662,0.00013193753,0.00032563446
"עבירות הסמים שביצע הנאשם חמורות ופוגעות פגיעה קשה בשלום הציבור, בבריאותו ובאותם ערכים נלווים הנפגעים כתוצאה משימוש בסמים.",0.00015295156,3.2922246e-05,2.4447401e-05,0.9999865,0.00060247065,0.0009435186,0.0012869238,0.02329302,0.4299434,0.0003103932,0.00047047518
"השימוש בסמים אינו רק עניינו של המשתמש, ולעיתים רבות הוא הופך לנטל על החברה שעה שהוא פועל בתחומי עבריינות נוספים על מנת לממן את צריכת הסם.",0.000103359045,0.071261145,0.9940493,9.520618e-06,0.0017866555,0.0011201726,0.052401192,0.077806376,0.009000531,0.00021424593,0.0005766304
"עוצמת הפגיעה באותם ערכים מוגנים – ובהתאם לכך גם ההשפעה על המתחם – היא משמעותית ומושפעת, בין היתר, מסוג הסם – קוקאין (שעל נזקיו למשתמשים בו, על התלות שמפתחים צרכניו והתוצאות החברתיות השליליות הנובעות משימוש בו נכתב רבות); מהכמויות המשמעותיות שמכר הנאשם לסוכן המשטרתי; מנגישותו לכמויות האמורות; ומהתמורה הכספית הבלתי מבוטלת שקיבל בגינן.",0.00014284506,2.9639852e-05,0.9999522,0.9999871,0.99951446,0.99596727,0.97454095,0.13502471,0.03361233,0.0005149114,0.0019066563
"הגם שהקשר הראשוני נוצר ביוזמת הסוכן, חלקו של הנאשם בביצוע העסקאות היה אקטיבי ודומיננטי.",8.307471e-05,3.4840505e-05,0.99990904,0.99998724,0.0009515642,0.00089695124,0.998889,0.02510122,0.008379959,0.0002904952,0.00022944677
קיימת גם חשיבות לנזק הפוטנציאלי המשמעותי שעלול היה להיגרם מהפצת הסם בשל הכמות הגדולה וסוג הסם שנמכר.,9.9925936e-05,3.0330802e-05,0.9999194,0.9999875,0.98709375,0.99876225,0.9820035,0.21614465,0.016575983,0.00018200718,0.00028642177
