text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם, סטניסלב טרבה (להלן: הנאשם), הורשע על פי הודאתו, בעובדות כתב אישום מתוקן המייחס לו עבירות של הספקת סמים מסוכנים – עבירה לפי סעיף 13 ו- 19א לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג-1973 (להלן: פקודת הסמים) ; יצוא, יבוא, מסחר, הספקה של סמים מסוכנים – עבירה לפי סעיפים 13 ו- 19א לפקודת הסמים; החזקה/שימוש בסמים לצריכה עצמית – עבירה לפי סעיף 7 (א) ו- 7 (ג) סיפא לפקודת הסמים.",,,,,,,,,,,['כן'],,,
"הסוכן פעל תחת פיקוח ובהנחיית משטרת ישראל (אמ""ן מרחב אילת) וזאת לצורך איסוף ראיות נגד סוחרי סמים באילת.",,,,,,,,,,,,,,
השניים סיכמו כי הסוכן ירכוש 5 גרם של סם מסוכן מסוג קוקאין (להלן: קוקאין).,,,,,['הסוג של הסמים הוא קוקאין'],['[5 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,
"בסמוך לשעה 17:50 הגיע הסוכן לביתו של הנאשם, התקשר לנאשם והודיע לו כי הוא נמצא במקום, הנאשם ירד במעלית ללובי ומסר לסוכן 4.7839 גרם קוקאין.",,,,,['סוג הסמים הוא קוקאין'],['[4.7839 - גרם]'],,,,,,,,
"על פי עובדות האישום השני, ביום 27.3.2024 בשעה  12:00 לערך, פנה הסוכן אל הנאשם באמצעות האפליקציה והשניים סיכמו כי הסוכן ירכוש 5 גרם של סם מסוכן מסוג קוקאין.",,,,,['הסוג של הסמים הוא קוקאין'],['[5 - גרם]'],,,,,,,,
"בסמוך לשעה 19:28 הגיע הסוכן למקום שציין הנאשם, הנאשם הגיע למקום מסר לסוכן 4.6621 גרם קוקאין וקיבל מהסוכן 2,300 ₪ בתמורה.",,,,,['הסוג של הסמים הוא קוקאין'],['[4.6621 - גרם]'],"['[בעל הסמים, לא בעל המעבדה]']",,,,,,,
"על פי המתואר בעובדות האישום השלישי, ביום 7.5.2024 בשעה  03:39 לערך, ברחוב עין נטפים באילת, החזיק הנאשם בסמים מסוכנים מסוג METHYLMETHCATHINON  m- במשקל 1.8438 גרם נטו 2 יחידות, קוקאין במשקל 0.3896 גרם נטו ו- 5 יחידות MDMA לצריכתו העצמית.",,,,,"['הסוג של הסמים הוא METHYLMETHCATHINONE (m-cat), קוקאין, ו-MDMA']",['[1.84 - גרם]'],['[בעל הסמים]'],,,,,,,
"בהליך גישור שהתקיים ביום 16.7.2024 הציגו הצדדים הסדר דיוני, במסגרתו הודה הנאשם בכתב האישום המתוקן, והורשע על פי הודאתו בעבירות שפורטו לעיל; לא היתה הסכמה בין הצדדים לעונש.",,,,,,,,,,,['כן'],,,
"מטעם ההגנה העידה לעונש אימו של הנאשם, ילנה טרבה (להלן: האם); כך העידה: ""בגלל שהמצב הרפואי שלו עכשיו מאוד מאוד קשה יש לו סיפור של פסוריאזיס הוא מקבל זריקה כל 3 חודשים הוא היה בטיפול ביולוגי, ויש מסמכים מהבית חולים הבאתי את כל מה שאפשר.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"המצב שלי גם מאוד קשה, קיבלתי מחלה מאוד קשה ואני בטיפולי כימותרפיה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
