,verdict,text,part
0,SH-19-02-58269-573,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), 7(ג), 13, 19א","ע""י ב""כ עו""ד שמרית צור"
1,SH-19-02-58269-573,"חוק העונשין, תשל""ז-1977: סע'  25, 40יא","ע""י ב""כ עו""ד שמרית צור"
2,SH-19-02-58269-573,פקודת התעבורה [נוסח חדש]: סע'  62(2),"ע""י ב""כ עו""ד שמרית צור"
3,SH-19-02-58269-573,"הנאשם הורשע – על יסוד הודאתו בעובדות כתב האישום המתוקן, שניתנה במסגרת הסדר טיעון דיוני בעיקרו – בביצוע עבירות של ניסיון סחר בסמים מסוכנים, לפי הוראות סעיף 13 וסעיף 19א לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973 (להלן – פקודת הסמים המסוכנים) יחד עם סעיף 25 לחוק העונשין, תשל""ז-1977 (להלן – חוק העונשין); החזקת סמים שלא לצריכה עצמית, לפי הוראות סעיף 7(א) יחד עם סעיף 7(ג) רישא לפקודת הסמים המסוכנים; ונהיגה בקלות ראש, לפי הוראות סעיף 62(2) לפקודת התעבורה [נוסח חדש].",רקע כללי והשתלשלות ההליכים המשפטיים:
4,SH-19-02-58269-573,"בעובדות כתב האישום המתוקן נטען, בעיקרי הדברים, כלהלן:",רקע כללי והשתלשלות ההליכים המשפטיים:
5,SH-19-02-58269-573,"ביום 22.11.2018, בשעה 19:00 או בסמוך לכך, שהה הנאשם ברכב באיזור רחוב קהילת ונציה, בתל אביב.",רקע כללי והשתלשלות ההליכים המשפטיים:
6,SH-19-02-58269-573,"אל הרכב הגיע פלוני, כדי לרכוש מהנאשם שני גרם של סמים מסוכנים, מסוג קנבוס, בתמורה ל-150 ₪.",רקע כללי והשתלשלות ההליכים המשפטיים:
7,SH-19-02-58269-573,"ואולם, הנאשם הבחין בשוטרים שנמצאים בקרבת מקום ונמלט.",רקע כללי והשתלשלות ההליכים המשפטיים:
8,SH-19-02-58269-573,"ואולם, הנאשם המשיך בנסיעה מהירה באופן שגרם לכלי רכב לסטות מנתיבם.",רקע כללי והשתלשלות ההליכים המשפטיים:
9,SH-19-02-58269-573,"במהלך הנסיעה השליך הנאשם מחלון הרכב שקית, בה החזיק 19 שקיות עם סמים מסוכנים מסוג קנבוס, במשקל כולל של 97.22 גרם נטו.",רקע כללי והשתלשלות ההליכים המשפטיים:
10,SH-19-02-58269-573,"עוד החזיק הנאשם, בדלת הנהג ברכב, בחמש שקיות עם סמים מסוכנים מסוג קנבוס במשקל כולל של 23.01 גרם נטו.",רקע כללי והשתלשלות ההליכים המשפטיים:
11,SH-19-02-58269-573,"הדיונים המקדמיים החלו להישמע עוד בפני מותב קודם והתמשכו מאוד, תחילה בשל בקשות דחייה מטעם ההגנה ולאחר מכן בעיקר עקב אי התייצבויות של הנאשם, שהביאו להוצאת צווי הבאה נגדו ולאחר מכן אף להתליית ההליכים המשפטיים בתיק.",רקע כללי והשתלשלות ההליכים המשפטיים:
12,SH-19-02-58269-573,"לאחר שחודשו ההליכים המשפטיים עתרה ההגנה לבחינת התאמתו של הנאשם לבית המשפט הקהילתי, אך הוא נמצא בלתי מתאים לכך (ר' הבדיקה הסופית מיום 27.02.2022).",רקע כללי והשתלשלות ההליכים המשפטיים:
13,SH-19-02-58269-573,"בהמשך הדרך הגיעו הצדדים להסדר טיעון, אשר במסגרתו הוגש כתב האישום המתוקן.",רקע כללי והשתלשלות ההליכים המשפטיים:
14,SH-19-02-58269-573,"כתב האישום המקורי תוקן באופן שהושמטה ממנו העבירה של הפרעה לשוטר בשעת מילוי תפקידו, והעבירה של נהיגה פוחזת תוקנה לעבירה של נהיגה בקלות ראש.",רקע כללי והשתלשלות ההליכים המשפטיים:
15,SH-19-02-58269-573,לעניין הענישה עתרו הצדדים במשותף לקבלת תסקיר שירות המבחן.,רקע כללי והשתלשלות ההליכים המשפטיים:
16,SH-19-02-58269-573,"עם זאת, המאשימה הודיעה כי עמדתה היא לענישה של מאסר בפועל, ברף הגבוה של נשיאת עונש זה בדרך של עבודות שירות (9 חודשים), לצד ענישה נלווית שתכלול מאסר מותנה, קנס כספי ופסילה בפועל ועל תנאי.",רקע כללי והשתלשלות ההליכים המשפטיים:
17,SH-19-02-58269-573,"הנאשם הודה אפוא בעובדות כתב האישום המתוקן והורשע, על יסוד הודאה זו, בעבירות בהן הואשם כאמור בפסקה 1 דלעיל.",רקע כללי והשתלשלות ההליכים המשפטיים:
