text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
כב' השופט אלון אינפלד,,,,,,,,,,,,,,,,,
כב' השופט אריאל חזק,,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40(ט), 40ב, 144ו, 144 ו'(א), 186(א), 333, 334, 335 (א)(1), (2), 379, 380, 382(א), 40 יא, 410 (3), 413 (ה), 413ה",,,,,,,,,,,,,,,,,
* בית המשפט גזר חמש וחצי שנות מאסר על תושב באר שבע שתקף ערבים שיצאו עם נשים יהודיות.,,,,,,,,,,,,,,,,,
* עונשין – ענישה – מדיניות ענישה: עבירות אלימות על רקע אידיאולוגי,,,,,,,,,,,,,,,,,
"הנאשם הועמד לדין בשל שורה של עבירות אלימות כלפי אנשים ממוצא ערבי, שבוצעו על רקע קשרים של אותם מתלוננים עם נשים יהודיות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"במסגרת הסדר טיעון, שלא כלל הסכמה עונשית, הוגש נגד הנאשם כתב אישום מתוקן, שבעובדותיו הוא הודה, ובעקבות כך הורשע בעבירות שנקבו שם.",,,,,,,,,,,,,,['כן'],,,
"כתב האישום המתוקן אחז ארבעה אישומים, שרקעם דומה, וכמפורט בחלק הכללי, החליט הנאשם, לפגוע בערבים השוהים בחברת נשים יהודיות, כדי לעורר בקרבם פחד ולמנוע קשרים אישיים בין הערבים ליהודיות.",,,,,,,,,,,,,,,,,
בית המשפט פסק כלהלן:,,,,,,,,,,,,,,,,,
"מדובר בעבירות מופלגות בחומרתן, שמידת פגיעתן בערכי יסוד חברתיים של כבוד האדם, באשר הוא אדם, וההגנה על בטחונו האישי של הפרט – קשה.",,,,,,,,,,,,,,,,,
"הפגיעה בתחושת הביטחון האישי ובזכות לשלמות הגוף מתעצמת, בעבירות שמניען גזעני, לנוכח האקראיות שבבחירת הקורבן.",,,,,,,,,,,,,,,,,
"אין לנפגע דרך מובהקת לדעת אימתי והיכן הוא חשוף לתקיפה ולהשפלה, ומניין יבוא החפץ ברעתו, ולהיערך להתגונן בפני הרעה.",,,,,,,,,,,,,,,,,
"מתוך עצמת הפגיעה בערכים חברתיים חשובים, נגזרת ענישה מחמירה, שפסיקת בית המשפט העליון חזרה והדגישה, בכל המקרים, שבהם נדונו עבירות אלימות, שנעברו על רקע דומה.",,,,,,,,,,,,,,,,,
"מדיניות הענישה המחמירה נשענת על לשונו, ולא פחות – על רוחו ועל רקעו החקיקתי של חוק העונשין, הקובע כפל העונש הקבוע לעבירה.",,,,,,,,,,,,,,,,,
"הנאשם, יליד 1998, תושב באר שבע, הועמד לדין, בשל שורה של עבירות אלימות כלפי אנשים ממוצא ערבי, שבוצעו על רקע קשרים של אותם מתלוננים עם נשים יהודיות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"במסגרת הסדר טיעון, שלא כלל הסכמה עונשית, הוגש נגד הנאשם כתב אישום מתוקן, שבעובדותיו הוא הודה, ובעקבות כך הורשע  בעבירות שננקבו שם.",,,,,,,,,,,,,,['כן'],,,
"כתב האישום המתוקן אוחז ארבעה אישומים, שרקעם דומה, וכמפורט בחלק הכללי, החליט הנאשם, עובר ליום 21.2.17, לפגוע בערבים השוהים בחברת נשים יהודיות, כדי לעורר בקרבן פחד ולמנוע קשרים אישיים בין הערבים ליהודיות.",,,,,,,,,,,,,,,,,
"לפי האישום הראשון, ביום 21.2.17, לפנות בוקר, שהו מתלונן בשם יאסים ואישה ששמה אילנה, במכוניתו של יאסים, בחניה בבאר שבע.",,,,,,,,,,,,,,,,,
"הנאשם הגיע למקום עם קבוצת אנשים, ניגש למכונית וביקש מאילנה מצית.",,,,,,,,,,,,,,,,,
